factor,freq,factor_group_label,factor_package,factor_packages,name_cn,meaning_cn,formula_cn,description,used_in_run,factor_group_key
amihud_20,D,Price-Volume / Non-Fundamental Packages,liquidity,"liquidity,context",流动性·amihud20,流动性因子，刻画：取负 amihud20,按定义计算：取负 amihud20,negative amihud20,True,price_volume
amount_ratio_20,D,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,流动性·成交额比率20,流动性因子，刻画：成交额/成交额ma20,按定义计算：成交额/成交额ma20,amount/amount_ma20,True,price_volume
