trade_date,entry_ts,exit_ts,hold_n,active_stocks,pool_size,avg_pred_score,strategy_ret,benchmark_pool_ret,benchmark_hs300_ret,benchmark_zz500_ret,benchmark_zz1000_ret,weighting_mode,portfolio_turnover,portfolio_concentration,portfolio_weight_entropy,timing_exposure,timing_enabled,portfolio_mode,execution_model,avg_fill_ratio,cash_drag_weight,extra_cost_bps,strategy_net,strategy_cum_return,strategy_cum_ret,benchmark_pool_net,benchmark_pool_cum_return,benchmark_pool_cum_ret,excess_vs_pool_ret,excess_vs_pool_net,excess_vs_pool_cum_return,excess_vs_pool_cum_ret,benchmark_hs300_net,benchmark_hs300_cum_return,benchmark_hs300_cum_ret,excess_vs_hs300_ret,excess_vs_hs300_net,excess_vs_hs300_cum_return,excess_vs_hs300_cum_ret,benchmark_zz500_net,benchmark_zz500_cum_return,benchmark_zz500_cum_ret,excess_vs_zz500_ret,excess_vs_zz500_net,excess_vs_zz500_cum_return,excess_vs_zz500_cum_ret,benchmark_zz1000_net,benchmark_zz1000_cum_return,benchmark_zz1000_cum_ret,excess_vs_zz1000_ret,excess_vs_zz1000_net,excess_vs_zz1000_cum_return,excess_vs_zz1000_cum_ret,benchmark_ret,benchmark_net,benchmark_cum_return,benchmark_cum_ret,excess_ret,excess_net,excess_cum_return,excess_cum_ret
2024-10-08 09:45:00,2024-10-08 10:00:00,2024-10-08 11:15:00,5,3,5,0.5431777812015538,-0.013655692301028623,-0.010337252448741552,,,,equal_weight,0.9999999999989999,0.33333333333266657,1.0986122886650111,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,0.9863443076989714,-0.013655692301028588,-0.013655692301028588,0.9896627475512585,-0.010337252448741507,-0.010337252448741507,-0.00331843985228707,0.9966815601477129,-0.0033184398522870806,-0.0033184398522870806,,,,,,,,,,,,,,,,,,,,,,-0.010337252448741552,0.9896627475512585,-0.010337252448741507,-0.010337252448741507,-0.00331843985228707,0.9966815601477129,-0.0033184398522870806,-0.0033184398522870806
2024-10-08 11:00:00,2024-10-08 11:15:00,2024-10-08 14:00:00,5,3,5,0.561963286308616,-0.01856086257915673,-0.01877440532613479,,,,equal_weight,0.0,0.33333333333266657,1.0986122886650111,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,0.9680369065480374,-0.031963093451962576,-0.031963093451962576,0.9710824179925549,-0.028917582007445097,-0.028917582007445097,0.00021354274697805986,0.9968943942659292,-0.0031056057340708154,-0.0031056057340708154,,,,,,,,,,,,,,,,,,,,,,-0.01877440532613479,0.9710824179925549,-0.028917582007445097,-0.028917582007445097,0.00021354274697805986,0.9968943942659292,-0.0031056057340708154,-0.0031056057340708154
2024-10-08 13:45:00,2024-10-08 14:00:00,2024-10-09 09:45:00,5,2,5,0.565781357352929,-0.017989041624500098,-0.01879928358585563,,,,equal_weight,0.6666666666659999,0.4999999999989999,0.6931471805582522,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,0.9506228503420925,-0.049377149657907515,-0.049377149657907515,0.9528267642314745,-0.0471732357685255,-0.0471732357685255,0.0008102419613555331,0.9977021199352036,-0.002297880064796365,-0.002297880064796365,,,,,,,,,,,,,,,,,,,,,,-0.01879928358585563,0.9528267642314745,-0.0471732357685255,-0.0471732357685255,0.0008102419613555331,0.9977021199352036,-0.002297880064796365,-0.002297880064796365
2024-10-08 15:00:00,2024-10-09 09:45:00,2024-10-09 11:00:00,5,2,5,0.565781357352929,-0.03271537948870348,-0.029609986040679215,,,,equal_weight,0.0,0.4999999999989999,0.6931471805582522,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,0.919522863042518,-0.08047713695748204,-0.08047713695748204,0.924613577043395,-0.07538642295660503,-0.07538642295660503,-0.0031053934480242684,0.9946038623088769,-0.005396137691123126,-0.005396137691123126,,,,,,,,,,,,,,,,,,,,,,-0.029609986040679215,0.924613577043395,-0.07538642295660503,-0.07538642295660503,-0.0031053934480242684,0.9946038623088769,-0.005396137691123126,-0.005396137691123126
2024-10-09 10:45:00,2024-10-09 11:00:00,2024-10-09 13:45:00,5,3,5,0.5320284181831175,0.00966640305641874,0.011107069721691598,,,,equal_weight,1.3333333333319999,0.33333333333266657,1.0986122886650111,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,0.9284113416562789,-0.07158865834372108,-0.07158865834372108,0.9348833245092385,-0.0651166754907615,-0.0651166754907615,-0.0014406666652728578,0.9931709696792969,-0.006829030320703144,-0.006829030320703144,,,,,,,,,,,,,,,,,,,,,,0.011107069721691598,0.9348833245092385,-0.0651166754907615,-0.0651166754907615,-0.0014406666652728578,0.9931709696792969,-0.006829030320703144,-0.006829030320703144
2024-10-09 13:30:00,2024-10-09 13:45:00,2024-10-09 15:00:00,5,3,5,0.561963286308616,-0.03036116620596165,-0.02918817507930358,,,,equal_weight,0.6666666666659999,0.33333333333266657,1.0986122886650111,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,0.9002236906047528,-0.09977630939524718,-0.09977630939524718,0.9075957863547415,-0.09240421364525853,-0.09240421364525853,-0.0011729911266580677,0.9920059889446087,-0.007994011055391326,-0.007994011055391326,,,,,,,,,,,,,,,,,,,,,,-0.02918817507930358,0.9075957863547415,-0.09240421364525853,-0.09240421364525853,-0.0011729911266580677,0.9920059889446087,-0.007994011055391326,-0.007994011055391326
2024-10-09 14:45:00,2024-10-09 15:00:00,2024-10-10 10:45:00,5,3,5,0.5570238171743522,0.0225511591873257,0.015790226400091933,,,,equal_weight,0.6666666666659999,0.33333333333266657,1.0986122886650111,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,0.9205247783557825,-0.0794752216442175,-0.0794752216442175,0.9219269293010524,-0.07807307069894764,-0.07807307069894764,0.0067609327872337685,0.9987128747603965,-0.0012871252396035038,-0.0012871252396035038,,,,,,,,,,,,,,,,,,,,,,0.015790226400091933,0.9219269293010524,-0.07807307069894764,-0.07807307069894764,0.0067609327872337685,0.9987128747603965,-0.0012871252396035038,-0.0012871252396035038
2024-10-10 10:30:00,2024-10-10 10:45:00,2024-10-10 13:30:00,5,2,5,0.5490573128252746,0.018898232755047623,0.020924024980899382,,,,equal_weight,1.3333333333319999,0.4999999999989999,0.6931471805582522,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,0.9379210698739386,-0.06207893012606136,-0.06207893012606136,0.9412173514003114,-0.058782648599688625,-0.058782648599688625,-0.0020257922258517594,0.9966896899828488,-0.003310310017151208,-0.003310310017151208,,,,,,,,,,,,,,,,,,,,,,0.020924024980899382,0.9412173514003114,-0.058782648599688625,-0.058782648599688625,-0.0020257922258517594,0.9966896899828488,-0.003310310017151208,-0.003310310017151208
2024-10-10 13:15:00,2024-10-10 13:30:00,2024-10-10 14:45:00,5,3,5,0.5508139232901798,-0.012952297111327171,-0.013224723079119084,,,,equal_weight,1.3333333333319999,0.33333333333266657,1.0986122886650111,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,0.9257728375099575,-0.07422716249004246,-0.07422716249004246,0.9287700125707804,-0.0712299874292196,-0.0712299874292196,0.00027242596779191233,0.9969612141362306,-0.0030387858637693776,-0.0030387858637693776,,,,,,,,,,,,,,,,,,,,,,-0.013224723079119084,0.9287700125707804,-0.0712299874292196,-0.0712299874292196,0.00027242596779191233,0.9969612141362306,-0.0030387858637693776,-0.0030387858637693776
2024-10-10 14:30:00,2024-10-10 14:45:00,2024-10-11 10:30:00,5,3,5,0.5508139232901798,-0.006689455063514713,-0.010160420050566254,,,,equal_weight,1.3333333333319999,0.33333333333266657,1.0986122886650111,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,0.9195799217144122,-0.08042007828558784,-0.08042007828558784,0.9193333191126916,-0.08066668088730844,-0.08066668088730844,0.003470964987051541,1.0004216316039458,0.00042163160394581567,0.00042163160394581567,,,,,,,,,,,,,,,,,,,,,,-0.010160420050566254,0.9193333191126916,-0.08066668088730844,-0.08066668088730844,0.003470964987051541,1.0004216316039458,0.00042163160394581567,0.00042163160394581567
