trade_date,entry_date,exit_date,hold_n_days,active_stocks,pool_size,avg_pred_prob,strategy_ret,benchmark_pool_ret,benchmark_hs300_ret,benchmark_zz500_ret,benchmark_zz1000_ret,weighting_mode,portfolio_turnover,portfolio_concentration,portfolio_weight_entropy,state_market_vol,state_crowding,state_style_dispersion,state_vol_z,state_crowding_z,state_style_z,dynamic_expected_scale,dynamic_risk_scale,dynamic_style_scale,dynamic_industry_scale,dynamic_tc_scale,opt_iterations,opt_converged,opt_expected_ret_score,opt_style_exposure_dev,opt_industry_dev,opt_crowding_exposure,opt_liquidity_utilization,opt_effective_max_weight,opt_fallback,strategy_net,strategy_cum_return,strategy_cum_ret,benchmark_pool_net,benchmark_pool_cum_return,benchmark_pool_cum_ret,benchmark_hs300_net,benchmark_hs300_cum_return,benchmark_hs300_cum_ret,benchmark_zz500_net,benchmark_zz500_cum_return,benchmark_zz500_cum_ret,benchmark_zz1000_net,benchmark_zz1000_cum_return,benchmark_zz1000_cum_ret,excess_vs_pool_ret,excess_vs_pool_net,excess_vs_pool_cum_return,excess_vs_pool_cum_ret,excess_vs_hs300_ret,excess_vs_hs300_net,excess_vs_hs300_cum_return,excess_vs_hs300_cum_ret,excess_vs_zz500_ret,excess_vs_zz500_net,excess_vs_zz500_cum_return,excess_vs_zz500_cum_ret,excess_vs_zz1000_ret,excess_vs_zz1000_net,excess_vs_zz1000_cum_return,excess_vs_zz1000_cum_ret,benchmark_ret,benchmark_net,benchmark_cum_return,benchmark_cum_ret,excess_ret,excess_net,excess_cum_return,excess_cum_ret
2025-01-02,2025-01-03,2025-01-10,5,10,297,0.680207169017988,0.003971031744432511,-0.00880272783192418,-0.011306525675036871,-0.010782076876762914,-0.014273780760857169,equal_weight,0.9999999999989999,0.0999999999998,2.302585092982743,-0.016916811581548046,1.0149398432412118,0.9999999999521831,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,1.0039710317444326,0.003971031744432585,0.003971031744432585,0.9911972721680758,-0.008802727831924151,-0.008802727831924151,0.9886934743249631,-0.011306525675036871,-0.011306525675036871,0.9892179231232371,-0.010782076876762914,-0.010782076876762914,0.9857262192391428,-0.014273780760857169,-0.014273780760857169,0.01277375957635669,1.0127737595763566,0.012773759576356625,0.012773759576356625,0.015277557419469383,1.0152775574194695,0.015277557419469456,0.015277557419469456,0.014753108621195426,1.0147531086211954,0.014753108621195388,0.014753108621195388,0.01824481250528968,1.0182448125052896,0.018244812505289643,0.018244812505289643,-0.00880272783192418,0.9911972721680758,-0.008802727831924151,-0.008802727831924151,0.01277375957635669,1.0127737595763566,0.012773759576356625,0.012773759576356625
2025-01-09,2025-01-10,2025-01-17,5,10,298,0.622732624924278,-0.005976813423514797,0.007651885935636765,0.0213964920384051,0.0406037605407501,0.053500539954076665,equal_weight,0.7999999999992,0.0999999999998,2.302585092982743,-0.016780242023118744,0.6685917293409095,0.9999999999557104,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.9979704842050825,-0.0020295157949175024,-0.0020295157949175024,0.9987818006344202,-0.001218199365579764,-0.001218199365579764,1.0098480463767803,0.009848046376780273,0.009848046376780273,1.029383890796351,0.029383890796351064,0.029383890796351064,1.0384631042153276,0.038463104215327615,0.038463104215327615,-0.013628699359151562,0.9989709704882528,-0.0010290295117472148,-0.0010290295117472148,-0.0273733054619199,0.9874860547115945,-0.012513945288405548,-0.012513945288405548,-0.0465805739642649,0.9674853263895982,-0.032514673610401834,-0.032514673610401834,-0.05947735337759146,0.9576823059670132,-0.0423176940329868,-0.0423176940329868,0.007651885935636765,0.9987818006344202,-0.001218199365579764,-0.001218199365579764,-0.013628699359151562,0.9989709704882528,-0.0010290295117472148,-0.0010290295117472148
2025-01-16,2025-01-17,2025-01-24,5,10,297,0.6263096605324342,0.0542984259122935,0.005523125204134633,0.005382779041654739,0.01121401522812282,0.016529454742661542,equal_weight,1.7999999999981995,0.0999999999998,2.302585092982743,-0.017469781514023966,0.7666428386341827,0.9999999999600978,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,1.052158710604348,0.05215871060434796,0.05215871060434796,1.004298197570935,0.004298197570935081,0.004298197570935081,1.0152838352760731,0.015283835276073132,0.015283835276073132,1.0409274174233256,0.04092741742332562,0.04092741742332562,1.0556283330983787,0.05562833309837867,0.05562833309837867,0.04877530070815887,1.0476960799725386,0.04769607997253855,0.04769607997253855,0.04891564687063876,1.0357895738535472,0.035789573853547196,0.035789573853547196,0.04308441068417068,1.0091688615226764,0.009168861522676375,0.009168861522676375,0.03776897116963196,0.9938529813707481,-0.006147018629251932,-0.006147018629251932,0.005523125204134633,1.004298197570935,0.004298197570935081,0.004298197570935081,0.04877530070815887,1.0476960799725386,0.04769607997253855,0.04769607997253855
2025-01-23,2025-01-24,2025-02-10,5,10,298,0.6469304755554656,0.08592277967873438,0.028883526105342422,0.01779296108601791,0.04223063920919645,0.045875890221332094,equal_weight,1.7999999999981995,0.0999999999998,2.302585092982743,-0.017901956897987903,0.8989600520181303,0.9999999999603242,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,1.1425631116826664,0.14256311168266644,0.14256311168266644,1.0333058707780236,0.033305870778023605,0.033305870778023605,1.0333487410484032,0.03334874104840324,0.03334874104840324,1.0848864476314908,0.08488644763149078,0.08488644763149078,1.1040562226221278,0.10405622262212777,0.10405622262212777,0.05703925357339196,1.1074558823459408,0.10745588234594083,0.10745588234594083,0.06812981859271647,1.1063577296204163,0.10635772962041634,0.10635772962041634,0.04369214046953793,1.0532616091778086,0.053261609177808644,0.053261609177808644,0.040046889457402285,1.033653701852612,0.03365370185261196,0.03365370185261196,0.028883526105342422,1.0333058707780236,0.033305870778023605,0.033305870778023605,0.05703925357339196,1.1074558823459408,0.10745588234594083,0.10745588234594083
2025-02-07,2025-02-10,2025-02-17,5,10,297,0.6223190740601182,0.03231336832725865,0.013306059477419701,0.011877791227106638,0.010217963638253114,0.011435224626751728,equal_weight,1.3999999999985997,0.0999999999998,2.302585092982743,-0.01708529336792965,1.1664137773064291,0.9999999999672621,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,1.1794831743476073,0.1794831743476073,0.1794831743476073,1.0470551001529629,0.04705510015296288,0.04705510015296288,1.0456226416593697,0.04562264165936969,0.04562264165936969,1.0959717779050229,0.09597177790502287,0.09597177790502287,1.1166813535283748,0.11668135352837483,0.11668135352837483,0.01900730884983895,1.128505638339261,0.1285056383392611,0.1285056383392611,0.020435577100152015,1.1289667883044237,0.12896678830442365,0.12896678830442365,0.02209540468900554,1.0765338506759856,0.07653385067598562,0.07653385067598562,0.020878143700506925,1.0552344723764517,0.05523447237645174,0.05523447237645174,0.013306059477419701,1.0470551001529629,0.04705510015296288,0.04705510015296288,0.01900730884983895,1.128505638339261,0.1285056383392611,0.1285056383392611
2025-02-14,2025-02-17,2025-02-24,5,10,299,0.6143273040049159,0.03726692444474388,0.007714757070756825,0.005654104298578266,0.01618045562742898,0.02904657851242831,equal_weight,0.7999999999992,0.0999999999998,2.302585092982743,-0.016861454452671076,0.8222242713110224,0.9999999999699574,0.4949241568265774,-0.3911628251852375,1.3137793664325357,,,,,,,,,,,,,,0.0,1.2234388846898663,0.22343888468986628,0.22343888468986628,1.0551328758903398,0.05513287589033977,0.05513287589033977,1.0515347011322667,0.05153470113226666,0.05153470113226666,1.1137051006263294,0.11370510062632944,0.11370510062632944,1.1491171261370015,0.14911712613700145,0.14911712613700145,0.029552167373987054,1.161855425845951,0.16185542584595103,0.16185542584595103,0.031612820146165614,1.1646566123340856,0.16465661233408557,0.16465661233408557,0.0210864688173149,1.0992341481490486,0.09923414814904863,0.09923414814904863,0.008220345932315569,1.0639088647790906,0.06390886477909064,0.06390886477909064,0.007714757070756825,1.0551328758903398,0.05513287589033977,0.05513287589033977,0.029552167373987054,1.161855425845951,0.16185542584595103,0.16185542584595103
2025-02-21,2025-02-24,2025-03-03,5,10,299,0.6066607039618288,-0.0429252805409181,-0.019236923736822377,-0.020465690627316957,-0.026336428632518394,-0.02944821987047097,equal_weight,1.7999999999981995,0.0999999999998,2.302585092982743,-0.01600939296726466,1.0666586410391203,0.999999999970993,3.7117061371547773,1.1195458148617106,1.1274468954852135,,,,,,,,,,,,,,0.0,1.1709224273398857,0.17092242733988572,0.17092242733988572,1.0348353652246232,0.03483536522462316,0.03483536522462316,1.0300143172550056,0.030014317255005585,0.030014317255005585,1.0843740857260125,0.08437408572601246,0.08437408572601246,1.1152776723495954,0.1152776723495954,0.1152776723495954,-0.02368835680409572,1.1343329799637376,0.1343329799637376,0.1343329799637376,-0.02245958991360114,1.1384989024308982,0.13849890243089824,0.13849890243089824,-0.016588851908399704,1.0809991156527483,0.08099911565274831,0.08099911565274831,-0.013477060670447127,1.0495705004606364,0.04957050046063638,0.04957050046063638,-0.019236923736822377,1.0348353652246232,0.03483536522462316,0.03483536522462316,-0.02368835680409572,1.1343329799637376,0.1343329799637376,0.1343329799637376
2025-02-28,2025-03-03,2025-03-10,5,10,298,0.7198776535166029,0.041312518153295584,0.008450014137087045,0.010371163597853394,0.02172171185758165,0.03941919163743046,equal_weight,1.5999999999983996,0.0999999999998,2.302585092982743,-0.016938565001008606,0.9316211788935855,0.9999999999712367,-0.08708644815288301,0.16649102341319022,0.9668947816745485,,,,,,,,,,,,,,0.0,1.2192961813754657,0.2192961813754657,0.2192961813754657,1.043579738690329,0.04357973869032894,0.04357973869032894,1.0406967642473886,0.04069676424738855,0.04069676424738855,1.1079285471619815,0.10792854716198153,0.10792854716198153,1.1592410166448914,0.15924101664489143,0.15924101664489143,0.032862504016208535,1.1716100020735136,0.17161000207351362,0.17161000207351362,0.03094135455544219,1.1737256006319945,0.1737256006319945,0.1737256006319945,0.019590806295713935,1.1021767599333394,0.10217675993333941,0.10217675993333941,0.0018933265158651222,1.0515576801194284,0.051557680119428406,0.051557680119428406,0.008450014137087045,1.043579738690329,0.04357973869032894,0.04357973869032894,0.032862504016208535,1.1716100020735136,0.17161000207351362,0.17161000207351362
2025-03-07,2025-03-10,2025-03-17,5,10,298,0.6843247946674383,0.022107239268421657,0.01776290099956716,0.017304511655206634,0.015697535876483037,0.01051882901524026,equal_weight,0.7999999999992,0.0999999999998,2.302585092982743,-0.016024052769670123,0.8124334163522005,0.9999999999670098,3.9960079962413184,-0.5588164903598716,0.29492371619232516,,,,,,,,,,,,,,0.0,1.246251453796206,0.24625145379620594,0.24625145379620594,1.0621167422738396,0.062116742273839565,0.062116742273839565,1.0587055135338432,0.058705513533843234,0.058705513533843234,1.1253202952796364,0.1253202952796364,0.1253202952796364,1.1714348746864323,0.17143487468643226,0.17143487468643226,0.004344338268854497,1.1766998722416941,0.17669987224169414,0.17669987224169414,0.004802727613215024,1.1793626849844872,0.17936268498448715,0.17936268498448715,0.00640970339193862,1.1092413860500001,0.10924138605000011,0.10924138605000011,0.011588410253181396,1.063743561921536,0.06374356192153607,0.06374356192153607,0.01776290099956716,1.0621167422738396,0.062116742273839565,0.062116742273839565,0.004344338268854497,1.1766998722416941,0.17669987224169414,0.17669987224169414
2025-03-14,2025-03-17,2025-03-24,5,10,299,0.6044795174941913,-0.02854363137423055,-0.02220122164947419,-0.015497194246980484,-0.022746986010846904,-0.03478605419537495,equal_weight,0.9999999999989999,0.0999999999998,2.302585092982743,-0.01685029953075786,0.9975593563035505,0.9999999999618203,0.26627070163306105,0.5734129966058691,-0.714148794845785,,,,,,,,,,,,,,0.0,1.210678911699448,0.21067891169944808,0.21067891169944808,1.0385364530610006,0.03853645306100062,0.03853645306100062,1.04229854854026,0.04229854854026005,0.04229854854026005,1.0997226502651885,0.09972265026518845,0.09972265026518845,1.1306852776492378,0.13068527764923776,0.13068527764923776,-0.006342409724756359,1.1692367595288689,0.16923675952886885,0.16923675952886885,-0.013046437127250066,1.1639762038646122,0.1639762038646122,0.1639762038646122,-0.005796645363383646,1.10281150711268,0.10281150711268006,0.10281150711268006,0.0062424228211444,1.0703838990083205,0.07038389900832054,0.07038389900832054,-0.02220122164947419,1.0385364530610006,0.03853645306100062,0.03853645306100062,-0.006342409724756359,1.1692367595288689,0.16923675952886885,0.16923675952886885
