obs,ic_mean,ic_std,ic_ir,ic_positive_ratio,ic_tstat,rank_ic_mean,rank_ic_std,rank_ic_ir,rank_ic_positive_ratio,rank_ic_tstat,factor
229.0,0.01850250116633532,0.1173395072320307,2.503147552273487,0.5982532751091703,2.3861839563026543,0.017892733238043895,0.1178656643453111,2.4098479919169202,0.5895196506550219,2.2972439679864536,amihud_20
229.0,0.020528312130312698,0.140880776849943,2.3131392350527036,0.5807860262008734,2.2050540833534944,-0.001832814157307798,0.15402036372812564,-0.18890374008703928,0.4978165938864629,-0.18007690895882553,ret_vol_corr_20
229.0,0.01911115585394367,0.14622478629776117,2.0747521786176972,0.5414847161572053,1.9778060456024704,0.017877361082177638,0.14345706896493488,1.9782525265356363,0.5414847161572053,1.885815494994352,last30_momentum
229.0,0.020351778082562052,0.16019102841499325,2.0168074608375908,0.5502183406113537,1.9225688879711538,-0.004103661748915249,0.16691045957678674,-0.39029076355864706,0.519650655021834,-0.3720537998053279,downside_vol_ratio_20
229.0,0.021777413356680347,0.2375919641141338,1.4550396135204562,0.5633187772925764,1.3870505469858885,-0.017911681111222492,0.2116627197342256,-1.3433594874778005,0.4978165938864629,-1.2805888544824624,mom_20
229.0,0.008946242628880819,0.17703694732863762,0.8021896057840993,0.4978165938864629,0.7647060060427598,0.020145831382521344,0.1766421960988437,1.8104686525624867,0.537117903930131,1.7258715924315946,rev_3
229.0,0.007899150513813477,0.1573823185229538,0.7967548587805477,0.5109170305676856,0.7595252063353435,-0.013957534237684267,0.1750773151493806,-1.2655493766422214,0.47161572052401746,-1.2064145462418812,minute_up_ratio_5m
229.0,0.005727681228025177,0.11567125593810881,0.7860563108184448,0.5152838427947598,0.7493265652365725,0.0006534255696567578,0.12266689141772595,0.08456079081919282,0.4759825327510917,0.08060955184274213,minute_ret_skew_5m
229.0,0.007333350757230603,0.19741708938683117,0.5896821528683812,0.5065502183406113,0.5621283057063693,0.009513207327439587,0.20520971447860553,0.7359178143087369,0.4890829694323144,0.701530870629621,rev_1
229.0,0.006292079302545607,0.18368954437580717,0.5437634609177553,0.5021834061135371,0.5183552385024524,0.005514588331755215,0.1813013702732128,0.482850050832028,0.5021834061135371,0.4602881054889662,morning_momentum_30m
229.0,0.005783583537706421,0.21146718006762544,0.43416449936046586,0.5589519650655022,0.4138774647260297,-0.018243678754851344,0.19232886286317338,-1.505803224718117,0.4978165938864629,-1.4354421467914318,ma_gap_20
229.0,0.0037432736986684903,0.18908911907709788,0.31425725639626034,0.5065502183406113,0.29957308057344467,-0.01266462613592715,0.18485744828508574,-1.0875661710399855,0.48034934497816595,-1.0367478922271638,mom_5
229.0,0.0002433596388770357,0.20659450547943933,0.018699502645287965,0.5676855895196506,0.017825738303959993,-0.01906383891774449,0.18802895229815692,-1.6094811844901522,0.4890829694323144,-1.534275587115605,mom_10
229.0,-0.0004680959980219368,0.09549444392480531,-0.07781388421587077,0.5021834061135371,-0.07417790530360892,0.011079377924643332,0.10166048670480364,1.730069151942398,0.5327510917030568,1.6492288878095058,jump_ratio_5m
229.0,-0.005190406366156228,0.14581009323795577,-0.5650853439537256,0.462882096069869,-0.5386808222549498,-0.006693303889322337,0.16729463948711315,-0.6351243863456517,0.49344978165938863,-0.6054471777255347,signed_vol_imbalance_5m
229.0,-0.006668044300830766,0.17880449773790644,-0.5919980931470612,0.5109170305676856,-0.5643360299500808,-0.016658083036051097,0.18044042409865985,-1.4655190017184963,0.48034934497816595,-1.397040268913115,ma_gap_5
229.0,-0.008243718734055206,0.168291938838349,-0.7776069299299396,0.5021834061135371,-0.7412719952618503,-0.010171387046472705,0.17426400767631414,-0.9265583056095964,0.48034934497816595,-0.8832633783080437,close_to_vwap_day
229.0,-0.010478205974808977,0.19375523506507267,-0.8584870654817148,0.47161572052401746,-0.8183728763752877,-0.012379782197239219,0.2006261724876875,-0.9795479195831199,0.48034934497816595,-0.933776967328975,open_to_close_intraday
229.0,-0.007718248545584422,0.10729403276250757,-1.1419404611514263,0.4585152838427948,-1.0885814561660627,-0.013257390943654798,0.11404011172297414,-1.845443271171626,0.4366812227074236,-1.759211965725663,turn_ratio_5
229.0,-0.0093708109014547,0.11921005847274374,-1.247856206727595,0.4279475982532751,-1.1895481181529444,-0.018213556850748155,0.12630140103873688,-2.28921650214649,0.42358078602620086,-2.1822491786246965,vol_ratio_20
229.0,-0.010459178477380102,0.1262187858534513,-1.3154484880554864,0.4148471615720524,-1.2539820414060983,-0.020405639091343533,0.13130083287979996,-2.467078625241784,0.4104803493449782,-2.351800407907383,amount_ratio_20
229.0,-0.01887826161730946,0.1999136773163083,-1.4990625782623925,0.4978165938864629,-1.4290164678844293,-0.0013780353669565716,0.21368712176865445,-0.102372258523823,0.5152838427947598,-0.09758875006714941,breakout_20
229.0,-0.05396649979222048,0.297313333602713,-2.8814436779272263,0.4104803493449782,-2.7468035869538885,-0.004853203381826135,0.2774102489221649,-0.2777194265940547,0.4672489082969432,-0.2647425396439045,realized_vol_20
229.0,-0.057385055789398384,0.3017350937951286,-3.019070496852494,0.4192139737991266,-2.8779995713768494,0.003751380828597977,0.2771486762286642,0.2148714014576805,0.49344978165938863,0.2048311895800561,atr_norm_14
