code,signal_date,entry_date,exit_date,entry_price,exit_price,shares,entry_value,exit_value,entry_cost,exit_cost,pnl,ret,hold_days,exit_reason,exit_time,stop_price,take_profit_price,fac_L1,fac_L2,fac_S1,fac_S2,fac_S3,fac_S4,fac_F1,fac_F2,fac_R1,fac_alpha_score
sh.688819,2024-05-17,2024-05-20,2024-05-21,27.832826438897335,26.38302508616922,500,13916.413219448668,13191.51254308461,5.0,11.595756271542305,-741.4964326356003,-0.053282151150792226,1,stop_loss,2024-05-21 15:00:00,26.441185116952468,30.61610908278707,-1.0306225567206178,-0.7557985922867604,-0.011347784444728426,0.46170078567311373,-0.2104084048770131,-0.4056032850920949,-0.3706561942215415,-0.39843498701849206,-0.7949411476374463,0.8199838893991815
sz.000301,2024-05-17,2024-05-20,2024-05-24,9.706463553009694,9.237734739578706,1600,15530.34168481551,14780.37558332593,5.0,12.390187791662964,-767.356289281245,-0.049410135646369154,4,stop_loss,2024-05-24 09:35:00,9.221140375359209,10.677109908310664,-1.4414225523768236,-1.157120028468026,-0.5965730416373703,0.2901167048329542,-0.3267657657090245,-0.48067829809400786,-0.5576297431601756,-0.4743668622186248,-1.1252987778998105,0.7441874940487445
sh.603288,2024-05-22,2024-05-23,2024-05-27,35.96968644879,34.23269662169709,300,10790.905934637,10269.808986509126,5.0,10.134904493254563,-536.2318526211284,-0.04969294106251675,2,stop_loss,2024-05-27 09:35:00,34.1712021263505,39.566655093669006,-1.208372094695371,-0.6482093485800018,-0.8079375964091833,-0.23989981730729135,2.0056598331790565,1.690971129257713,-0.6911481120840404,1.7105285383300055,1.9913496555781114,1.7798638479400217
sh.600104,2024-05-23,2024-05-24,2024-06-07,13.74158856816,13.668379897176,1100,15115.747424976,15035.2178868936,5.0,12.5176089434468,-98.04714702584494,-0.00648642400995888,10,max_hold,2024-06-07 10:05:00,13.054509139751998,15.115747424976,-1.2658381235933334,-0.8101551606482791,-0.25017193412005617,0.544743837388863,-0.15462918898098685,1.4758124074969157,-0.7242049856493387,1.4934452580702682,0.5582967892139259,2.0914542609345075
sz.000708,2024-05-23,2024-05-24,2024-06-07,14.169596131385763,14.083831760182001,1000,14169.596131385762,14083.831760182002,5.0,12.041915880091,-102.80628708385312,-0.00725541406618705,10,max_hold,2024-06-07 09:35:00,13.461116324816475,15.586555744524341,-0.8562170932559503,-0.14535637374109175,0.0181814484024959,0.27759832146828045,0.6927633140610719,0.6212741390155996,-0.19685083507132092,0.6389345560014497,-0.724444522060689,2.4343702953451505
sh.600999,2024-05-24,2024-05-27,2024-06-11,13.586296395936,13.379957237087233,1000,13586.296395935999,13379.957237087232,5.0,11.689978618543616,-223.02913746731048,-0.016415742080675325,10,max_hold,2024-06-11 09:35:00,12.906981576139199,14.944926035529601,-1.0710338123977037,-0.33338629489487365,-0.08764854103313172,-0.04725122834394515,-0.16174746704402712,-0.8027873951983969,-0.6090143497186369,-0.8056353164934242,-1.0990142873442168,0.6509525361357504
sh.603288,2024-05-24,2024-05-27,2024-06-11,34.34568523179366,33.7271434854473,400,13738.274092717464,13490.85739417892,5.0,11.74542869708946,-264.1621272356332,-0.019228188741382293,10,max_hold,2024-06-11 09:35:00,32.62840097020398,37.78025375497303,-1.0710338123977037,-0.6566937241560767,0.12653094901007356,0.13772994963833304,2.3996792379972534,3.3056148015390643,-1.0284980988760737,3.425385872972929,1.8740444921967805,4.113075697448398
sh.603156,2024-05-28,2024-05-29,2024-06-13,21.890342303822155,21.299663087365573,600,13134.205382293294,12779.797852419344,5.0,11.389898926209671,-370.797428800159,-0.028231432203733958,10,max_hold,2024-06-13 09:55:00,20.795825188631046,24.07937653420437,-0.981473676983594,-0.432462543857604,-0.7784474647247269,0.7280662610638219,0.44909649911574323,0.05359899198176763,-0.1966069914114819,0.0723497856342082,1.4843792867199503,0.5054186724280385
sh.601066,2024-05-31,2024-06-03,2024-06-18,20.460934214449175,21.032529632604,800,16368.74737155934,16826.0237060832,5.0,13.413011853041601,438.86332267081826,0.026811051127425635,10,max_hold,2024-06-18 14:10:00,19.437887503726714,22.507027635894094,-0.9252013244666374,-0.8034499507942239,-0.5942871351347174,-0.04863403001310431,1.030122409552125,0.35505505935435194,1.2706380371120005,0.3723954287506658,-1.4692758080764647,2.694315572806914
sh.601018,2024-06-06,2024-06-07,2024-06-24,3.32785923876,3.2365674638186404,4400,14642.580650544,14240.896840802017,5.0,12.120448420401008,-418.804258162383,-0.02860180648189191,10,max_hold,2024-06-24 10:10:00,3.161466276822,3.6606451626360004,-0.8668058097263314,-0.11671644477294461,0.3924139333481755,0.075107714926517,-0.655960099092319,0.2994500169336752,-1.4312385928658196,0.3256200063702758,-1.0008839830315617,1.1479543424715195
sh.601236,2024-06-06,2024-06-07,2024-06-24,6.458919665227919,6.322856111692824,2200,14209.623263501422,13910.283445724212,5.0,11.955141722862106,-316.2949595000714,-0.022259207977207852,10,max_hold,2024-06-24 10:40:00,6.135973681966522,7.104811631750711,-0.8668058097263314,-0.5344513977266593,-0.23875247653825832,-0.014525647155803916,0.9456599314137198,1.3759838115187304,-1.7479190316860176,1.4221174495226994,0.7073460252711649,1.2721590219609022
sh.603786,2024-06-07,2024-06-11,2024-06-25,67.36836228826199,65.65483238118513,200,13473.672457652397,13130.966476237027,5.0,11.565483238118514,-359.27146465349074,-0.026664702276432077,10,max_hold,2024-06-25 09:35:00,63.99994417384889,74.1051985170882,-0.9073654227614389,-0.48870963797331773,-0.033027872462536974,0.054429657412585895,-1.336778697323192,-0.7198488533473903,0.9049028508821227,-0.7078503644480979,-2.0001191800905853,1.2117654456948348
sh.688396,2024-06-07,2024-06-11,2024-06-20,36.74707425566207,40.49452471954182,300,11024.122276698621,12148.357415862547,5.0,11.074178707931274,1108.1609604559942,0.10052146852527048,7,take_profit,2024-06-20 10:30:00,34.909720542878965,40.42178168122828,-0.9073654227614389,0.2349078674892703,0.34015546970120863,-1.489381993595445,2.3064280481118127,1.0168749050658703,-0.8564754366741358,1.047590973036399,-1.061322297931191,3.09694299714
sh.601998,2024-06-12,2024-06-13,2024-06-27,5.795618466134844,5.926236745554,2600,15068.608011950593,15408.2155384404,5.0,12.704107769220201,321.9034187205864,0.021362518586008093,10,max_hold,2024-06-27 11:10:00,5.505837542828101,6.375180312748329,-1.0053601522456794,-0.5378793087453477,-1.0356792564890054,0.3147544239774274,0.6697465940340963,2.598473494040157,-0.8808424119006764,2.715217504837828,0.07756151670204545,3.0944030613919633
sh.600663,2024-06-17,2024-06-18,2024-06-24,9.552143666724,9.05457613293894,1800,17193.858600103198,16298.237039290094,5.0,13.149118519645047,-913.7706793327511,-0.053145178204921,4,stop_loss,2024-06-24 09:35:00,9.0745364833878,10.5073580333964,-0.9528266440962676,-0.22399627551154858,-0.09106009385242393,0.8959810291655504,2.092170045868337,-0.24571811625049203,0.34573157509205177,-0.22212712913613208,-1.0394216154435436,2.9659163727524542
sz.003022,2024-06-19,2024-06-20,2024-06-24,14.820616330559998,14.104923136123048,800,11856.493064448,11283.938508898438,5.0,10.641969254449219,-588.1965248040093,-0.049609654524884944,2,stop_loss,2024-06-24 10:10:00,14.079585514031997,16.302677963616,-0.9803520007630748,-0.9707443540076411,-0.7002016231754236,0.0318190545481331,2.126074835110222,0.9105312055146543,-1.5281585817887235,0.940139368725662,-1.6351176800429312,2.260068369907528
sh.600007,2024-06-21,2024-06-24,2024-07-08,21.21843992587729,20.903052943122,600,12731.063955526375,12541.8317658732,5.0,11.270915882936599,-205.50310553611206,-0.01614186420349337,10,max_hold,2024-07-08 14:05:00,20.157517929583427,23.340283918465023,-0.8506002040091211,-0.12339025269018172,-0.1116530502028098,-0.7362145374337106,0.06134381170237543,0.32218892676182553,0.9774848772308223,0.3416777646519652,0.10793809236901945,1.6379814436472284
sh.600378,2024-06-21,2024-06-24,2024-06-25,28.086689793845828,30.827401342072815,400,11234.67591753833,12330.960536829125,5.0,11.165480268414562,1080.11913902238,0.09614154844788372,1,take_profit,2024-06-25 09:35:00,26.682355304153536,30.895358773230413,-0.906197795591309,-0.43289284202773215,-0.023962423371131948,-0.5461605268071729,-0.25573048331152387,1.6010719110933016,-0.15848231302558788,1.6222754340664216,0.5934922233272807,1.809911844791278
sh.603288,2024-06-21,2024-06-24,2024-07-08,33.801765312062166,32.53303489867856,400,13520.706124824866,13013.213959471423,5.0,11.506606979735711,-523.9987723331789,-0.03875528152860636,10,max_hold,2024-07-08 09:35:00,32.11167704645906,37.18194184326838,-0.906197795591309,0.13852819150957252,0.054737895441701774,0.10397965867174157,-0.040905899255765425,1.509336578349044,-1.3457767018196218,1.5304938844355174,-0.9764447346791545,2.693309209566638
sh.600029,2024-06-24,2024-06-25,2024-07-09,5.763812532,5.8870223600000005,2500,14409.53133,14717.555900000001,5.0,12.35877795,290.6657920500006,0.0201717727935278,10,max_hold,2024-07-09 13:45:00,5.4756219054,6.3401937852,-0.6512628425210811,0.25274596993025994,-0.04226509466581782,1.4671047571793874,0.12217797636843226,2.1923016221606058,-0.4203191676085753,2.207714791866499,1.4179784788761862,3.209011518737928
sh.600115,2024-06-24,2024-06-25,2024-07-09,3.920784,3.846910464,3700,14506.9008,14233.5687168,5.0,12.1167843584,-290.4488675583993,-0.020021427840630112,10,max_hold,2024-07-09 09:35:00,3.7247448,4.3128624,-0.6512628425210811,0.3491538036372834,0.10060317771355633,1.43914600572243,0.6370986856045439,0.8251039335725485,0.9031867802278142,0.8430370270914892,-0.4589173297440192,3.8295636819475085
sz.300979,2024-06-24,2024-06-25,2024-07-01,61.75921940988717,58.77684323608034,200,12351.843881977435,11755.368647216068,5.0,10.877684323608033,-612.3529190849749,-0.04957583053477619,4,stop_loss,2024-07-01 09:35:00,58.67125843939281,67.9351413508759,-0.6512628425210811,0.44419068588431315,0.5308893931376613,0.06575009930244208,-0.8629760842654277,2.2129702743067177,0.6025075957317753,2.2278611682258957,1.5687724420436364,2.9459313175130535
sh.603568,2024-06-26,2024-06-27,2024-07-04,20.063560949808,19.089827900674,900,18057.2048548272,17180.8451106066,5.0,13.590422555303299,-894.9501667759043,-0.049561943499611426,5,stop_loss,2024-07-04 13:25:00,19.0603829023176,22.069917044788802,-1.118296443142243,0.03771102193976757,-0.3402662528804283,-0.30776147346692073,1.2643964641051748,0.08028301141837985,-1.0186666670710016,0.09621597811191214,-1.8251522164052063,2.2816850898631467
sz.300979,2024-06-28,2024-07-01,2024-07-15,55.90648366164014,57.436982435574,200,11181.296732328028,11487.3964871148,5.0,10.7436982435574,290.35605654321546,0.025968012789043943,10,max_hold,2024-07-15 09:55:00,53.11115947855813,61.497132027804156,-0.8426522985370735,-0.4068537040364016,0.22684385476815805,1.6050175073749702,1.5832146158747504,4.245128517933983,-0.6763064510543586,4.276873625772458,-0.986369073991968,6.571039800933862
sh.601021,2024-07-03,2024-07-04,2024-07-18,53.118072140129996,53.14505516274,300,15935.421642038998,15943.516548822001,5.0,12.971758274411002,-9.87685149140978,-0.0006198048418971975,10,max_hold,2024-07-18 09:35:00,50.462168533123496,58.429879354143,-0.8673116098561097,0.3546100891106201,0.6941148540475023,-0.16224163344574244,-0.16292021693553307,0.5316847445271186,0.6543397115420224,0.5915150276554579,-0.5599644011015336,2.880601594495877
sh.601633,2024-07-05,2024-07-08,2024-07-11,23.323403626675738,25.599311614864355,500,11661.70181333787,12799.655807432178,5.0,11.39982790371609,1121.5541661905925,0.09617414200281969,3,take_profit,2024-07-11 09:35:00,22.15723344534195,25.655743989343314,-0.8855055099567184,-0.02309031592211988,-0.48656972941235266,0.381387392373273,0.15125316774311218,1.2979954646949516,-0.0138294068876989,1.3102741465924828,-1.328808090165744,3.210415917361244
sh.603899,2024-07-05,2024-07-08,2024-07-22,28.75580297264241,29.709724106552,400,11502.321189056964,11883.8896426208,5.0,10.9419448213104,365.626508742525,0.03178719344842688,10,max_hold,2024-07-22 09:50:00,27.31801282401029,31.631383269906653,-0.8855055099567184,-0.7915442538071825,-0.3341240077110185,0.6669347298305414,1.6479384744923202,3.4149168561513084,-0.07826302699129839,3.4233945259791994,-0.2143597615381449,5.0503173742564105
sh.601808,2024-07-08,2024-07-09,2024-07-22,15.854399587508327,15.030671704311999,1000,15854.399587508327,15030.671704311999,5.0,12.515335852156,-841.2432190484844,-0.05306055359619209,9,stop_loss,2024-07-22 09:35:00,15.061679608132911,17.43983954625916,-0.6555908797705631,0.11527306113252117,0.1670046671186524,0.6861475418552602,-0.8808701938620258,0.14893834744387457,0.7997974096498428,0.16508929386145593,-1.0911305570462306,2.1651345973851384
sz.000708,2024-07-08,2024-07-09,2024-07-23,12.400240372164,11.801428052500858,1300,16120.312483813199,15341.856468251115,5.0,12.670928234125558,-796.1269437962088,-0.049386570179428595,10,stop_loss,2024-07-23 09:45:00,11.780228353555799,13.6402644093804,-0.6555908797705631,-0.17985019717931994,-0.41727874765704676,0.228878252871743,0.29726520868799877,2.5938700801237418,-0.7480011226769592,2.5937711455065457,-0.1937207367619608,3.070722261585378
sh.601898,2024-07-10,2024-07-11,2024-07-25,11.013581315807999,10.623345218257537,1200,13216.2975789696,12748.014261909044,5.0,11.37400713095452,-484.65732419150856,-0.036671187319713625,10,max_hold,2024-07-25 09:35:00,10.462902250017597,12.1149394473888,-0.9577766594230296,0.5197367443264942,0.9580439747611195,-0.05901386650272811,1.458434217163749,1.2008485203187735,-1.1616020695111855,1.2235097981785803,0.08600783421271586,3.1691259283923703
sz.002352,2024-07-12,2024-07-15,2024-07-29,33.38068868670678,32.555271203288,300,10014.206606012034,9766.5813609864,5.0,9.8832906804932,-262.5085357061279,-0.02621361292351453,10,max_hold,2024-07-29 13:05:00,31.711654252371442,36.718757555377465,-0.5037308103624724,0.05516623897776116,-0.3604806924716496,0.36227863325363807,1.492790792994214,-0.15405432164541819,0.7078133914547108,-0.13716276352866655,-2.4120085841218515,2.810810273417518
sh.601066,2024-07-17,2024-07-18,2024-08-01,18.471405816094727,19.330625442611787,900,16624.265234485254,17397.562898350607,5.0,13.698781449175303,754.5988824161788,0.04539141259914447,10,max_hold,2024-08-01 09:35:00,17.54783552528999,20.3185463977042,-0.4980126039111786,-0.6739970022021743,-0.5560670930550111,0.6596269581311835,0.39995080850727893,-0.16119341455625236,1.5190055536220355,-0.15291823009612154,-1.3472158252749011,1.7677584113035527
sh.600663,2024-07-19,2024-07-22,2024-08-05,8.45711798538,8.425489533526296,1600,13531.388776608,13480.783253642074,5.0,11.740391626821037,-67.34591459274779,-0.004977014237383019,10,max_hold,2024-08-05 09:35:00,8.034262086111,9.302829783918002,-1.310793223319968,-0.4541323916154417,-0.7016966270756766,1.3900713205838837,0.387246309492907,0.45361526534855784,-0.30508986553318684,0.47247554213331383,0.31753887433926764,2.0847455795945757
sz.300979,2024-07-19,2024-07-22,2024-08-05,53.80338888152108,52.626374335736784,200,10760.677776304216,10525.274867147356,5.0,10.262637433573678,-250.66554659043283,-0.023294587181338432,10,max_hold,2024-08-05 13:40:00,51.113219437445025,59.18372776967319,-1.5512064521927125,-0.6329277919194332,0.007014548139504729,-0.3260257099566351,3.118298771574308,2.4407069697835166,0.09414712062139871,2.488569455015358,0.9389350599545804,4.69346921999669
sh.601225,2024-07-22,2024-07-23,2024-07-30,22.71346610882479,21.61662419931252,800,18170.772887059833,17293.299359450015,5.0,13.646649679725007,-896.120177289542,-0.0493165691332622,5,stop_loss,2024-07-30 09:50:00,21.57779280338355,24.98481271970727,-1.4700994172625457,-0.7044367738318499,-1.2910616000682438,0.9702631721132363,0.8599877469235027,2.8264268271277717,0.03337511997078184,2.936773041956478,1.061047844896661,4.039017156668927
sz.002493,2024-07-24,2024-07-25,2024-08-08,8.608084105476582,9.1345052000067,1600,13772.934568762532,14615.208320010719,5.0,12.30760416000536,824.9661470881834,0.0598976306007562,10,max_hold,2024-08-08 10:30:00,8.177679900202753,9.46889251602424,-0.9022245361891704,-0.2915187401830423,0.6468221458383919,-0.667701177654707,0.8247713046215361,3.2573793829535065,-1.9313622482583428,3.3337402834970513,1.163660743283925,3.1119637087205585
sh.600007,2024-07-26,2024-07-29,2024-08-12,20.43048180116437,20.462805560671907,400,8172.192720465748,8185.122224268763,5.0,9.092561112134382,-1.1630573091193295,-0.00014231887926560087,10,max_hold,2024-08-12 10:00:00,19.40895771110615,22.47352998128081,-0.6726932747903732,-0.3240662074075663,-0.31420189979998114,0.8556969764655535,2.3568080632664405,0.18617278878520704,-0.9359315582538512,0.19436729773198294,-1.100013046364392,2.1323498656795077
sh.600233,2024-07-29,2024-07-30,2024-08-13,13.42199706264,14.126349584916,1400,18790.795887696,19776.889418882398,5.0,14.888444709441199,966.2050864769593,0.05141906134532428,10,max_hold,2024-08-13 09:35:00,12.750897209507999,14.764196768904,-1.1669848543825374,-0.26322496144973384,-0.36693411287810607,0.6113860491559222,1.0853545225163903,1.0820707920984383,-0.41135306087845874,1.0886646874917394,-0.6763075935490631,3.1335627167684854
sh.600025,2024-07-31,2024-08-01,2024-08-15,11.208443292410399,11.68977737684,1500,16812.6649386156,17534.66606526,5.0,13.76733303263,703.2337936117723,0.04182762198493183,10,max_hold,2024-08-15 09:45:00,10.648021127789878,12.32928762165144,-1.6137990855733007,0.26940789999724024,0.5034665359303411,-0.28393685919495903,1.1226441567315486,0.15300545117399428,-1.1349062018167049,0.15808596441238934,-1.2041583155606088,3.1646572121896788
sh.601808,2024-08-02,2024-08-05,2024-08-19,14.128750652813544,14.372035337936,800,11303.000522250835,11497.6282703488,5.0,10.748814135174399,178.87893396279017,0.015825791886909784,10,max_hold,2024-08-19 09:35:00,13.422313120172866,15.541625718094899,-1.5089294185869047,-0.9074207298021076,-0.3901173875345197,0.6594248703898241,0.729291416877891,2.433339197187521,-0.5243205046579464,2.4431687091168395,1.2647185555033844,3.4646647252765916
sz.002608,2024-08-02,2024-08-05,2024-08-19,6.96788359806,6.91576911949,1700,11845.402116702,11756.807503133,5.0,10.8784037515665,-104.47301732056661,-0.008819710491149218,10,max_hold,2024-08-19 09:55:00,6.619489418157,7.664671957866001,-1.5089294185869047,-0.7412808761546724,-0.10740913381257255,0.20449369050486654,0.5424890297830423,0.4207204146276502,-0.5504617036033684,0.42802734707881473,-0.9206802543184386,2.607569603692652
sh.601628,2024-08-07,2024-08-08,2024-08-22,28.934076647197795,30.76145922745,500,14467.038323598897,15380.729613725,5.0,12.690364806862501,896.0009253192403,0.061933956714388824,10,max_hold,2024-08-22 09:35:00,27.487372814837904,31.827484311917576,-1.2688550499302,0.11894192136835428,0.337921219300147,-1.1119039530160022,-0.7814026263873282,2.062961450937941,-1.3243698927198386,2.066456956344048,1.7212477647414992,1.692063770290663
sh.600115,2024-08-09,2024-08-12,2024-08-22,3.879105666,3.689262,2500,9697.764165,9223.154999999999,5.0,9.6115775,-489.2207425000006,-0.05044675599202408,8,stop_loss,2024-08-22 09:35:00,3.6851503827,4.2670162326000005,-1.2045704999737086,0.5173392644588792,0.5770157415587067,0.00024898291075518294,-0.31003248595305455,1.7818104962644126,-1.9394103393995525,1.8010699798021554,0.7888387807966236,2.7400053532077964
sh.600029,2024-08-12,2024-08-13,2024-08-27,5.6541205979999996,5.6701857360000005,3500,19789.422092999997,19845.650076,5.0,14.922825038000001,36.30515796200342,0.0018345739350743146,10,max_hold,2024-08-27 09:35:00,5.3714145681,6.2195326578,-1.1063812808663747,0.1598239697751102,0.29643730218125264,-0.7795487716326556,1.5556420669533775,2.359776727191928,-1.2451238104657287,2.3786597961048828,-0.05803979834250346,3.88334790514342
sz.000895,2024-08-14,2024-08-15,2024-08-29,20.699666515071918,21.145007162598002,800,16559.733212057534,16916.005730078403,5.0,13.458002865039202,337.81451515582813,0.020399755891588697,10,max_hold,2024-08-29 09:35:00,19.66468318931832,22.769633166579112,-0.9917921500632433,0.5227726982383243,1.3348715467337753,-0.3917774001907074,5.411060050722011,5.41676455988705,-1.0590100191686136,5.416038985462744,3.138509033011505,7.728542685507359
sh.600039,2024-08-16,2024-08-19,2024-08-22,5.753522112287592,5.475682343146821,2100,12082.396435803943,11498.932920608324,5.0,10.749466460304163,-599.2129816559228,-0.04959388518987976,3,stop_loss,2024-08-22 14:15:00,5.465846006673212,6.328874323516351,-1.1128232954710464,-0.5551031140010733,0.17034384462216204,-0.44877237405954895,-0.002431111261848101,0.7527906636931923,-0.6512295430290789,0.794897885367388,-0.9044614154009536,1.9497929400692007
sz.002595,2024-08-16,2024-08-19,2024-08-30,35.07987106921958,38.508294240512,300,10523.961320765873,11552.4882721536,5.0,10.7762441360768,1012.7507072516499,0.09623284202434255,9,take_profit,2024-08-30 10:40:00,33.3258775157586,38.58785817614154,-0.7568698298843832,-0.22947378196872947,0.8938519611645495,0.8312609348961935,0.8483613008208833,-0.16138207690664227,0.19628998414373575,-0.14708609634595532,0.11565024697549955,1.913872109537969
