date,code,signal_date,entry_date,entry_price,shares,hold_days,open,high,low,close,market_value,pnl,ret,weight,stop_price,take_profit_price
2024-04-16,sh.600848,2024-04-15,2024-04-16,9.33129099222144,1400,0,9.3574976,9.4533736,9.156158,9.1753332,12845.466480000001,-223.34090911001525,-0.017096157533383033,0.1613899121148055,8.864726442610367,10.264420091443585
2024-04-16,sh.601066,2024-04-15,2024-04-16,20.858785115278486,600,0,20.79223748,21.4670561,20.79223748,21.00739704,12604.438224000001,84.16715483290858,0.006725156360397017,0.15836164302752945,19.81584585951456,22.94466362680634
2024-04-16,sh.688065,2024-04-15,2024-04-16,39.17012446120056,300,0,39.2801324,39.63543008,37.9477661,38.2931944,11487.95832,-268.0790183601682,-0.02281322156002572,0.14433423546976928,37.21161823814053,43.08713690732062
2024-04-17,sh.600663,2024-04-16,2024-04-17,8.0134730951442,1700,0,7.987907,8.21195805,7.987907,8.1242859,13811.286030000001,183.38176825486136,0.013461282904982852,0.17114253252906486,7.612799440386989,8.81482040465862
2024-04-17,sh.600848,2024-04-15,2024-04-16,9.33129099222144,1400,1,9.2616216,9.4150232,9.2328588,9.395848,13154.1872,85.37981088998492,0.006535599335393674,0.1630000932483337,8.864726442610367,10.264420091443585
2024-04-17,sh.601066,2024-04-15,2024-04-16,20.858785115278486,600,1,20.82157742,21.25189654,20.42059824,21.23233658,12739.401947999999,219.13087883290714,0.017509079717238044,0.1578602823481183,19.81584585951456,22.94466362680634
2024-04-17,sh.603260,2024-04-16,2024-04-17,47.63870579539188,200,0,47.4867198,48.19999769,47.39878143,48.02412095,9604.82419,72.08303092162367,0.007565595004953802,0.11901816621583818,45.256770505622285,52.40257637493107
2024-04-17,sh.688065,2024-04-15,2024-04-16,39.17012446120056,300,1,38.3918882,39.69464636,38.37214944,39.65516884,11896.550652,140.5133136398331,0.011957524224787245,0.14741609163122787,37.21161823814053,43.08713690732062
2024-04-18,sh.600663,2024-04-16,2024-04-17,8.0134730951442,1700,1,8.0658378,8.2216994,8.0073897,8.1242859,13811.286030000001,183.38176825486136,0.013461282904982852,0.17146799944081725,7.612799440386989,8.81482040465862
2024-04-18,sh.600848,2024-04-15,2024-04-16,9.33129099222144,1400,2,9.395848,9.635538,9.2903844,9.5108992,13315.258880000001,246.4514908899848,0.018865211614755416,0.165309790647365,8.864726442610367,10.264420091443585
