trade_date,entry_ts,exit_ts,hold_n,active_stocks,pool_size,avg_pred_score,strategy_ret,benchmark_pool_ret,benchmark_hs300_ret,benchmark_zz500_ret,benchmark_zz1000_ret,weighting_mode,portfolio_turnover,portfolio_concentration,portfolio_weight_entropy,timing_exposure,timing_enabled,portfolio_mode,execution_model,avg_fill_ratio,cash_drag_weight,extra_cost_bps,strategy_net,strategy_cum_return,strategy_cum_ret,benchmark_pool_net,benchmark_pool_cum_return,benchmark_pool_cum_ret,excess_vs_pool_ret,excess_vs_pool_net,excess_vs_pool_cum_return,excess_vs_pool_cum_ret,benchmark_hs300_net,benchmark_hs300_cum_return,benchmark_hs300_cum_ret,excess_vs_hs300_ret,excess_vs_hs300_net,excess_vs_hs300_cum_return,excess_vs_hs300_cum_ret,benchmark_zz500_net,benchmark_zz500_cum_return,benchmark_zz500_cum_ret,excess_vs_zz500_ret,excess_vs_zz500_net,excess_vs_zz500_cum_return,excess_vs_zz500_cum_ret,benchmark_zz1000_net,benchmark_zz1000_cum_return,benchmark_zz1000_cum_ret,excess_vs_zz1000_ret,excess_vs_zz1000_net,excess_vs_zz1000_cum_return,excess_vs_zz1000_cum_ret,benchmark_ret,benchmark_net,benchmark_cum_return,benchmark_cum_ret,excess_ret,excess_net,excess_cum_return,excess_cum_ret
2024-07-01,2024-07-02,2024-07-09,5,6,20,0.5855581386021164,0.002027977265705628,-0.012972026556377091,-0.009209957065326235,-0.014663771545963433,-0.022135089131919417,equal_weight,0.999999999999,0.16666666666633337,1.791759469221263,1.0,0.0,0.0,0.0,1.0,9.999778782798785e-13,0.0,1.0020279772657057,0.002027977265705694,0.002027977265705694,0.9870279734436229,-0.012972026556377081,-0.012972026556377081,0.01500000382208272,1.0150000038220828,0.015000003822082775,0.015000003822082775,0.9907900429346738,-0.009209957065326235,-0.009209957065326235,0.011237934331031863,1.0112379343310318,0.011237934331031818,0.011237934331031818,0.9853362284540366,-0.014663771545963433,-0.014663771545963433,0.01669174881166906,1.0166917488116691,0.016691748811669127,0.016691748811669127,0.9778649108680806,-0.022135089131919417,-0.022135089131919417,0.024163066397625044,1.024163066397625,0.02416306639762511,0.02416306639762511,-0.012972026556377091,0.9870279734436229,-0.012972026556377081,-0.012972026556377081,0.01500000382208272,1.0150000038220828,0.015000003822082775,0.015000003822082775
2024-07-08,2024-07-09,2024-07-16,5,10,20,0.7004092037290929,1.7009939153119977e-05,0.007846684019542426,0.016998608353772537,0.0044011573747988475,0.008266516408060198,equal_weight,1.3999999999986,0.0999999999998,2.302585092982743,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,1.0020450217006287,0.002045021700628702,0.002045021700628702,0.9947728700696843,-0.00522712993031571,-0.00522712993031571,-0.007829674080389306,1.007052884600562,0.0070528846005619705,0.0070528846005619705,1.0076320948353377,0.007632094835337666,0.007632094835337666,-0.016981598414619416,0.9940654978285929,-0.005934502171407119,-0.005934502171407119,0.9896728482625535,-0.010327151737446472,-0.010327151737446472,-0.0043841474356457275,1.0122344222882742,0.012234422288274205,0.012234422288274205,0.985948447198638,-0.014051552801362055,-0.014051552801362055,-0.008249506468907078,1.0157142265561623,0.01571422655616228,0.01571422655616228,0.007846684019542426,0.9947728700696843,-0.00522712993031571,-0.00522712993031571,-0.007829674080389306,1.007052884600562,0.0070528846005619705,0.0070528846005619705
2024-07-15,2024-07-16,2024-07-23,5,5,20,0.5822996198800255,0.025924025812117717,-0.0016543591994178709,-0.016695333110557598,-0.03584136169573415,-0.02931016445449175,equal_weight,1.1999999999987998,0.1999999999996,1.609437912428491,1.0,0.0,0.0,0.0,1.0,9.999778782798785e-13,0.0,1.0280220627080998,0.028022062708099815,0.028022062708099815,0.9931271584207532,-0.006872841579246836,-0.006872841579246836,0.02757838501153559,1.0348257767790539,0.03482577677905385,0.03482577677905385,0.9908093413591728,-0.009190658640827243,-0.009190658640827243,0.042619358922675314,1.0364319320731976,0.036431932073197615,0.036431932073197615,0.9542016257475279,-0.04579837425247213,-0.04579837425247213,0.06176538750785187,1.074755473629696,0.07475547362969603,0.07475547362969603,0.957050136067595,-0.042949863932404964,-0.042949863932404964,0.055234190266609466,1.0718163794022673,0.07181637940226726,0.07181637940226726,-0.0016543591994178709,0.9931271584207532,-0.006872841579246836,-0.006872841579246836,0.02757838501153559,1.0348257767790539,0.03482577677905385,0.03482577677905385
2024-07-22,2024-07-23,2024-07-30,5,9,19,0.6649211666697566,-0.031074779373298396,-0.02197538359069017,-0.020493750069043415,-0.004979462390840794,0.0016055538788137813,equal_weight,1.333333333332,0.11111111111088887,2.1972245773260215,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,0.9960765039185625,-0.003923496081437494,-0.003923496081437494,0.9713028081601249,-0.02869719183987507,-0.02869719183987507,-0.009099395782608224,1.0254094874700963,0.025409487470096304,0.025409487470096304,0.9705039423512843,-0.029496057648715657,-0.029496057648715657,-0.010581029304254981,1.0254654154280656,0.025465415428065574,0.025465415428065574,0.9494502146388389,-0.05054978536116106,-0.05054978536116106,-0.0260953169824576,1.0467093888666978,0.04670938886669784,0.04670938886669784,0.9585867316257776,-0.041413268374222434,-0.041413268374222434,-0.03268033325211218,1.036789062938329,0.036789062938328954,0.036789062938328954,-0.02197538359069017,0.9713028081601249,-0.02869719183987507,-0.02869719183987507,-0.009099395782608224,1.0254094874700963,0.025409487470096304,0.025409487470096304
2024-07-29,2024-07-30,2024-08-06,5,7,19,0.6040171086356763,-0.005277247842487768,-0.014184668278457949,-0.007836155116873411,0.010957844198326239,0.010091672690069942,equal_weight,1.11111111111,0.1428571428568572,1.9459101490473674,1.0,0.0,0.0,0.0,1.0,9.99866855977416e-13,0.0,0.9908199613373055,-0.009180038662694456,-0.009180038662694456,0.9575252000284389,-0.04247479997156112,-0.04247479997156112,0.008907420435970181,1.0345432408940252,0.03454324089402516,0.03454324089402516,0.9628989229174825,-0.03710107708251753,-0.03710107708251753,0.0025589072743856436,1.0280894863392354,0.02808948633923536,0.02808948633923536,0.9598541421649187,-0.04014585783508129,-0.04014585783508129,-0.016235092040814005,1.029715965598463,0.0297159655984629,0.0297159655984629,0.9682604751663888,-0.0317395248336112,-0.0317395248336112,-0.01536892053255771,1.0208547342210048,0.02085473422100481,0.02085473422100481,-0.014184668278457949,0.9575252000284389,-0.04247479997156112,-0.04247479997156112,0.008907420435970181,1.0345432408940252,0.03454324089402516,0.03454324089402516
2024-08-05,2024-08-06,2024-08-13,5,10,20,0.7004092037290929,-0.0011568558411320182,-0.01011867114436309,-0.0025692653169525626,-0.003986927609300195,-0.01102349142000969,equal_weight,1.3999999999986,0.0999999999998,2.302585092982743,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,0.9896737254775223,-0.010326274522477696,-0.010326274522477696,0.9478363174169107,-0.052163682583089344,-0.052163682583089344,0.008961815303231072,1.0438146263421235,0.04381462634212352,0.04381462634212352,0.9604249801110996,-0.03957501988890044,-0.03957501988890044,0.0014124094758205443,1.0295415696717323,0.02954156967173227,0.02954156967173227,0.9560272731846202,-0.04397272681537978,-0.04397272681537978,0.0028300717681681766,1.0326301356819352,0.03263013568193518,0.03263013568193518,0.9575868641260576,-0.042413135873942354,-0.042413135873942354,0.009866635578877672,1.0309271358625356,0.030927135862535593,0.030927135862535593,-0.01011867114436309,0.9478363174169107,-0.052163682583089344,-0.052163682583089344,0.008961815303231072,1.0438146263421235,0.04381462634212352,0.04381462634212352
2024-08-12,2024-08-13,2024-08-20,5,10,20,0.6106722071031874,0.03044568692283025,0.016684519235180433,-0.0005059396171416264,-0.02743650190676572,-0.02517931550375041,equal_weight,0.9999999999989999,0.0999999999998,2.302585092982743,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,1.0198050218791619,0.019805021879161888,0.019805021879161888,0.9636505106866556,-0.03634948931334436,-0.03634948931334436,0.013761167687649817,1.058178734450039,0.05817873445003907,0.05817873445003907,0.9599390630643689,-0.040060936935631064,-0.040060936935631064,0.030951626539971876,1.061407555843588,0.061407555843588035,0.061407555843588035,0.9297972290809704,-0.0702027709190296,-0.0702027709190296,0.05788218882959597,1.0924010281866083,0.09240102818660834,0.09240102818660834,0.9334754823519806,-0.06652451764801937,-0.06652451764801937,0.05562500242658066,1.088272460296517,0.08827246029651703,0.08827246029651703,0.016684519235180433,0.9636505106866556,-0.03634948931334436,-0.03634948931334436,0.013761167687649817,1.058178734450039,0.05817873445003907,0.05817873445003907
2024-08-19,2024-08-20,2024-08-27,5,7,20,0.5779978981038554,-0.022218510777340234,-0.008719505558458795,-0.00821225293703065,-0.023190736221781583,-0.02612274703754125,equal_weight,1.1999999999988002,0.1428571428568572,1.9459101490473674,1.0,0.0,0.0,0.0,1.0,9.99866855977416e-13,0.0,0.997146473009754,-0.0028535269902459914,-0.0028535269902459914,0.9552479547023117,-0.04475204529768828,-0.04475204529768828,-0.013499005218881439,1.0438943741911886,0.04389437419118858,0.04389437419118858,0.9520558006743481,-0.04794419932565186,-0.04794419932565186,-0.014006257840309583,1.0465412079427898,0.04654120794278982,0.04654120794278982,0.9082345468016102,-0.0917654531983898,-0.0917654531983898,0.0009722254444413485,1.093463088261745,0.0934630882617451,0.0934630882617451,0.909090538460753,-0.09090946153924695,-0.09090946153924695,0.0039042362602010154,1.092521333096985,0.09252133309698496,0.09252133309698496,-0.008719505558458795,0.9552479547023117,-0.04475204529768828,-0.04475204529768828,-0.013499005218881439,1.0438943741911886,0.04389437419118858,0.04389437419118858
2024-08-26,2024-08-27,2024-09-03,5,10,20,0.6111985015162772,-0.022958224278184614,-0.02024414696485342,-0.009652882280580699,0.022511582132927366,0.025274683385354768,equal_weight,1.1999999999988,0.0999999999998,2.302585092982743,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,0.9742537606441953,-0.025746239355804668,-0.025746239355804668,0.9359097747194425,-0.06409022528055752,-0.06409022528055752,-0.002714077313331193,1.0410611641526821,0.04106116415268213,0.04106116415268213,0.9428657181058947,-0.0571342818941053,-0.0571342818941053,-0.013305341997603914,1.0326166192565256,0.03261661925652559,0.03261661925652559,0.9286803433978967,-0.07131965660210327,-0.07131965660210327,-0.04546980641111198,1.043743533320787,0.043743533320786954,0.043743533320786954,0.9320675139889703,-0.06793248601102975,-0.06793248601102975,-0.04823290766353938,1.0398258525172712,0.03982585251727122,0.03982585251727122,-0.02024414696485342,0.9359097747194425,-0.06409022528055752,-0.06409022528055752,-0.002714077313331193,1.0410611641526821,0.04106116415268213,0.04106116415268213
2024-09-02,2024-09-03,2024-09-10,5,10,20,0.7004092037290929,-0.04537692524374623,-0.03581506541772528,-0.02372833616624548,-0.019313683812968385,-0.01855066390779292,equal_weight,1.1999999999987998,0.0999999999998,2.302585092982743,1.0,0.0,0.0,0.0,1.0,1.000088900582341e-12,0.0,0.930045120579005,-0.06995487942099499,-0.06995487942099499,0.9023901049127772,-0.09760989508722284,-0.09760989508722284,-0.009561859826020952,1.03110668323074,0.031106683230740062,0.031106683230740062,0.9204930833870496,-0.0795069166129504,-0.0795069166129504,-0.02164858907750075,1.010261926391643,0.010261926391643028,0.010261926391643028,0.9107441048821908,-0.08925589511780918,-0.08925589511780918,-0.026063241430777845,1.0165401936200342,0.016540193620034227,0.016540193620034227,0.9147770427975888,-0.08522295720241124,-0.08522295720241124,-0.02682626133595331,1.0119312124537625,0.011931212453762496,0.011931212453762496,-0.03581506541772528,0.9023901049127772,-0.09760989508722284,-0.09760989508722284,-0.009561859826020952,1.03110668323074,0.031106683230740062,0.031106683230740062
