代码
601989
003021
002472
302132
600546
002837
600562
603766
603179
600348
301200
002389
002683
601608
603119
603728
002064
301061
002747
603444
002049
002600
002402
600733
600764
600835
002624
601059
600416
601106
601100
000034
000933
600760
600021
601231
600895
002517
002065
600673
603337
002050
000559
002410
002920
600362
000830
000878
601898
600188
002595
000408
002484
301536
002625
601666
000898
601688
301165
600320
301269
000887
002653
000157
600378
000066
600026
600329
000938
601633
002555
002155
600460
600141
601808
601799
600118
002755
601777
600497
000786
601288
002493
600699
002179
000807
603000
603300
000960
002409
002078
002714
603737
601958
601919
002128
603786
002673
603087
002335
002008
600012
600703
000301
603290
002948
600536
603893
000158
832982
600219
000062
002236
601127
600160
600398
002273
000800
600038
603529
600126
002153
600732
600578
002456
002444
002085
600369
601600
000029
601628
600956
002601
301498
002558
002281
000876
002180
600584
603659
601198
601118
002841
601108
603156
002583
600299
601336
000021
601857
601168
600602
002271
601211
601598
600583
600498
601766
000400
002195
002926
000725
600741
600871
600909
601901
600582
601319
603338
600323
601360
600809
601058
000100
000333
601375
600999
000951
000568
000088
000723
000598
689009
600295
002608
600517
000651
600011
600089
000063
000997
000629
600256
600487
600958
600688
601995
601990
601298
600663
002074
000932
600489
601618
603920
002532
600745
601966
002056
603259
002340
600098
601567
600350
601179
000027
600737
001872
601212
000791
600000
601699
600019
600499
601788
601128
301308
600968
601117
601099
600863
601000
603986
002466
600486
600779
601236
000750
002939
000729
605589
600331
600483
603236
603565
603939
601577
600885
603296
002945
600995
601216
002185
601878
002312
600879
002459
601456
001965
600887
601098
002430
600346
603049
600132
002851
002984
002797
000166
601066
001979
002463
600795
601238
000783
601228
000683
000703
601377
600600
600927
601077
600925
601021
601018
600157
600018
600028
600027
600875
600015
600025
601390
600236
600352
601611
600221
601933
600166
600008
601818
601717
835185
