date,code,fund_mo_cf916e1ce7
2020-08-25,sh.600011,0.4387946815842583
2020-08-25,sh.600015,0.47919798984276746
2020-08-26,sh.600000,-0.07422829697705607
2020-08-26,sh.600009,-1.8752175717521977
2020-08-26,sh.600010,1.0247510675691103
2020-08-26,sh.600011,0.44813067824631586
2020-08-26,sh.600015,0.4765641229138275
2020-08-27,sh.600000,-0.06457560601905554
2020-08-27,sh.600009,-1.8810107535239695
2020-08-27,sh.600010,1.0098196249383746
2020-08-27,sh.600011,0.4622632905250926
2020-08-27,sh.600015,0.473503444079558
2020-08-28,sh.600000,-0.06780619674253165
2020-08-28,sh.600009,-1.8788988022261641
2020-08-28,sh.600010,1.0156827972218638
2020-08-28,sh.600011,0.45748314877740354
2020-08-28,sh.600015,0.47353905296942844
2020-08-31,sh.600000,-0.0719609897179174
2020-08-31,sh.600009,-1.8763502198177522
2020-08-31,sh.600010,1.0223143148399123
2020-08-31,sh.600011,0.4513841086346074
2020-08-31,sh.600015,0.4746127860611499
2020-09-01,sh.600000,-0.08232328966803729
2020-09-01,sh.600009,-1.8694715578569636
2020-09-01,sh.600010,1.04019836387576
2020-09-01,sh.600011,0.43602123965179757
2020-09-01,sh.600015,0.4755752439974433
2020-09-02,sh.600000,-0.09823799222915254
2020-09-02,sh.600009,-1.85848592119346
2020-09-02,sh.600010,1.0669712176235757
2020-09-02,sh.600011,0.4123043620153824
2020-09-02,sh.600015,0.4774483337836544
2020-09-03,sh.600000,-0.09462666747701408
2020-09-03,sh.600009,-1.8609989938732345
2020-09-03,sh.600010,1.0610643822132155
2020-09-03,sh.600011,0.4176920071549892
2020-09-03,sh.600015,0.4768692719820439
2020-09-04,sh.600000,-0.09383881842609659
2020-09-04,sh.600009,-1.8620370379782138
2020-09-04,sh.600010,1.0577982401284862
2020-09-04,sh.600011,0.41900943830344606
2020-09-04,sh.600015,0.4790681779723781
2020-09-07,sh.600000,-0.08257304880523127
2020-09-07,sh.600009,-1.8694255773007533
2020-09-07,sh.600010,1.0401185427358446
2020-09-07,sh.600011,0.43568570416638025
2020-09-07,sh.600015,0.4761943792037594
2020-09-08,sh.600000,-0.08998075256922819
2020-09-08,sh.600009,-1.8641740871830734
2020-09-08,sh.600010,1.0534856845624636
2020-09-08,sh.600011,0.4246063274858346
2020-09-08,sh.600015,0.4760628277040035
2020-09-09,sh.600000,-0.09673659723137601
2020-09-09,sh.600009,-1.860662205113107
2020-09-09,sh.600010,1.0600236851187215
2020-09-09,sh.600011,0.41487243110023564
2020-09-09,sh.600015,0.4825026861255259
2020-09-10,sh.600000,-0.11326988906597711
2020-09-10,sh.600009,-1.8488170690673171
2020-09-10,sh.600010,1.0870727337068298
2020-09-10,sh.600011,0.3901082593188886
2020-09-10,sh.600015,0.48490596510757583
2020-09-11,sh.600000,-0.10897901879220077
2020-09-11,sh.600009,-1.8510993964949582
2020-09-11,sh.600010,1.083385797043734
2020-09-11,sh.600011,0.3963056200217551
2020-09-11,sh.600015,0.4803869982216698
2020-09-14,sh.600000,-0.11547549216542304
2020-09-14,sh.600009,-1.84604032999026
2020-09-14,sh.600010,1.0949757148714556
