factor,freq,category,description
hf_15min_to_M_last_range_norm,M,auto_panel,auto passthrough: hf_15min_to_M_last_range_norm
hf_15min_to_M_last_realized_vol_20,M,auto_panel,auto passthrough: hf_15min_to_M_last_realized_vol_20
hf_15min_to_M_last_ret_1,M,auto_panel,auto passthrough: hf_15min_to_M_last_ret_1
hf_15min_to_M_last_ret_12,M,auto_panel,auto passthrough: hf_15min_to_M_last_ret_12
hf_15min_to_M_last_ret_1d,M,auto_panel,auto passthrough: hf_15min_to_M_last_ret_1d
hf_15min_to_M_last_ret_20d,M,auto_panel,auto passthrough: hf_15min_to_M_last_ret_20d
hf_15min_to_M_last_ret_3,M,auto_panel,auto passthrough: hf_15min_to_M_last_ret_3
hf_15min_to_M_last_ret_5d,M,auto_panel,auto passthrough: hf_15min_to_M_last_ret_5d
hf_15min_to_M_last_ret_6,M,auto_panel,auto passthrough: hf_15min_to_M_last_ret_6
hf_15min_to_M_last_ret_vol_corr_20,M,auto_panel,auto passthrough: hf_15min_to_M_last_ret_vol_corr_20
hf_15min_to_M_last_rv_12,M,auto_panel,auto passthrough: hf_15min_to_M_last_rv_12
hf_15min_to_M_last_vol_chg_1,M,auto_panel,auto passthrough: hf_15min_to_M_last_vol_chg_1
hf_15min_to_M_last_volume,M,auto_panel,auto passthrough: hf_15min_to_M_last_volume
hf_15min_to_M_mean_amihud_20,M,auto_panel,auto passthrough: hf_15min_to_M_mean_amihud_20
hf_15min_to_M_mean_amount,M,auto_panel,auto passthrough: hf_15min_to_M_mean_amount
hf_15min_to_M_mean_amount_ratio_12,M,auto_panel,auto passthrough: hf_15min_to_M_mean_amount_ratio_12
hf_15min_to_M_mean_close,M,auto_panel,auto passthrough: hf_15min_to_M_mean_close
hf_15min_to_M_mean_close_to_vwap_day,M,auto_panel,auto passthrough: hf_15min_to_M_mean_close_to_vwap_day
hf_15min_to_M_mean_crowding_proxy_raw,M,auto_panel,auto passthrough: hf_15min_to_M_mean_crowding_proxy_raw
hf_15min_to_M_mean_high,M,auto_panel,auto passthrough: hf_15min_to_M_mean_high
hf_15min_to_M_mean_last30_momentum,M,auto_panel,auto passthrough: hf_15min_to_M_mean_last30_momentum
hf_15min_to_M_mean_low,M,auto_panel,auto passthrough: hf_15min_to_M_mean_low
hf_15min_to_M_mean_ma_gap_12,M,auto_panel,auto passthrough: hf_15min_to_M_mean_ma_gap_12
hf_15min_to_M_mean_ma_gap_6,M,auto_panel,auto passthrough: hf_15min_to_M_mean_ma_gap_6
hf_15min_to_M_mean_morning_momentum_30m,M,auto_panel,auto passthrough: hf_15min_to_M_mean_morning_momentum_30m
hf_15min_to_M_mean_open,M,auto_panel,auto passthrough: hf_15min_to_M_mean_open
hf_15min_to_M_mean_range_norm,M,auto_panel,auto passthrough: hf_15min_to_M_mean_range_norm
hf_15min_to_M_mean_realized_vol_20,M,auto_panel,auto passthrough: hf_15min_to_M_mean_realized_vol_20
hf_15min_to_M_mean_ret_1,M,auto_panel,auto passthrough: hf_15min_to_M_mean_ret_1
hf_15min_to_M_mean_ret_12,M,auto_panel,auto passthrough: hf_15min_to_M_mean_ret_12
hf_15min_to_M_mean_ret_1d,M,auto_panel,auto passthrough: hf_15min_to_M_mean_ret_1d
hf_15min_to_M_mean_ret_20d,M,auto_panel,auto passthrough: hf_15min_to_M_mean_ret_20d
hf_15min_to_M_mean_ret_3,M,auto_panel,auto passthrough: hf_15min_to_M_mean_ret_3
hf_15min_to_M_mean_ret_5d,M,auto_panel,auto passthrough: hf_15min_to_M_mean_ret_5d
hf_15min_to_M_mean_ret_6,M,auto_panel,auto passthrough: hf_15min_to_M_mean_ret_6
hf_15min_to_M_mean_ret_vol_corr_20,M,auto_panel,auto passthrough: hf_15min_to_M_mean_ret_vol_corr_20
hf_15min_to_M_mean_rv_12,M,auto_panel,auto passthrough: hf_15min_to_M_mean_rv_12
hf_15min_to_M_mean_vol_chg_1,M,auto_panel,auto passthrough: hf_15min_to_M_mean_vol_chg_1
hf_15min_to_M_mean_volume,M,auto_panel,auto passthrough: hf_15min_to_M_mean_volume
hf_15min_to_M_std_amihud_20,M,auto_panel,auto passthrough: hf_15min_to_M_std_amihud_20
hf_15min_to_M_std_amount,M,auto_panel,auto passthrough: hf_15min_to_M_std_amount
hf_15min_to_M_std_amount_ratio_12,M,auto_panel,auto passthrough: hf_15min_to_M_std_amount_ratio_12
hf_15min_to_M_std_close,M,auto_panel,auto passthrough: hf_15min_to_M_std_close
hf_15min_to_M_std_close_to_vwap_day,M,auto_panel,auto passthrough: hf_15min_to_M_std_close_to_vwap_day
hf_15min_to_M_std_crowding_proxy_raw,M,auto_panel,auto passthrough: hf_15min_to_M_std_crowding_proxy_raw
hf_15min_to_M_std_high,M,auto_panel,auto passthrough: hf_15min_to_M_std_high
hf_15min_to_M_std_last30_momentum,M,auto_panel,auto passthrough: hf_15min_to_M_std_last30_momentum
hf_15min_to_M_std_low,M,auto_panel,auto passthrough: hf_15min_to_M_std_low
hf_15min_to_M_std_ma_gap_12,M,auto_panel,auto passthrough: hf_15min_to_M_std_ma_gap_12
hf_15min_to_M_std_ma_gap_6,M,auto_panel,auto passthrough: hf_15min_to_M_std_ma_gap_6
hf_15min_to_M_std_morning_momentum_30m,M,auto_panel,auto passthrough: hf_15min_to_M_std_morning_momentum_30m
hf_15min_to_M_std_open,M,auto_panel,auto passthrough: hf_15min_to_M_std_open
hf_15min_to_M_std_range_norm,M,auto_panel,auto passthrough: hf_15min_to_M_std_range_norm
hf_15min_to_M_std_realized_vol_20,M,auto_panel,auto passthrough: hf_15min_to_M_std_realized_vol_20
hf_15min_to_M_std_ret_1,M,auto_panel,auto passthrough: hf_15min_to_M_std_ret_1
hf_15min_to_M_std_ret_12,M,auto_panel,auto passthrough: hf_15min_to_M_std_ret_12
hf_15min_to_M_std_ret_1d,M,auto_panel,auto passthrough: hf_15min_to_M_std_ret_1d
hf_15min_to_M_std_ret_20d,M,auto_panel,auto passthrough: hf_15min_to_M_std_ret_20d
hf_15min_to_M_std_ret_3,M,auto_panel,auto passthrough: hf_15min_to_M_std_ret_3
hf_15min_to_M_std_ret_5d,M,auto_panel,auto passthrough: hf_15min_to_M_std_ret_5d
hf_15min_to_M_std_ret_6,M,auto_panel,auto passthrough: hf_15min_to_M_std_ret_6
hf_15min_to_M_std_ret_vol_corr_20,M,auto_panel,auto passthrough: hf_15min_to_M_std_ret_vol_corr_20
hf_15min_to_M_std_rv_12,M,auto_panel,auto passthrough: hf_15min_to_M_std_rv_12
hf_15min_to_M_std_vol_chg_1,M,auto_panel,auto passthrough: hf_15min_to_M_std_vol_chg_1
hf_15min_to_M_std_volume,M,auto_panel,auto passthrough: hf_15min_to_M_std_volume
hf_30min_to_M_last_amihud_20,M,auto_panel,auto passthrough: hf_30min_to_M_last_amihud_20
hf_30min_to_M_last_amount,M,auto_panel,auto passthrough: hf_30min_to_M_last_amount
hf_30min_to_M_last_amount_ratio_12,M,auto_panel,auto passthrough: hf_30min_to_M_last_amount_ratio_12
hf_30min_to_M_last_close,M,auto_panel,auto passthrough: hf_30min_to_M_last_close
hf_30min_to_M_last_close_to_vwap_day,M,auto_panel,auto passthrough: hf_30min_to_M_last_close_to_vwap_day
hf_30min_to_M_last_crowding_proxy_raw,M,auto_panel,auto passthrough: hf_30min_to_M_last_crowding_proxy_raw
hf_30min_to_M_last_high,M,auto_panel,auto passthrough: hf_30min_to_M_last_high
hf_30min_to_M_last_last30_momentum,M,auto_panel,auto passthrough: hf_30min_to_M_last_last30_momentum
hf_30min_to_M_last_low,M,auto_panel,auto passthrough: hf_30min_to_M_last_low
hf_30min_to_M_last_ma_gap_12,M,auto_panel,auto passthrough: hf_30min_to_M_last_ma_gap_12
hf_30min_to_M_last_ma_gap_6,M,auto_panel,auto passthrough: hf_30min_to_M_last_ma_gap_6
hf_30min_to_M_last_morning_momentum_30m,M,auto_panel,auto passthrough: hf_30min_to_M_last_morning_momentum_30m
hf_30min_to_M_last_open,M,auto_panel,auto passthrough: hf_30min_to_M_last_open
hf_30min_to_M_last_range_norm,M,auto_panel,auto passthrough: hf_30min_to_M_last_range_norm
hf_30min_to_M_last_realized_vol_20,M,auto_panel,auto passthrough: hf_30min_to_M_last_realized_vol_20
hf_30min_to_M_last_ret_1,M,auto_panel,auto passthrough: hf_30min_to_M_last_ret_1
hf_30min_to_M_last_ret_12,M,auto_panel,auto passthrough: hf_30min_to_M_last_ret_12
hf_30min_to_M_last_ret_1d,M,auto_panel,auto passthrough: hf_30min_to_M_last_ret_1d
hf_30min_to_M_last_ret_20d,M,auto_panel,auto passthrough: hf_30min_to_M_last_ret_20d
hf_30min_to_M_last_ret_3,M,auto_panel,auto passthrough: hf_30min_to_M_last_ret_3
hf_30min_to_M_last_ret_5d,M,auto_panel,auto passthrough: hf_30min_to_M_last_ret_5d
hf_30min_to_M_last_ret_6,M,auto_panel,auto passthrough: hf_30min_to_M_last_ret_6
hf_30min_to_M_last_ret_vol_corr_20,M,auto_panel,auto passthrough: hf_30min_to_M_last_ret_vol_corr_20
hf_30min_to_M_last_rv_12,M,auto_panel,auto passthrough: hf_30min_to_M_last_rv_12
hf_30min_to_M_last_vol_chg_1,M,auto_panel,auto passthrough: hf_30min_to_M_last_vol_chg_1
hf_30min_to_M_last_volume,M,auto_panel,auto passthrough: hf_30min_to_M_last_volume
hf_30min_to_M_mean_amihud_20,M,auto_panel,auto passthrough: hf_30min_to_M_mean_amihud_20
hf_30min_to_M_mean_amount,M,auto_panel,auto passthrough: hf_30min_to_M_mean_amount
hf_30min_to_M_mean_amount_ratio_12,M,auto_panel,auto passthrough: hf_30min_to_M_mean_amount_ratio_12
hf_30min_to_M_mean_close,M,auto_panel,auto passthrough: hf_30min_to_M_mean_close
hf_30min_to_M_mean_close_to_vwap_day,M,auto_panel,auto passthrough: hf_30min_to_M_mean_close_to_vwap_day
hf_30min_to_M_mean_crowding_proxy_raw,M,auto_panel,auto passthrough: hf_30min_to_M_mean_crowding_proxy_raw
hf_30min_to_M_mean_high,M,auto_panel,auto passthrough: hf_30min_to_M_mean_high
hf_30min_to_M_mean_last30_momentum,M,auto_panel,auto passthrough: hf_30min_to_M_mean_last30_momentum
hf_30min_to_M_mean_low,M,auto_panel,auto passthrough: hf_30min_to_M_mean_low
hf_30min_to_M_mean_ma_gap_12,M,auto_panel,auto passthrough: hf_30min_to_M_mean_ma_gap_12
hf_30min_to_M_mean_ma_gap_6,M,auto_panel,auto passthrough: hf_30min_to_M_mean_ma_gap_6
hf_30min_to_M_mean_morning_momentum_30m,M,auto_panel,auto passthrough: hf_30min_to_M_mean_morning_momentum_30m
hf_30min_to_M_mean_open,M,auto_panel,auto passthrough: hf_30min_to_M_mean_open
hf_30min_to_M_mean_range_norm,M,auto_panel,auto passthrough: hf_30min_to_M_mean_range_norm
hf_30min_to_M_mean_realized_vol_20,M,auto_panel,auto passthrough: hf_30min_to_M_mean_realized_vol_20
hf_30min_to_M_mean_ret_1,M,auto_panel,auto passthrough: hf_30min_to_M_mean_ret_1
hf_30min_to_M_mean_ret_12,M,auto_panel,auto passthrough: hf_30min_to_M_mean_ret_12
hf_30min_to_M_mean_ret_1d,M,auto_panel,auto passthrough: hf_30min_to_M_mean_ret_1d
hf_30min_to_M_mean_ret_20d,M,auto_panel,auto passthrough: hf_30min_to_M_mean_ret_20d
hf_30min_to_M_mean_ret_3,M,auto_panel,auto passthrough: hf_30min_to_M_mean_ret_3
hf_30min_to_M_mean_ret_5d,M,auto_panel,auto passthrough: hf_30min_to_M_mean_ret_5d
hf_30min_to_M_mean_ret_6,M,auto_panel,auto passthrough: hf_30min_to_M_mean_ret_6
hf_30min_to_M_mean_ret_vol_corr_20,M,auto_panel,auto passthrough: hf_30min_to_M_mean_ret_vol_corr_20
hf_30min_to_M_mean_rv_12,M,auto_panel,auto passthrough: hf_30min_to_M_mean_rv_12
hf_30min_to_M_mean_vol_chg_1,M,auto_panel,auto passthrough: hf_30min_to_M_mean_vol_chg_1
hf_30min_to_M_mean_volume,M,auto_panel,auto passthrough: hf_30min_to_M_mean_volume
hf_30min_to_M_std_amihud_20,M,auto_panel,auto passthrough: hf_30min_to_M_std_amihud_20
hf_30min_to_M_std_amount,M,auto_panel,auto passthrough: hf_30min_to_M_std_amount
hf_30min_to_M_std_amount_ratio_12,M,auto_panel,auto passthrough: hf_30min_to_M_std_amount_ratio_12
hf_30min_to_M_std_close,M,auto_panel,auto passthrough: hf_30min_to_M_std_close
hf_30min_to_M_std_close_to_vwap_day,M,auto_panel,auto passthrough: hf_30min_to_M_std_close_to_vwap_day
hf_30min_to_M_std_crowding_proxy_raw,M,auto_panel,auto passthrough: hf_30min_to_M_std_crowding_proxy_raw
hf_30min_to_M_std_high,M,auto_panel,auto passthrough: hf_30min_to_M_std_high
hf_30min_to_M_std_last30_momentum,M,auto_panel,auto passthrough: hf_30min_to_M_std_last30_momentum
hf_30min_to_M_std_low,M,auto_panel,auto passthrough: hf_30min_to_M_std_low
hf_30min_to_M_std_ma_gap_12,M,auto_panel,auto passthrough: hf_30min_to_M_std_ma_gap_12
hf_30min_to_M_std_ma_gap_6,M,auto_panel,auto passthrough: hf_30min_to_M_std_ma_gap_6
hf_30min_to_M_std_morning_momentum_30m,M,auto_panel,auto passthrough: hf_30min_to_M_std_morning_momentum_30m
hf_30min_to_M_std_open,M,auto_panel,auto passthrough: hf_30min_to_M_std_open
hf_30min_to_M_std_range_norm,M,auto_panel,auto passthrough: hf_30min_to_M_std_range_norm
hf_30min_to_M_std_realized_vol_20,M,auto_panel,auto passthrough: hf_30min_to_M_std_realized_vol_20
hf_30min_to_M_std_ret_1,M,auto_panel,auto passthrough: hf_30min_to_M_std_ret_1
hf_30min_to_M_std_ret_12,M,auto_panel,auto passthrough: hf_30min_to_M_std_ret_12
hf_30min_to_M_std_ret_1d,M,auto_panel,auto passthrough: hf_30min_to_M_std_ret_1d
hf_30min_to_M_std_ret_20d,M,auto_panel,auto passthrough: hf_30min_to_M_std_ret_20d
hf_30min_to_M_std_ret_3,M,auto_panel,auto passthrough: hf_30min_to_M_std_ret_3
hf_30min_to_M_std_ret_5d,M,auto_panel,auto passthrough: hf_30min_to_M_std_ret_5d
hf_30min_to_M_std_ret_6,M,auto_panel,auto passthrough: hf_30min_to_M_std_ret_6
hf_30min_to_M_std_ret_vol_corr_20,M,auto_panel,auto passthrough: hf_30min_to_M_std_ret_vol_corr_20
hf_30min_to_M_std_rv_12,M,auto_panel,auto passthrough: hf_30min_to_M_std_rv_12
hf_30min_to_M_std_vol_chg_1,M,auto_panel,auto passthrough: hf_30min_to_M_std_vol_chg_1
hf_30min_to_M_std_volume,M,auto_panel,auto passthrough: hf_30min_to_M_std_volume
hf_5min_to_M_last_amihud_20,M,auto_panel,auto passthrough: hf_5min_to_M_last_amihud_20
hf_5min_to_M_last_amount,M,auto_panel,auto passthrough: hf_5min_to_M_last_amount
hf_5min_to_M_last_amount_ratio_12,M,auto_panel,auto passthrough: hf_5min_to_M_last_amount_ratio_12
hf_5min_to_M_last_close,M,auto_panel,auto passthrough: hf_5min_to_M_last_close
hf_5min_to_M_last_close_to_vwap_day,M,auto_panel,auto passthrough: hf_5min_to_M_last_close_to_vwap_day
hf_5min_to_M_last_crowding_proxy_raw,M,auto_panel,auto passthrough: hf_5min_to_M_last_crowding_proxy_raw
hf_5min_to_M_last_high,M,auto_panel,auto passthrough: hf_5min_to_M_last_high
hf_5min_to_M_last_last30_momentum,M,auto_panel,auto passthrough: hf_5min_to_M_last_last30_momentum
hf_5min_to_M_last_low,M,auto_panel,auto passthrough: hf_5min_to_M_last_low
hf_5min_to_M_last_ma_gap_12,M,auto_panel,auto passthrough: hf_5min_to_M_last_ma_gap_12
hf_5min_to_M_last_ma_gap_6,M,auto_panel,auto passthrough: hf_5min_to_M_last_ma_gap_6
hf_5min_to_M_last_morning_momentum_30m,M,auto_panel,auto passthrough: hf_5min_to_M_last_morning_momentum_30m
hf_5min_to_M_last_open,M,auto_panel,auto passthrough: hf_5min_to_M_last_open
hf_5min_to_M_last_range_norm,M,auto_panel,auto passthrough: hf_5min_to_M_last_range_norm
hf_5min_to_M_last_realized_vol_20,M,auto_panel,auto passthrough: hf_5min_to_M_last_realized_vol_20
hf_5min_to_M_last_ret_1,M,auto_panel,auto passthrough: hf_5min_to_M_last_ret_1
hf_5min_to_M_last_ret_12,M,auto_panel,auto passthrough: hf_5min_to_M_last_ret_12
hf_5min_to_M_last_ret_1d,M,auto_panel,auto passthrough: hf_5min_to_M_last_ret_1d
hf_5min_to_M_last_ret_20d,M,auto_panel,auto passthrough: hf_5min_to_M_last_ret_20d
hf_5min_to_M_last_ret_3,M,auto_panel,auto passthrough: hf_5min_to_M_last_ret_3
hf_5min_to_M_last_ret_5d,M,auto_panel,auto passthrough: hf_5min_to_M_last_ret_5d
hf_5min_to_M_last_ret_6,M,auto_panel,auto passthrough: hf_5min_to_M_last_ret_6
hf_5min_to_M_last_ret_vol_corr_20,M,auto_panel,auto passthrough: hf_5min_to_M_last_ret_vol_corr_20
hf_5min_to_M_last_rv_12,M,auto_panel,auto passthrough: hf_5min_to_M_last_rv_12
hf_5min_to_M_last_vol_chg_1,M,auto_panel,auto passthrough: hf_5min_to_M_last_vol_chg_1
hf_5min_to_M_last_volume,M,auto_panel,auto passthrough: hf_5min_to_M_last_volume
hf_5min_to_M_mean_amihud_20,M,auto_panel,auto passthrough: hf_5min_to_M_mean_amihud_20
hf_5min_to_M_mean_amount,M,auto_panel,auto passthrough: hf_5min_to_M_mean_amount
hf_5min_to_M_mean_amount_ratio_12,M,auto_panel,auto passthrough: hf_5min_to_M_mean_amount_ratio_12
hf_5min_to_M_mean_close,M,auto_panel,auto passthrough: hf_5min_to_M_mean_close
hf_5min_to_M_mean_close_to_vwap_day,M,auto_panel,auto passthrough: hf_5min_to_M_mean_close_to_vwap_day
hf_5min_to_M_mean_crowding_proxy_raw,M,auto_panel,auto passthrough: hf_5min_to_M_mean_crowding_proxy_raw
hf_5min_to_M_mean_high,M,auto_panel,auto passthrough: hf_5min_to_M_mean_high
hf_5min_to_M_mean_last30_momentum,M,auto_panel,auto passthrough: hf_5min_to_M_mean_last30_momentum
hf_5min_to_M_mean_low,M,auto_panel,auto passthrough: hf_5min_to_M_mean_low
hf_5min_to_M_mean_ma_gap_12,M,auto_panel,auto passthrough: hf_5min_to_M_mean_ma_gap_12
hf_5min_to_M_mean_ma_gap_6,M,auto_panel,auto passthrough: hf_5min_to_M_mean_ma_gap_6
hf_5min_to_M_mean_morning_momentum_30m,M,auto_panel,auto passthrough: hf_5min_to_M_mean_morning_momentum_30m
hf_5min_to_M_mean_open,M,auto_panel,auto passthrough: hf_5min_to_M_mean_open
hf_5min_to_M_mean_range_norm,M,auto_panel,auto passthrough: hf_5min_to_M_mean_range_norm
hf_5min_to_M_mean_realized_vol_20,M,auto_panel,auto passthrough: hf_5min_to_M_mean_realized_vol_20
hf_5min_to_M_mean_ret_1,M,auto_panel,auto passthrough: hf_5min_to_M_mean_ret_1
hf_5min_to_M_mean_ret_12,M,auto_panel,auto passthrough: hf_5min_to_M_mean_ret_12
hf_5min_to_M_mean_ret_1d,M,auto_panel,auto passthrough: hf_5min_to_M_mean_ret_1d
hf_5min_to_M_mean_ret_20d,M,auto_panel,auto passthrough: hf_5min_to_M_mean_ret_20d
hf_5min_to_M_mean_ret_3,M,auto_panel,auto passthrough: hf_5min_to_M_mean_ret_3
hf_5min_to_M_mean_ret_5d,M,auto_panel,auto passthrough: hf_5min_to_M_mean_ret_5d
hf_5min_to_M_mean_ret_6,M,auto_panel,auto passthrough: hf_5min_to_M_mean_ret_6
hf_5min_to_M_mean_ret_vol_corr_20,M,auto_panel,auto passthrough: hf_5min_to_M_mean_ret_vol_corr_20
hf_5min_to_M_mean_rv_12,M,auto_panel,auto passthrough: hf_5min_to_M_mean_rv_12
hf_5min_to_M_mean_vol_chg_1,M,auto_panel,auto passthrough: hf_5min_to_M_mean_vol_chg_1
hf_5min_to_M_mean_volume,M,auto_panel,auto passthrough: hf_5min_to_M_mean_volume
hf_5min_to_M_std_amihud_20,M,auto_panel,auto passthrough: hf_5min_to_M_std_amihud_20
hf_5min_to_M_std_amount,M,auto_panel,auto passthrough: hf_5min_to_M_std_amount
hf_5min_to_M_std_amount_ratio_12,M,auto_panel,auto passthrough: hf_5min_to_M_std_amount_ratio_12
hf_5min_to_M_std_close,M,auto_panel,auto passthrough: hf_5min_to_M_std_close
hf_5min_to_M_std_close_to_vwap_day,M,auto_panel,auto passthrough: hf_5min_to_M_std_close_to_vwap_day
hf_5min_to_M_std_crowding_proxy_raw,M,auto_panel,auto passthrough: hf_5min_to_M_std_crowding_proxy_raw
hf_5min_to_M_std_high,M,auto_panel,auto passthrough: hf_5min_to_M_std_high
hf_5min_to_M_std_last30_momentum,M,auto_panel,auto passthrough: hf_5min_to_M_std_last30_momentum
hf_5min_to_M_std_low,M,auto_panel,auto passthrough: hf_5min_to_M_std_low
hf_5min_to_M_std_ma_gap_12,M,auto_panel,auto passthrough: hf_5min_to_M_std_ma_gap_12
hf_5min_to_M_std_ma_gap_6,M,auto_panel,auto passthrough: hf_5min_to_M_std_ma_gap_6
hf_5min_to_M_std_morning_momentum_30m,M,auto_panel,auto passthrough: hf_5min_to_M_std_morning_momentum_30m
hf_5min_to_M_std_open,M,auto_panel,auto passthrough: hf_5min_to_M_std_open
hf_5min_to_M_std_range_norm,M,auto_panel,auto passthrough: hf_5min_to_M_std_range_norm
hf_5min_to_M_std_realized_vol_20,M,auto_panel,auto passthrough: hf_5min_to_M_std_realized_vol_20
hf_5min_to_M_std_ret_1,M,auto_panel,auto passthrough: hf_5min_to_M_std_ret_1
hf_5min_to_M_std_ret_12,M,auto_panel,auto passthrough: hf_5min_to_M_std_ret_12
hf_5min_to_M_std_ret_1d,M,auto_panel,auto passthrough: hf_5min_to_M_std_ret_1d
hf_5min_to_M_std_ret_20d,M,auto_panel,auto passthrough: hf_5min_to_M_std_ret_20d
hf_5min_to_M_std_ret_3,M,auto_panel,auto passthrough: hf_5min_to_M_std_ret_3
hf_5min_to_M_std_ret_5d,M,auto_panel,auto passthrough: hf_5min_to_M_std_ret_5d
hf_5min_to_M_std_ret_6,M,auto_panel,auto passthrough: hf_5min_to_M_std_ret_6
hf_5min_to_M_std_ret_vol_corr_20,M,auto_panel,auto passthrough: hf_5min_to_M_std_ret_vol_corr_20
hf_5min_to_M_std_rv_12,M,auto_panel,auto passthrough: hf_5min_to_M_std_rv_12
hf_5min_to_M_std_vol_chg_1,M,auto_panel,auto passthrough: hf_5min_to_M_std_vol_chg_1
hf_5min_to_M_std_volume,M,auto_panel,auto passthrough: hf_5min_to_M_std_volume
hf_60min_to_M_last_amihud_20,M,auto_panel,auto passthrough: hf_60min_to_M_last_amihud_20
hf_60min_to_M_last_amount,M,auto_panel,auto passthrough: hf_60min_to_M_last_amount
hf_60min_to_M_last_amount_ratio_12,M,auto_panel,auto passthrough: hf_60min_to_M_last_amount_ratio_12
hf_60min_to_M_last_close,M,auto_panel,auto passthrough: hf_60min_to_M_last_close
hf_60min_to_M_last_close_to_vwap_day,M,auto_panel,auto passthrough: hf_60min_to_M_last_close_to_vwap_day
hf_60min_to_M_last_crowding_proxy_raw,M,auto_panel,auto passthrough: hf_60min_to_M_last_crowding_proxy_raw
hf_60min_to_M_last_high,M,auto_panel,auto passthrough: hf_60min_to_M_last_high
hf_60min_to_M_last_last30_momentum,M,auto_panel,auto passthrough: hf_60min_to_M_last_last30_momentum
hf_60min_to_M_last_low,M,auto_panel,auto passthrough: hf_60min_to_M_last_low
hf_60min_to_M_last_ma_gap_12,M,auto_panel,auto passthrough: hf_60min_to_M_last_ma_gap_12
hf_60min_to_M_last_ma_gap_6,M,auto_panel,auto passthrough: hf_60min_to_M_last_ma_gap_6
hf_60min_to_M_last_morning_momentum_30m,M,auto_panel,auto passthrough: hf_60min_to_M_last_morning_momentum_30m
hf_60min_to_M_last_open,M,auto_panel,auto passthrough: hf_60min_to_M_last_open
hf_60min_to_M_last_range_norm,M,auto_panel,auto passthrough: hf_60min_to_M_last_range_norm
hf_60min_to_M_last_realized_vol_20,M,auto_panel,auto passthrough: hf_60min_to_M_last_realized_vol_20
hf_60min_to_M_last_ret_1,M,auto_panel,auto passthrough: hf_60min_to_M_last_ret_1
hf_60min_to_M_last_ret_12,M,auto_panel,auto passthrough: hf_60min_to_M_last_ret_12
hf_60min_to_M_last_ret_1d,M,auto_panel,auto passthrough: hf_60min_to_M_last_ret_1d
hf_60min_to_M_last_ret_20d,M,auto_panel,auto passthrough: hf_60min_to_M_last_ret_20d
hf_60min_to_M_last_ret_3,M,auto_panel,auto passthrough: hf_60min_to_M_last_ret_3
hf_60min_to_M_last_ret_5d,M,auto_panel,auto passthrough: hf_60min_to_M_last_ret_5d
hf_60min_to_M_last_ret_6,M,auto_panel,auto passthrough: hf_60min_to_M_last_ret_6
hf_60min_to_M_last_ret_vol_corr_20,M,auto_panel,auto passthrough: hf_60min_to_M_last_ret_vol_corr_20
hf_60min_to_M_last_rv_12,M,auto_panel,auto passthrough: hf_60min_to_M_last_rv_12
hf_60min_to_M_last_vol_chg_1,M,auto_panel,auto passthrough: hf_60min_to_M_last_vol_chg_1
hf_60min_to_M_last_volume,M,auto_panel,auto passthrough: hf_60min_to_M_last_volume
hf_60min_to_M_mean_amihud_20,M,auto_panel,auto passthrough: hf_60min_to_M_mean_amihud_20
hf_60min_to_M_mean_amount,M,auto_panel,auto passthrough: hf_60min_to_M_mean_amount
hf_60min_to_M_mean_amount_ratio_12,M,auto_panel,auto passthrough: hf_60min_to_M_mean_amount_ratio_12
hf_60min_to_M_mean_close,M,auto_panel,auto passthrough: hf_60min_to_M_mean_close
hf_60min_to_M_mean_close_to_vwap_day,M,auto_panel,auto passthrough: hf_60min_to_M_mean_close_to_vwap_day
hf_60min_to_M_mean_crowding_proxy_raw,M,auto_panel,auto passthrough: hf_60min_to_M_mean_crowding_proxy_raw
hf_60min_to_M_mean_high,M,auto_panel,auto passthrough: hf_60min_to_M_mean_high
hf_60min_to_M_mean_last30_momentum,M,auto_panel,auto passthrough: hf_60min_to_M_mean_last30_momentum
hf_60min_to_M_mean_low,M,auto_panel,auto passthrough: hf_60min_to_M_mean_low
hf_60min_to_M_mean_ma_gap_12,M,auto_panel,auto passthrough: hf_60min_to_M_mean_ma_gap_12
hf_60min_to_M_mean_ma_gap_6,M,auto_panel,auto passthrough: hf_60min_to_M_mean_ma_gap_6
hf_60min_to_M_mean_morning_momentum_30m,M,auto_panel,auto passthrough: hf_60min_to_M_mean_morning_momentum_30m
hf_60min_to_M_mean_open,M,auto_panel,auto passthrough: hf_60min_to_M_mean_open
hf_60min_to_M_mean_range_norm,M,auto_panel,auto passthrough: hf_60min_to_M_mean_range_norm
hf_60min_to_M_mean_realized_vol_20,M,auto_panel,auto passthrough: hf_60min_to_M_mean_realized_vol_20
hf_60min_to_M_mean_ret_1,M,auto_panel,auto passthrough: hf_60min_to_M_mean_ret_1
hf_60min_to_M_mean_ret_12,M,auto_panel,auto passthrough: hf_60min_to_M_mean_ret_12
hf_60min_to_M_mean_ret_1d,M,auto_panel,auto passthrough: hf_60min_to_M_mean_ret_1d
hf_60min_to_M_mean_ret_20d,M,auto_panel,auto passthrough: hf_60min_to_M_mean_ret_20d
hf_60min_to_M_mean_ret_3,M,auto_panel,auto passthrough: hf_60min_to_M_mean_ret_3
hf_60min_to_M_mean_ret_5d,M,auto_panel,auto passthrough: hf_60min_to_M_mean_ret_5d
hf_60min_to_M_mean_ret_6,M,auto_panel,auto passthrough: hf_60min_to_M_mean_ret_6
