date,ic,rank_ic,n
2025-04-03,0.06626776140044115,0.022546552931129074,299
2025-04-07,0.10135198860460919,0.18640640251885646,299
2025-04-08,0.19857382941042953,0.25817910033486113,299
2025-04-09,-0.13486779068522778,-0.12563833467547036,299
2025-04-10,-0.10166137409145559,-0.14281442846523015,299
2025-04-11,-0.18116713340746993,-0.13368488120265934,299
2025-04-14,-0.0808285030596696,0.014261613787434907,299
2025-04-15,0.11532467837212217,0.12552552876537265,299
2025-04-16,0.19236799554779416,0.1575189207845567,299
2025-04-17,0.2860501532362924,0.23019060884041403,299
2025-04-18,0.22009567110001832,0.154137297454222,299
2025-04-21,0.11861041423372894,0.14172007524209304,299
2025-04-22,0.010667055093361537,-0.0004911713524320659,299
2025-04-23,-0.010249114681771655,-0.04089303890029321,299
2025-04-24,-0.05724318215299453,-0.06881202718458752,299
2025-04-25,0.039536356185250275,-0.04909231416559764,299
2025-04-28,0.06770663306570636,-0.04948917567541525,299
2025-04-29,0.08048694630946558,0.014413468629881094,299
2025-04-30,0.0006831258741921682,0.02831973996533848,299
2025-05-06,0.09266321667139425,0.028302713679779996,299
2025-05-07,-0.02784031102264241,-0.02524988876389308,299
2025-05-08,-0.041438447648888405,-0.008125045210779929,299
2025-05-09,0.0003630733768022954,0.008930669359960307,299
2025-05-12,0.014655696206042564,-0.00885732512714091,299
2025-05-13,-0.039036780879115135,-0.02972579311114046,299
2025-05-14,-0.08027138860870786,-0.045473865538548826,299
2025-05-15,0.0018177404172346869,0.003800426133137935,299
2025-05-16,-0.02783089244039211,-0.023038689717760068,299
2025-05-19,-0.047617331219839604,-0.012033742870053927,299
2025-05-20,-0.010594685281147343,0.0343000613231075,299
2025-05-21,0.012863717089666443,-0.01081659367596526,299
2025-05-22,0.1978787676846375,0.16089872972781066,299
2025-05-23,0.05624998964493599,0.03873111050284973,299
2025-05-26,-0.15070807954662102,-0.0859920881270659,297
2025-05-27,-0.03973146852211626,-0.0008268452835597226,297
2025-05-28,-0.06248777859371975,-0.09732912955854434,297
2025-05-29,-0.0424870193137457,-0.16120326589791206,297
2025-05-30,-0.14469759601308704,-0.08909718124361739,297
2025-06-03,-0.12977629551488798,-0.11877682681698896,297
2025-06-04,-0.09028061564621452,-0.07315637393423192,297
2025-06-05,-0.12402014082309588,-0.12413289004309006,297
2025-06-06,-0.018026339127006272,-0.07759404377021648,297
2025-06-09,-0.11198882807653342,-0.03185274039638932,297
2025-06-10,-0.0809738096373988,-0.029343723347887873,299
2025-06-11,-0.14126015338515713,-0.11956230772270898,299
2025-06-12,0.039796446233530604,0.04362915623821434,299
2025-06-13,0.19294462821825265,0.18528621687653232,299
2025-06-16,0.05853816900387093,0.01913901193189438,299
2025-06-17,0.0033027953372536324,-0.03344093810422121,299
2025-06-18,0.05331496994110171,-0.007370596543581128,299
2025-06-19,0.027907633422556623,-0.03399632449627224,299
2025-06-20,0.01587708873097895,-0.040908914599774575,299
2025-06-23,-0.09411952267951211,-0.04840962555978491,299
2025-06-24,0.011889536965832441,-0.02096610273445051,299
2025-06-25,0.062388025421805916,0.017069752187638457,299
2025-06-26,0.10799418161322008,0.0448603944193892,299
2025-06-27,0.14873521190805833,0.18815656447334786,299
2025-06-30,-0.00046214845379039465,0.0709279307010423,299
2025-07-01,-0.12621775249960618,0.0078000488847793994,299
2025-07-02,-0.029383261478896232,-0.008748408024435958,299
2025-07-03,-0.16294416689289493,-0.11329127712178323,299
2025-07-04,-0.13313096343825528,-0.06842694614240263,299
2025-07-07,-0.16823888498391332,-0.16193460534517853,299
2025-07-08,-0.06555339958769799,-0.09160979832252562,299
2025-07-09,-0.10464049418720092,-0.12342125264443317,299
2025-07-10,-0.2089859503512542,-0.3112402570355065,299
2025-07-11,-0.08847414689389237,-0.1311779325438533,299
2025-07-14,-0.04919879238883519,-0.05623106698492197,299
2025-07-15,0.002510274010581025,-0.03000763030195979,299
2025-07-16,-0.10591914252074652,-0.15759956780445505,300
2025-07-17,-0.07595198483009098,-0.10641882225753542,300
2025-07-18,-0.09248663100863924,-0.08159859153895985,300
2025-07-21,-0.08620236806644858,-0.11774193605007477,300
2025-07-22,-0.17683979311767925,-0.1680616762015086,300
2025-07-23,-0.11903874646734412,-0.15200093846725296,300
2025-07-24,-0.07154614032687592,-0.08478821808224261,300
2025-07-25,-0.07763690417963826,-0.013467445398932127,300
2025-07-28,-0.005468584561843111,-0.0015969837154935496,300
2025-07-29,0.10698016236138819,0.1408205806157424,300
2025-07-30,-0.028428035271427076,-0.04033621907644489,300
2025-07-31,-0.09992303008793187,-0.06498792990429532,300
2025-08-01,-0.1298853154571083,-0.11523606067294688,300
2025-08-04,-0.11789020353425488,-0.11113344511483854,299
2025-08-05,-0.09366083347733219,-0.12982534147168348,299
2025-08-06,-0.1640716874593631,-0.16038304012156168,299
2025-08-07,-0.056390019376481255,-0.07318169071160438,299
2025-08-08,-0.16479599237397427,-0.15266506344742856,299
2025-08-11,-0.2533545715378853,-0.2828360025303556,299
2025-08-12,-0.12389722824392065,-0.13224935862628134,299
2025-08-13,-0.0585165669725493,-0.11365151403981852,298
2025-08-14,-0.12485179593852674,-0.023889997834495157,298
2025-08-15,-0.12493461937038775,-0.09846317124694745,298
2025-08-18,-0.15269094086186616,-0.15926984381693335,299
2025-08-19,-0.07776144807725863,-0.13828458594381293,300
2025-08-20,-0.15754482254355834,-0.06069394017765897,300
2025-08-21,-0.10305609477874703,-0.09750951214638838,300
2025-08-22,-0.09729014815084756,-0.07899831054618037,300
2025-08-25,-0.13634265551134198,0.05774571023744485,300
2025-08-26,-0.09885472530639021,-0.0043156140970719925,300
2025-08-27,-0.07806449807832412,-0.0295231990833578,300
2025-08-28,0.051335503308847105,-0.001194736716259982,300
2025-08-29,0.01836269137842314,0.05795693709201513,300
2025-09-01,0.09055138661351061,0.14506063019534912,299
2025-09-02,-0.01204800501283681,0.03723458326870516,299
2025-09-03,0.009577849468949002,0.02142766887729735,299
2025-09-04,0.047911856008722525,0.022821193903795195,299
2025-09-05,-0.039667872605945294,-0.031198111438076877,299
2025-09-08,-0.05204959347956351,-0.04837902908703606,299
2025-09-09,0.11502406577052117,0.0585799333612731,300
2025-09-10,-0.012491848244015325,-0.02066399173757078,300
2025-09-11,-0.019255549360219535,0.04448229380938581,300
2025-09-12,0.0674372323393472,0.11377152335399308,300
2025-09-15,0.023640128817841246,0.052279785121727394,300
2025-09-16,-0.02174298677681013,0.06408546352612468,300
2025-09-17,0.0004361328082788204,0.031140743101690124,300
2025-09-18,-0.09481391425346418,-0.04516307768555448,300
2025-09-19,-0.05565362669213401,-0.043914227519439096,300
2025-09-22,-0.09995301718274407,-0.17925692616638123,300
2025-09-23,-0.05305814162138963,-0.040929749939591385,300
2025-09-24,-0.10364522485724723,-0.07917151548481557,300
2025-09-25,0.015429153928936404,0.019645424179188405,300
2025-09-26,-0.04393956916629937,-0.0701938194830675,300
2025-09-29,-0.00568460729831556,0.13952821482038555,300
2025-09-30,0.09078374624484731,0.03274079538037369,300
2025-10-09,0.05915467552287993,-0.08489982963957043,300
2025-10-10,0.11870283433996827,0.07075301264047773,300
2025-10-13,0.17828687419073422,0.12025315809917823,300
2025-10-14,0.36385645906154024,0.30723885625498076,300
2025-10-15,0.15674183826155882,0.12925585540733353,300
2025-10-16,0.2472592513608687,0.2180451357534847,300
2025-10-17,0.22007644432783072,0.13537889422908322,300
2025-10-20,0.2095401867234987,0.13408280864888952,300
2025-10-21,0.021256713028089513,0.0014445829356718584,300
2025-10-22,-0.04930254826019298,-0.15158740306129842,300
2025-10-23,0.04798834734169378,0.01670356634348329,300
2025-10-24,-0.04903960378682957,-5.950254927047819e-05,300
2025-10-27,0.02639005980191256,0.042508869792042395,300
2025-10-28,-0.0983465871786243,-0.11211592613955781,300
2025-10-29,-0.009646728566622565,0.05488180980753686,300
2025-10-30,-0.12082349573464328,-0.12143621932801,300
2025-10-31,-0.03039285334070453,-0.006465056988576556,300
2025-11-03,-0.029987961530476483,0.04355540937610251,300
2025-11-04,0.003169976374549127,0.07821967373108979,300
2025-11-05,0.05364452648924596,0.07339725400754954,300
2025-11-06,0.0632917965915735,0.08322946484062929,300
2025-11-07,0.13746819275193117,0.12651435086334248,300
2025-11-10,0.08520849131671643,0.1190741934182263,300
2025-11-11,0.036139574769599524,0.010819412172375371,300
2025-11-12,0.12752408840639107,0.11168016314646607,300
2025-11-13,0.1516799746840342,0.05733095422883977,300
2025-11-14,0.1523960746833361,0.10829077938407013,300
2025-11-17,0.019346204437731055,0.10640306658361462,300
2025-11-18,0.06737092285007736,0.10928151343206201,300
2025-11-19,0.20057662578662486,0.22879555387589193,300
2025-11-20,0.11195850039546572,0.13261231917151858,298
2025-11-21,0.13576039728569902,0.17314125553599352,298
2025-11-24,0.06063211083818644,0.018319056715701054,298
2025-11-25,0.05989288671822995,0.016969195959173445,298
2025-11-26,0.015225023376961291,0.058774825969618076,298
2025-11-27,-0.0012906146016519896,0.1063922390176713,298
2025-11-28,0.19880041342868884,0.08624755262952898,298
2025-12-01,0.18803397594286506,0.08870304183436373,298
2025-12-02,-0.032296987845821315,-0.05598515649725388,298
2025-12-03,0.02129567257901888,-0.04282250928348661,298
2025-12-04,0.006242840584618726,-0.020373181209827583,298
2025-12-05,-0.10989196807486919,-0.1021176900695354,298
2025-12-08,0.019741145119318897,-0.04656965432809133,298
2025-12-09,-0.0002214968397728345,0.012166281276662654,298
2025-12-10,-0.005635518136382355,-0.07785334898278362,298
2025-12-11,-0.0110805424732017,-0.05089223777359699,297
2025-12-12,-0.0750147868799871,-0.06984398465848238,297
2025-12-15,-0.06732619225230489,-0.07540944823660391,297
2025-12-16,-0.08918820798229403,-0.039636669846419906,297
2025-12-17,-0.08061618362991267,-0.014234756569459809,297
2025-12-18,-0.10776296495989135,-0.13415414844829918,299
2025-12-19,-0.0682668202514303,-0.10709868891347883,299
2025-12-22,-0.08460968171293952,-0.1407995029130017,298
2025-12-23,-0.09648156772279608,-0.18209918649588772,298
