obs,ic_mean,ic_std,ic_ir,ic_positive_ratio,ic_tstat,rank_ic_mean,rank_ic_std,rank_ic_ir,rank_ic_positive_ratio,rank_ic_tstat,factor
214.0,0.05576551163380188,0.1794954744002151,4.931879514299628,0.6448598130841121,4.544844980646712,0.031073384635034947,0.17808246283001083,2.7699228828332467,0.5887850467289719,2.5525502142383316,downside_vol_ratio_20
214.0,0.06830217978735904,0.23603010543345548,4.593750819772168,0.5934579439252337,4.233251298019211,0.006898770193870234,0.20722156076120718,0.5284902850297158,0.5654205607476636,0.4870164431782448,mom_20
214.0,0.05586514110585428,0.23733333810176793,3.7366500173754043,0.6728971962616822,3.4434124002142674,0.01207236045571093,0.21188853843164138,0.9044509081923564,0.5934579439252337,0.833473153271696,ma_gap_20
214.0,0.03791826047744414,0.16697796566642614,3.6048691923304963,0.5981308411214953,3.321973216731723,0.01810156595282702,0.18150702600518448,1.5831533215903038,0.514018691588785,1.458913666962451,ret_vol_corr_20
214.0,0.04708737589287959,0.23177726458632614,3.2250312400276853,0.6401869158878505,2.9719434550602832,0.011136007563069665,0.21180915502223924,0.8346128364543045,0.5420560747663551,0.7691156991050964,mom_10
214.0,0.016874073315167715,0.10102997307691639,2.651367722088735,0.602803738317757,2.4432987968674884,0.015026504360651442,0.09859050283135408,2.4194862063489473,0.5934579439252337,2.2296144317366866,amihud_20
214.0,0.024511824425497812,0.21230801435020327,1.8327765480403913,0.5514018691588785,1.6889474430299969,0.004319119232037247,0.20301899165720572,0.33772156814082704,0.5514018691588785,0.3112185059206466,mom_5
214.0,0.012438065927586152,0.12632816997781385,1.5629781975373325,0.5467289719626168,1.440321807404606,0.01413343014704512,0.13195814652346677,1.700245524503539,0.5467289719626168,1.5668169336866495,amount_ratio_20
214.0,0.01491254254883238,0.16720664485367223,1.4157886739874948,0.5467289719626168,1.3046831395560345,0.011629589085155954,0.1652914019899826,1.1169002210190664,0.5514018691588785,1.0292502784514121,morning_momentum_30m
214.0,0.009828946176715465,0.11528978731048659,1.3533695138179616,0.5514018691588785,1.2471623899168431,0.013554660307599374,0.12341417628322554,1.7435076598120411,0.5560747663551402,1.6066840265340763,vol_ratio_20
214.0,0.013776912902620038,0.19725404439342467,1.1087311944335887,0.5654205607476636,1.0217223249873968,-0.0019551792704415333,0.19528542974801608,-0.15893407280241445,0.5327102803738317,-0.14646155100412467,ma_gap_5
214.0,0.010897885381440355,0.17009035021608962,1.0170980716712053,0.5420560747663551,0.9372802097978203,-0.01338539397747669,0.1892980590090011,-1.1224972041580545,0.4158878504672897,-1.0344080323365672,minute_up_ratio_5m
214.0,0.008605669387815427,0.15182395021025932,0.8997972072470498,0.5186915887850467,0.829184656498532,0.005125022183169595,0.15242466029900306,0.5337535593160743,0.5,0.4918666763708373,last30_momentum
214.0,0.004459143176656898,0.10769642130542402,0.6572799966531773,0.5327102803738317,0.6056992440726515,0.0033770106022522326,0.1153340108653883,0.46480982468299004,0.5560747663551402,0.4283333752458383,turn_ratio_5
214.0,0.00452535886167254,0.11945601874207001,0.6013748457744932,0.5046728971962616,0.5541813098598232,0.0067934783656051064,0.12687159809876924,0.8500178713834458,0.5093457943925234,0.7833118073983739,minute_ret_skew_5m
214.0,0.004231355169846189,0.19623778169475514,0.3422922963615941,0.5186915887850467,0.31543054134280624,0.018424896980051914,0.20106379128435312,1.4546934093845252,0.5514018691588785,1.3405347841227597,breakout_20
214.0,0.0036165618803739603,0.16824238647848797,0.34124064227188394,0.514018691588785,0.3144614169355417,-0.001499074755900132,0.1772146200564301,-0.1342839208032722,0.5046728971962616,-0.12374584611704173,close_to_vwap_day
214.0,-0.0007760476047451178,0.1818140447258156,-0.06775809770249486,0.5280373831775701,-0.06244070832397149,-0.008191697005492198,0.18853426080109797,-0.6897375469063386,0.5280373831775701,-0.6356096532633995,open_to_close_intraday
214.0,-0.0015339229840270583,0.1836584909212905,-0.13258451789634848,0.4953271028037383,-0.12217980567561672,0.00432041799046712,0.19234370244827964,0.35657267954584904,0.48598130841121495,0.3285902561429131,rev_1
214.0,-0.0014776514566787388,0.14505722582672043,-0.16170852254438145,0.5186915887850467,-0.1490182728273718,-0.0033972018058052718,0.16230598328411025,-0.3322669053768728,0.5093457943925234,-0.30619190366647564,signed_vol_imbalance_5m
214.0,-0.012758208577482276,0.19435179633698008,-1.0420808360993739,0.4252336448598131,-0.9603024249968802,0.003966777341870354,0.1901632398470395,0.3311399099446357,0.46261682242990654,0.3051533504093322,rev_3
214.0,-0.009175394296016721,0.09120531491601008,-1.5969997917715293,0.5046728971962616,-1.4716735205477536,0.0029868236027932628,0.09778916292929404,0.48486308050654187,0.5560747663551402,0.4468129303142546,jump_ratio_5m
214.0,-0.08916536297682306,0.2886691432437236,-4.90338607057079,0.3364485981308411,-4.518587590469828,-0.0044954234161497875,0.2710197935789954,-0.2633115221586654,0.4205607476635514,-0.24264786809156258,atr_norm_14
214.0,-0.09442079696350918,0.2860968845670041,-5.239077267186277,0.32710280373831774,-4.827935060447882,-0.02159792273142757,0.2772725567453926,-1.2365320186105093,0.397196261682243,-1.1394938424380772,realized_vol_20
