signal_ts,ic,rank_ic,n,factor
2024-02-01,0.8789529566179313,1.0,3,amount_ratio_20
2024-02-05,-0.7026005648517699,-0.5,3,amount_ratio_20
2024-02-07,-0.36345504854331845,-0.5,3,amount_ratio_20
2024-02-19,-0.5319320400483402,-0.5,3,amount_ratio_20
2024-02-21,0.4323928476654173,0.5,3,amount_ratio_20
2024-02-23,-0.19854691864662463,0.5,3,amount_ratio_20
2024-02-01,0.9693499677877631,1.0,3,amihud_20
2024-02-05,-0.8302228311477591,-0.5,3,amihud_20
2024-02-07,0.9042305635040812,0.5,3,amihud_20
2024-02-19,0.7978015069799403,0.5,3,amihud_20
2024-02-21,0.4651317848936053,0.5,3,amihud_20
2024-02-23,-0.9846725990401184,-1.0,3,amihud_20
