factor,freq,category,description
amihud_1d,D,auto_panel,auto passthrough: amihud_1d
amihud_20,D,liquidity,negative amihud20
amihud_reversal_20,D,liquidity,illiquidity reversal
amount,D,auto_panel,auto passthrough: amount
amount_ma20,D,auto_panel,auto passthrough: amount_ma20
amount_ratio_20,D,liquidity,amount/amount_ma20
atr14,D,auto_panel,auto passthrough: atr14
atr_norm_14,D,volatility,atr14 norm negative
barra_beta_proxy,D,auto_panel,auto passthrough: barra_beta_proxy
barra_liquidity_proxy,D,auto_panel,auto passthrough: barra_liquidity_proxy
barra_momentum_proxy,D,auto_panel,auto passthrough: barra_momentum_proxy
barra_size_proxy,D,auto_panel,auto passthrough: barra_size_proxy
barra_volatility_proxy,D,auto_panel,auto passthrough: barra_volatility_proxy
body_ratio,D,price_action,body ratio
breakout_20,D,trend,close/rolling high20 - 1
breakout_strength_20,D,trend,breakout normalized by ATR
bridge_120min_close_dev,D,bridge,120min->D close deviation
bridge_120min_close_disp,D,bridge,120min->D close dispersion
bridge_120min_crowd_unwind,D,bridge,120min->D crowding unwind
bridge_120min_hilo_spread,D,bridge,120min->D high-low spread
bridge_120min_liq_pressure,D,bridge,120min->D liquidity pressure
bridge_120min_liq_pulse,D,bridge,120min->D liquidity pulse
bridge_120min_liq_trend_sync,D,bridge,120min->D liquidity-trend sync
bridge_120min_micro_shift,D,bridge,120min->D micro regime shift
bridge_120min_noise,D,bridge,120min->D noise-to-signal
bridge_120min_ret3_std,D,bridge,120min->D ret3 std
bridge_120min_trend_carry,D,bridge,120min->D trend carry
bridge_120min_vol_comp,D,bridge,120min->D volatility compression
bridge_15min_close_dev,D,bridge,15min->D close deviation
bridge_15min_close_disp,D,bridge,15min->D close dispersion
bridge_15min_crowd_unwind,D,bridge,15min->D crowding unwind
bridge_15min_hilo_spread,D,bridge,15min->D high-low spread
bridge_15min_liq_pressure,D,bridge,15min->D liquidity pressure
bridge_15min_liq_pulse,D,bridge,15min->D liquidity pulse
bridge_15min_liq_trend_sync,D,bridge,15min->D liquidity-trend sync
bridge_15min_micro_shift,D,bridge,15min->D micro regime shift
bridge_15min_noise,D,bridge,15min->D noise-to-signal
bridge_15min_ret3_std,D,bridge,15min->D ret3 std
bridge_15min_trend_carry,D,bridge,15min->D trend carry
bridge_15min_vol_comp,D,bridge,15min->D volatility compression
bridge_30min_close_dev,D,bridge,30min->D close deviation
bridge_30min_close_disp,D,bridge,30min->D close dispersion
bridge_30min_crowd_unwind,D,bridge,30min->D crowding unwind
bridge_30min_hilo_spread,D,bridge,30min->D high-low spread
bridge_30min_liq_pressure,D,bridge,30min->D liquidity pressure
bridge_30min_liq_pulse,D,bridge,30min->D liquidity pulse
bridge_30min_liq_trend_sync,D,bridge,30min->D liquidity-trend sync
bridge_30min_micro_shift,D,bridge,30min->D micro regime shift
bridge_30min_noise,D,bridge,30min->D noise-to-signal
bridge_30min_ret3_std,D,bridge,30min->D ret3 std
bridge_30min_trend_carry,D,bridge,30min->D trend carry
bridge_30min_vol_comp,D,bridge,30min->D volatility compression
bridge_5min_close_dev,D,bridge,5min->D close deviation
bridge_5min_close_disp,D,bridge,5min->D close dispersion
bridge_5min_crowd_unwind,D,bridge,5min->D crowding unwind
bridge_5min_hilo_spread,D,bridge,5min->D high-low spread
bridge_5min_liq_pressure,D,bridge,5min->D liquidity pressure
bridge_5min_liq_pulse,D,bridge,5min->D liquidity pulse
bridge_5min_liq_trend_sync,D,bridge,5min->D liquidity-trend sync
bridge_5min_micro_shift,D,bridge,5min->D micro regime shift
bridge_5min_noise,D,bridge,5min->D noise-to-signal
bridge_5min_ret3_std,D,bridge,5min->D ret3 std
bridge_5min_trend_carry,D,bridge,5min->D trend carry
bridge_5min_vol_comp,D,bridge,5min->D volatility compression
bridge_60min_close_dev,D,bridge,60min->D close deviation
bridge_60min_close_disp,D,bridge,60min->D close dispersion
bridge_60min_crowd_unwind,D,bridge,60min->D crowding unwind
bridge_60min_hilo_spread,D,bridge,60min->D high-low spread
bridge_60min_liq_pressure,D,bridge,60min->D liquidity pressure
bridge_60min_liq_pulse,D,bridge,60min->D liquidity pulse
bridge_60min_liq_trend_sync,D,bridge,60min->D liquidity-trend sync
bridge_60min_micro_shift,D,bridge,60min->D micro regime shift
bridge_60min_noise,D,bridge,60min->D noise-to-signal
bridge_60min_ret3_std,D,bridge,60min->D ret3 std
bridge_60min_trend_carry,D,bridge,60min->D trend carry
bridge_60min_vol_comp,D,bridge,60min->D volatility compression
candle_imbalance_alpha,D,price_action,body*close-position imbalance
close,D,auto_panel,auto passthrough: close
close_pos,D,price_action,close position in range
close_to_vwap_day,D,intraday_micro,close-vwap
crowding_proxy_raw,D,auto_panel,auto passthrough: crowding_proxy_raw
crowding_unwind_daily,D,crowding,crowding unwind with ret3
downside_vol_20,D,auto_panel,auto passthrough: downside_vol_20
downside_vol_ratio_20,D,volatility,downside ratio negative
fd_cashflow_disp,D,auto_panel,auto passthrough: fd_cashflow_disp
fd_cashflow_raw_01,D,auto_panel,auto passthrough: fd_cashflow_raw_01
fd_cashflow_raw_02,D,auto_panel,auto passthrough: fd_cashflow_raw_02
fd_cashflow_raw_03,D,auto_panel,auto passthrough: fd_cashflow_raw_03
fd_cashflow_raw_04,D,auto_panel,auto passthrough: fd_cashflow_raw_04
fd_cashflow_raw_05,D,auto_panel,auto passthrough: fd_cashflow_raw_05
fd_cashflow_raw_06,D,auto_panel,auto passthrough: fd_cashflow_raw_06
fd_cashflow_raw_07,D,auto_panel,auto passthrough: fd_cashflow_raw_07
fd_cashflow_raw_08,D,auto_panel,auto passthrough: fd_cashflow_raw_08
fd_cashflow_raw_09,D,auto_panel,auto passthrough: fd_cashflow_raw_09
fd_cashflow_raw_10,D,auto_panel,auto passthrough: fd_cashflow_raw_10
fd_cashflow_raw_11,D,auto_panel,auto passthrough: fd_cashflow_raw_11
fd_cashflow_raw_12,D,auto_panel,auto passthrough: fd_cashflow_raw_12
fd_cashflow_score,D,auto_panel,auto passthrough: fd_cashflow_score
fd_cashflow_trend,D,auto_panel,auto passthrough: fd_cashflow_trend
fd_efficiency_disp,D,auto_panel,auto passthrough: fd_efficiency_disp
fd_efficiency_raw_01,D,auto_panel,auto passthrough: fd_efficiency_raw_01
fd_efficiency_raw_02,D,auto_panel,auto passthrough: fd_efficiency_raw_02
fd_efficiency_raw_03,D,auto_panel,auto passthrough: fd_efficiency_raw_03
fd_efficiency_raw_04,D,auto_panel,auto passthrough: fd_efficiency_raw_04
fd_efficiency_raw_05,D,auto_panel,auto passthrough: fd_efficiency_raw_05
fd_efficiency_raw_06,D,auto_panel,auto passthrough: fd_efficiency_raw_06
fd_efficiency_raw_07,D,auto_panel,auto passthrough: fd_efficiency_raw_07
fd_efficiency_raw_08,D,auto_panel,auto passthrough: fd_efficiency_raw_08
fd_efficiency_raw_09,D,auto_panel,auto passthrough: fd_efficiency_raw_09
fd_efficiency_raw_10,D,auto_panel,auto passthrough: fd_efficiency_raw_10
fd_efficiency_raw_11,D,auto_panel,auto passthrough: fd_efficiency_raw_11
fd_efficiency_raw_12,D,auto_panel,auto passthrough: fd_efficiency_raw_12
fd_efficiency_score,D,auto_panel,auto passthrough: fd_efficiency_score
fd_efficiency_trend,D,auto_panel,auto passthrough: fd_efficiency_trend
fd_expectation_disp,D,auto_panel,auto passthrough: fd_expectation_disp
fd_expectation_raw_01,D,auto_panel,auto passthrough: fd_expectation_raw_01
fd_expectation_raw_02,D,auto_panel,auto passthrough: fd_expectation_raw_02
fd_expectation_raw_03,D,auto_panel,auto passthrough: fd_expectation_raw_03
fd_expectation_raw_04,D,auto_panel,auto passthrough: fd_expectation_raw_04
fd_expectation_raw_05,D,auto_panel,auto passthrough: fd_expectation_raw_05
fd_expectation_raw_06,D,auto_panel,auto passthrough: fd_expectation_raw_06
fd_expectation_raw_07,D,auto_panel,auto passthrough: fd_expectation_raw_07
fd_expectation_raw_08,D,auto_panel,auto passthrough: fd_expectation_raw_08
fd_expectation_raw_09,D,auto_panel,auto passthrough: fd_expectation_raw_09
fd_expectation_raw_10,D,auto_panel,auto passthrough: fd_expectation_raw_10
fd_expectation_raw_11,D,auto_panel,auto passthrough: fd_expectation_raw_11
fd_expectation_raw_12,D,auto_panel,auto passthrough: fd_expectation_raw_12
fd_expectation_score,D,auto_panel,auto passthrough: fd_expectation_score
fd_expectation_trend,D,auto_panel,auto passthrough: fd_expectation_trend
fd_growth_disp,D,auto_panel,auto passthrough: fd_growth_disp
fd_growth_raw_01,D,auto_panel,auto passthrough: fd_growth_raw_01
fd_growth_raw_02,D,auto_panel,auto passthrough: fd_growth_raw_02
fd_growth_raw_03,D,auto_panel,auto passthrough: fd_growth_raw_03
fd_growth_raw_04,D,auto_panel,auto passthrough: fd_growth_raw_04
fd_growth_raw_05,D,auto_panel,auto passthrough: fd_growth_raw_05
fd_growth_raw_06,D,auto_panel,auto passthrough: fd_growth_raw_06
fd_growth_raw_07,D,auto_panel,auto passthrough: fd_growth_raw_07
fd_growth_raw_08,D,auto_panel,auto passthrough: fd_growth_raw_08
fd_growth_raw_09,D,auto_panel,auto passthrough: fd_growth_raw_09
fd_growth_raw_10,D,auto_panel,auto passthrough: fd_growth_raw_10
fd_growth_raw_11,D,auto_panel,auto passthrough: fd_growth_raw_11
fd_growth_raw_12,D,auto_panel,auto passthrough: fd_growth_raw_12
fd_growth_score,D,auto_panel,auto passthrough: fd_growth_score
fd_growth_trend,D,auto_panel,auto passthrough: fd_growth_trend
fd_hf_cashflow_flow,D,auto_panel,auto passthrough: fd_hf_cashflow_flow
fd_hf_cashflow_intraday,D,auto_panel,auto passthrough: fd_hf_cashflow_intraday
fd_hf_cashflow_jump,D,auto_panel,auto passthrough: fd_hf_cashflow_jump
fd_hf_cashflow_sentiment,D,auto_panel,auto passthrough: fd_hf_cashflow_sentiment
fd_hf_cashflow_vwap,D,auto_panel,auto passthrough: fd_hf_cashflow_vwap
fd_hf_efficiency_flow,D,auto_panel,auto passthrough: fd_hf_efficiency_flow
fd_hf_efficiency_intraday,D,auto_panel,auto passthrough: fd_hf_efficiency_intraday
fd_hf_efficiency_jump,D,auto_panel,auto passthrough: fd_hf_efficiency_jump
fd_hf_efficiency_sentiment,D,auto_panel,auto passthrough: fd_hf_efficiency_sentiment
fd_hf_efficiency_vwap,D,auto_panel,auto passthrough: fd_hf_efficiency_vwap
fd_hf_expectation_flow,D,auto_panel,auto passthrough: fd_hf_expectation_flow
fd_hf_expectation_intraday,D,auto_panel,auto passthrough: fd_hf_expectation_intraday
fd_hf_expectation_jump,D,auto_panel,auto passthrough: fd_hf_expectation_jump
fd_hf_expectation_sentiment,D,auto_panel,auto passthrough: fd_hf_expectation_sentiment
fd_hf_expectation_vwap,D,auto_panel,auto passthrough: fd_hf_expectation_vwap
fd_hf_fusion_disp,D,auto_panel,auto passthrough: fd_hf_fusion_disp
fd_hf_fusion_score,D,auto_panel,auto passthrough: fd_hf_fusion_score
fd_hf_growth_flow,D,auto_panel,auto passthrough: fd_hf_growth_flow
fd_hf_growth_intraday,D,auto_panel,auto passthrough: fd_hf_growth_intraday
fd_hf_growth_jump,D,auto_panel,auto passthrough: fd_hf_growth_jump
fd_hf_growth_sentiment,D,auto_panel,auto passthrough: fd_hf_growth_sentiment
fd_hf_growth_vwap,D,auto_panel,auto passthrough: fd_hf_growth_vwap
fd_hf_leverage_flow,D,auto_panel,auto passthrough: fd_hf_leverage_flow
fd_hf_leverage_intraday,D,auto_panel,auto passthrough: fd_hf_leverage_intraday
fd_hf_leverage_jump,D,auto_panel,auto passthrough: fd_hf_leverage_jump
fd_hf_leverage_sentiment,D,auto_panel,auto passthrough: fd_hf_leverage_sentiment
fd_hf_leverage_vwap,D,auto_panel,auto passthrough: fd_hf_leverage_vwap
fd_hf_profitability_flow,D,auto_panel,auto passthrough: fd_hf_profitability_flow
fd_hf_profitability_intraday,D,auto_panel,auto passthrough: fd_hf_profitability_intraday
fd_hf_profitability_jump,D,auto_panel,auto passthrough: fd_hf_profitability_jump
fd_hf_profitability_sentiment,D,auto_panel,auto passthrough: fd_hf_profitability_sentiment
fd_hf_profitability_vwap,D,auto_panel,auto passthrough: fd_hf_profitability_vwap
fd_hf_quality_flow,D,auto_panel,auto passthrough: fd_hf_quality_flow
fd_hf_quality_intraday,D,auto_panel,auto passthrough: fd_hf_quality_intraday
fd_hf_quality_jump,D,auto_panel,auto passthrough: fd_hf_quality_jump
fd_hf_quality_sentiment,D,auto_panel,auto passthrough: fd_hf_quality_sentiment
fd_hf_quality_vwap,D,auto_panel,auto passthrough: fd_hf_quality_vwap
fd_hf_valuation_flow,D,auto_panel,auto passthrough: fd_hf_valuation_flow
fd_hf_valuation_intraday,D,auto_panel,auto passthrough: fd_hf_valuation_intraday
fd_hf_valuation_jump,D,auto_panel,auto passthrough: fd_hf_valuation_jump
fd_hf_valuation_sentiment,D,auto_panel,auto passthrough: fd_hf_valuation_sentiment
fd_hf_valuation_vwap,D,auto_panel,auto passthrough: fd_hf_valuation_vwap
fd_leverage_disp,D,auto_panel,auto passthrough: fd_leverage_disp
fd_leverage_raw_01,D,auto_panel,auto passthrough: fd_leverage_raw_01
fd_leverage_raw_02,D,auto_panel,auto passthrough: fd_leverage_raw_02
fd_leverage_raw_03,D,auto_panel,auto passthrough: fd_leverage_raw_03
fd_leverage_raw_04,D,auto_panel,auto passthrough: fd_leverage_raw_04
fd_leverage_raw_05,D,auto_panel,auto passthrough: fd_leverage_raw_05
fd_leverage_raw_06,D,auto_panel,auto passthrough: fd_leverage_raw_06
fd_leverage_raw_07,D,auto_panel,auto passthrough: fd_leverage_raw_07
fd_leverage_raw_08,D,auto_panel,auto passthrough: fd_leverage_raw_08
fd_leverage_raw_09,D,auto_panel,auto passthrough: fd_leverage_raw_09
fd_leverage_raw_10,D,auto_panel,auto passthrough: fd_leverage_raw_10
fd_leverage_raw_11,D,auto_panel,auto passthrough: fd_leverage_raw_11
fd_leverage_raw_12,D,auto_panel,auto passthrough: fd_leverage_raw_12
fd_leverage_score,D,auto_panel,auto passthrough: fd_leverage_score
fd_leverage_trend,D,auto_panel,auto passthrough: fd_leverage_trend
fd_profitability_disp,D,auto_panel,auto passthrough: fd_profitability_disp
fd_profitability_raw_01,D,auto_panel,auto passthrough: fd_profitability_raw_01
fd_profitability_raw_02,D,auto_panel,auto passthrough: fd_profitability_raw_02
fd_profitability_raw_03,D,auto_panel,auto passthrough: fd_profitability_raw_03
fd_profitability_raw_04,D,auto_panel,auto passthrough: fd_profitability_raw_04
fd_profitability_raw_05,D,auto_panel,auto passthrough: fd_profitability_raw_05
fd_profitability_raw_06,D,auto_panel,auto passthrough: fd_profitability_raw_06
fd_profitability_raw_07,D,auto_panel,auto passthrough: fd_profitability_raw_07
fd_profitability_raw_08,D,auto_panel,auto passthrough: fd_profitability_raw_08
fd_profitability_raw_09,D,auto_panel,auto passthrough: fd_profitability_raw_09
fd_profitability_raw_10,D,auto_panel,auto passthrough: fd_profitability_raw_10
fd_profitability_raw_11,D,auto_panel,auto passthrough: fd_profitability_raw_11
fd_profitability_raw_12,D,auto_panel,auto passthrough: fd_profitability_raw_12
fd_profitability_score,D,auto_panel,auto passthrough: fd_profitability_score
fd_profitability_trend,D,auto_panel,auto passthrough: fd_profitability_trend
fd_quality_disp,D,auto_panel,auto passthrough: fd_quality_disp
fd_quality_raw_01,D,auto_panel,auto passthrough: fd_quality_raw_01
fd_quality_raw_02,D,auto_panel,auto passthrough: fd_quality_raw_02
fd_quality_raw_03,D,auto_panel,auto passthrough: fd_quality_raw_03
fd_quality_raw_04,D,auto_panel,auto passthrough: fd_quality_raw_04
fd_quality_raw_05,D,auto_panel,auto passthrough: fd_quality_raw_05
fd_quality_raw_06,D,auto_panel,auto passthrough: fd_quality_raw_06
fd_quality_raw_07,D,auto_panel,auto passthrough: fd_quality_raw_07
fd_quality_raw_08,D,auto_panel,auto passthrough: fd_quality_raw_08
fd_quality_raw_09,D,auto_panel,auto passthrough: fd_quality_raw_09
fd_quality_raw_10,D,auto_panel,auto passthrough: fd_quality_raw_10
fd_quality_raw_11,D,auto_panel,auto passthrough: fd_quality_raw_11
fd_quality_raw_12,D,auto_panel,auto passthrough: fd_quality_raw_12
fd_quality_score,D,auto_panel,auto passthrough: fd_quality_score
fd_quality_trend,D,auto_panel,auto passthrough: fd_quality_trend
fd_valuation_disp,D,auto_panel,auto passthrough: fd_valuation_disp
fd_valuation_raw_01,D,auto_panel,auto passthrough: fd_valuation_raw_01
fd_valuation_raw_02,D,auto_panel,auto passthrough: fd_valuation_raw_02
fd_valuation_raw_03,D,auto_panel,auto passthrough: fd_valuation_raw_03
fd_valuation_raw_04,D,auto_panel,auto passthrough: fd_valuation_raw_04
fd_valuation_raw_05,D,auto_panel,auto passthrough: fd_valuation_raw_05
fd_valuation_raw_06,D,auto_panel,auto passthrough: fd_valuation_raw_06
fd_valuation_raw_07,D,auto_panel,auto passthrough: fd_valuation_raw_07
fd_valuation_raw_08,D,auto_panel,auto passthrough: fd_valuation_raw_08
fd_valuation_raw_09,D,auto_panel,auto passthrough: fd_valuation_raw_09
fd_valuation_raw_10,D,auto_panel,auto passthrough: fd_valuation_raw_10
fd_valuation_raw_11,D,auto_panel,auto passthrough: fd_valuation_raw_11
fd_valuation_raw_12,D,auto_panel,auto passthrough: fd_valuation_raw_12
fd_valuation_score,D,auto_panel,auto passthrough: fd_valuation_score
fd_valuation_trend,D,auto_panel,auto passthrough: fd_valuation_trend
fdsrc_ak_abs__c_079e230f0262,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_079e230f0262
fdsrc_ak_abs__c_0a8825683d89,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_0a8825683d89
fdsrc_ak_abs__c_0b9eccbdd8fd,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_0b9eccbdd8fd
fdsrc_ak_abs__c_0d0f225e5421,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_0d0f225e5421
fdsrc_ak_abs__c_120afe306698,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_120afe306698
fdsrc_ak_abs__c_13381cdec4d1,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_13381cdec4d1
fdsrc_ak_abs__c_13f778cc41e1,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_13f778cc41e1
fdsrc_ak_abs__c_18faf3e5aff7,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_18faf3e5aff7
fdsrc_ak_abs__c_2863c7c2c6b7,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_2863c7c2c6b7
fdsrc_ak_abs__c_28fc4bdd5504,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_28fc4bdd5504
fdsrc_ak_abs__c_30aa59c864d4,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_30aa59c864d4
fdsrc_ak_abs__c_31e9c5e04be7,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_31e9c5e04be7
fdsrc_ak_abs__c_33ab0ffae4f9,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_33ab0ffae4f9
fdsrc_ak_abs__c_365ef1b4dc12,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_365ef1b4dc12
fdsrc_ak_abs__c_3b72d3560739,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_3b72d3560739
fdsrc_ak_abs__c_448eecefcc79,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_448eecefcc79
fdsrc_ak_abs__c_4d4a27fe86df,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_4d4a27fe86df
fdsrc_ak_abs__c_4e0c5f851e17,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_4e0c5f851e17
fdsrc_ak_abs__c_519a78130bfa,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_519a78130bfa
fdsrc_ak_abs__c_52b1adfd5e27,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_52b1adfd5e27
fdsrc_ak_abs__c_56962e04aa09,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_56962e04aa09
fdsrc_ak_abs__c_5b6afa3dc552,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_5b6afa3dc552
fdsrc_ak_abs__c_5fbddce650d2,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_5fbddce650d2
fdsrc_ak_abs__c_61443ace6b4d,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_61443ace6b4d
fdsrc_ak_abs__c_6462e8798d11,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_6462e8798d11
fdsrc_ak_abs__c_6884a02fe033,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_6884a02fe033
fdsrc_ak_abs__c_6b20eb4a933a,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_6b20eb4a933a
fdsrc_ak_abs__c_6da67d46e9c8,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_6da67d46e9c8
fdsrc_ak_abs__c_6da69d73a971,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_6da69d73a971
fdsrc_ak_abs__c_7133ee3c8f00,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_7133ee3c8f00
fdsrc_ak_abs__c_745aca1f6deb,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_745aca1f6deb
fdsrc_ak_abs__c_74a2d1b38958,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_74a2d1b38958
fdsrc_ak_abs__c_78041ecb971d,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_78041ecb971d
fdsrc_ak_abs__c_7893c4adb63b,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_7893c4adb63b
fdsrc_ak_abs__c_78cf9229ef68,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_78cf9229ef68
fdsrc_ak_abs__c_79f7f043c1d3,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_79f7f043c1d3
fdsrc_ak_abs__c_81034df29b73,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_81034df29b73
fdsrc_ak_abs__c_8193da4521de,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_8193da4521de
fdsrc_ak_abs__c_81c8561b73e9,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_81c8561b73e9
fdsrc_ak_abs__c_88ff35eabd2e,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_88ff35eabd2e
fdsrc_ak_abs__c_958b72f7a16c,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_958b72f7a16c
fdsrc_ak_abs__c_9f3d03e3ba92,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_9f3d03e3ba92
fdsrc_ak_abs__c_a9cc5d87f725,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_a9cc5d87f725
fdsrc_ak_abs__c_add0eb27ddec,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_add0eb27ddec
fdsrc_ak_abs__c_b0ba08ceadc7,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_b0ba08ceadc7
fdsrc_ak_abs__c_b1681bec924d,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_b1681bec924d
fdsrc_ak_abs__c_b3e5b5b18662,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_b3e5b5b18662
fdsrc_ak_abs__c_baa71249e3fb,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_baa71249e3fb
fdsrc_ak_abs__c_bb07c8ec3764,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_bb07c8ec3764
fdsrc_ak_abs__c_bb777e6f3658,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_bb777e6f3658
fdsrc_ak_abs__c_be72fe13b117,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_be72fe13b117
fdsrc_ak_abs__c_bfa9901272c5,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_bfa9901272c5
fdsrc_ak_abs__c_c24c35fcebde,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_c24c35fcebde
fdsrc_ak_abs__c_c314530fcbfc,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_c314530fcbfc
fdsrc_ak_abs__c_c84dc9e82286,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_c84dc9e82286
fdsrc_ak_abs__c_c99f869f6462,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_c99f869f6462
fdsrc_ak_abs__c_ca8b8112a770,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_ca8b8112a770
fdsrc_ak_abs__c_cab521096896,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_cab521096896
fdsrc_ak_abs__c_cf9ad414fd72,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_cf9ad414fd72
fdsrc_ak_abs__c_d40bc3bb4023,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_d40bc3bb4023
fdsrc_ak_abs__c_d49b1f649343,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_d49b1f649343
fdsrc_ak_abs__c_d7fa026b6f91,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_d7fa026b6f91
fdsrc_ak_abs__c_da03b6fd2ca8,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_da03b6fd2ca8
fdsrc_ak_abs__c_e13379a2a3ab,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_e13379a2a3ab
fdsrc_ak_abs__c_e3a7db35289c,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_e3a7db35289c
fdsrc_ak_abs__c_e7c02a806c36,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_e7c02a806c36
fdsrc_ak_abs__c_e92f4aa5ea61,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_e92f4aa5ea61
fdsrc_ak_abs__c_ea35ceb64aec,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_ea35ceb64aec
fdsrc_ak_abs__c_eb8529d70b37,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_eb8529d70b37
fdsrc_ak_abs__c_f0b3214f4c31,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_f0b3214f4c31
fdsrc_ak_abs__c_f10fc7a2bb85,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_f10fc7a2bb85
fdsrc_ak_abs__c_f23a45d3d19b,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_f23a45d3d19b
fdsrc_ak_abs__c_f4e184dea0da,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_f4e184dea0da
fdsrc_ak_abs__c_f53da4bf6b3d,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_f53da4bf6b3d
fdsrc_ak_abs__c_f96df2a2c03d,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_f96df2a2c03d
fdsrc_ak_abs__c_fb83cc8401e6,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_fb83cc8401e6
fdsrc_ak_abs__c_fcd8876970ee,D,auto_panel,auto passthrough: fdsrc_ak_abs__c_fcd8876970ee
fdsrc_ak_abs__roa,D,auto_panel,auto passthrough: fdsrc_ak_abs__roa
fdsrc_ak_abs__roe,D,auto_panel,auto passthrough: fdsrc_ak_abs__roe
fdsrc_ak_em__accounts_payable_tr,D,auto_panel,auto passthrough: fdsrc_ak_em__accounts_payable_tr
fdsrc_ak_em__avg_net_profit,D,auto_panel,auto passthrough: fdsrc_ak_em__avg_net_profit
fdsrc_ak_em__avg_toi,D,auto_panel,auto passthrough: fdsrc_ak_em__avg_toi
fdsrc_ak_em__bldkbbl,D,auto_panel,auto passthrough: fdsrc_ak_em__bldkbbl
fdsrc_ak_em__bps,D,auto_panel,auto passthrough: fdsrc_ak_em__bps
fdsrc_ak_em__bpstz,D,auto_panel,auto passthrough: fdsrc_ak_em__bpstz
fdsrc_ak_em__ca_ta,D,auto_panel,auto passthrough: fdsrc_ak_em__ca_ta
