factor,freq,category,description
fund_leverage_diff_fd_leverage_raw_03__fd_leverage_raw_08,D,fundamental_leverage,fund_leverage diff fd_leverage_raw_03-fd_leverage_raw_08
fund_leverage_diff_fd_leverage_raw_03__fd_leverage_raw_09,D,fundamental_leverage,fund_leverage diff fd_leverage_raw_03-fd_leverage_raw_09
fund_leverage_diff_fd_leverage_raw_04__fd_leverage_raw_05,D,fundamental_leverage,fund_leverage diff fd_leverage_raw_04-fd_leverage_raw_05
fund_leverage_diff_fd_leverage_raw_04__fd_leverage_raw_06,D,fundamental_leverage,fund_leverage diff fd_leverage_raw_04-fd_leverage_raw_06
fund_leverage_diff_fd_leverage_raw_04__fd_leverage_raw_07,D,fundamental_leverage,fund_leverage diff fd_leverage_raw_04-fd_leverage_raw_07
fund_leverage_diff_fd_leverage_raw_04__fd_leverage_raw_08,D,fundamental_leverage,fund_leverage diff fd_leverage_raw_04-fd_leverage_raw_08
fund_leverage_diff_fd_leverage_raw_04__fd_leverage_raw_09,D,fundamental_leverage,fund_leverage diff fd_leverage_raw_04-fd_leverage_raw_09
fund_leverage_diff_fd_leverage_raw_05__fd_leverage_raw_06,D,fundamental_leverage,fund_leverage diff fd_leverage_raw_05-fd_leverage_raw_06
fund_leverage_diff_fd_leverage_raw_05__fd_leverage_raw_07,D,fundamental_leverage,fund_leverage diff fd_leverage_raw_05-fd_leverage_raw_07
fund_leverage_diff_fd_leverage_raw_05__fd_leverage_raw_08,D,fundamental_leverage,fund_leverage diff fd_leverage_raw_05-fd_leverage_raw_08
fund_leverage_diff_fd_leverage_raw_05__fd_leverage_raw_09,D,fundamental_leverage,fund_leverage diff fd_leverage_raw_05-fd_leverage_raw_09
fund_leverage_diff_fd_leverage_raw_06__fd_leverage_raw_07,D,fundamental_leverage,fund_leverage diff fd_leverage_raw_06-fd_leverage_raw_07
fund_leverage_diff_fd_leverage_raw_06__fd_leverage_raw_08,D,fundamental_leverage,fund_leverage diff fd_leverage_raw_06-fd_leverage_raw_08
fund_leverage_diff_fd_leverage_raw_06__fd_leverage_raw_09,D,fundamental_leverage,fund_leverage diff fd_leverage_raw_06-fd_leverage_raw_09
fund_leverage_diff_fd_leverage_raw_07__fd_leverage_raw_08,D,fundamental_leverage,fund_leverage diff fd_leverage_raw_07-fd_leverage_raw_08
fund_leverage_diff_fd_leverage_raw_07__fd_leverage_raw_09,D,fundamental_leverage,fund_leverage diff fd_leverage_raw_07-fd_leverage_raw_09
fund_leverage_diff_fd_leverage_raw_08__fd_leverage_raw_09,D,fundamental_leverage,fund_leverage diff fd_leverage_raw_08-fd_leverage_raw_09
fund_leverage_lvl_fd_leverage_disp,D,fundamental_leverage,fund_leverage level fd_leverage_disp
fund_leverage_lvl_fd_leverage_raw_01,D,fundamental_leverage,fund_leverage level fd_leverage_raw_01
fund_leverage_lvl_fd_leverage_raw_02,D,fundamental_leverage,fund_leverage level fd_leverage_raw_02
fund_leverage_lvl_fd_leverage_raw_03,D,fundamental_leverage,fund_leverage level fd_leverage_raw_03
fund_leverage_lvl_fd_leverage_raw_04,D,fundamental_leverage,fund_leverage level fd_leverage_raw_04
fund_leverage_lvl_fd_leverage_raw_05,D,fundamental_leverage,fund_leverage level fd_leverage_raw_05
fund_leverage_lvl_fd_leverage_raw_06,D,fundamental_leverage,fund_leverage level fd_leverage_raw_06
fund_leverage_lvl_fd_leverage_raw_07,D,fundamental_leverage,fund_leverage level fd_leverage_raw_07
fund_leverage_lvl_fd_leverage_raw_08,D,fundamental_leverage,fund_leverage level fd_leverage_raw_08
fund_leverage_lvl_fd_leverage_raw_09,D,fundamental_leverage,fund_leverage level fd_leverage_raw_09
fund_leverage_lvl_fd_leverage_raw_10,D,fundamental_leverage,fund_leverage level fd_leverage_raw_10
fund_leverage_lvl_fd_leverage_raw_11,D,fundamental_leverage,fund_leverage level fd_leverage_raw_11
fund_leverage_lvl_fd_leverage_raw_12,D,fundamental_leverage,fund_leverage level fd_leverage_raw_12
fund_leverage_lvl_fd_leverage_score,D,fundamental_leverage,fund_leverage level fd_leverage_score
fund_leverage_lvl_fd_leverage_trend,D,fundamental_leverage,fund_leverage level fd_leverage_trend
fund_leverage_neg_fd_leverage_disp,D,fundamental_leverage,fund_leverage negative fd_leverage_disp
fund_leverage_neg_fd_leverage_raw_01,D,fundamental_leverage,fund_leverage negative fd_leverage_raw_01
fund_leverage_neg_fd_leverage_raw_02,D,fundamental_leverage,fund_leverage negative fd_leverage_raw_02
fund_leverage_neg_fd_leverage_raw_03,D,fundamental_leverage,fund_leverage negative fd_leverage_raw_03
fund_leverage_neg_fd_leverage_raw_04,D,fundamental_leverage,fund_leverage negative fd_leverage_raw_04
fund_leverage_neg_fd_leverage_raw_05,D,fundamental_leverage,fund_leverage negative fd_leverage_raw_05
fund_leverage_neg_fd_leverage_raw_06,D,fundamental_leverage,fund_leverage negative fd_leverage_raw_06
fund_leverage_neg_fd_leverage_raw_07,D,fundamental_leverage,fund_leverage negative fd_leverage_raw_07
fund_leverage_neg_fd_leverage_raw_08,D,fundamental_leverage,fund_leverage negative fd_leverage_raw_08
fund_leverage_neg_fd_leverage_raw_09,D,fundamental_leverage,fund_leverage negative fd_leverage_raw_09
fund_leverage_neg_fd_leverage_raw_10,D,fundamental_leverage,fund_leverage negative fd_leverage_raw_10
fund_leverage_neg_fd_leverage_raw_11,D,fundamental_leverage,fund_leverage negative fd_leverage_raw_11
fund_leverage_neg_fd_leverage_raw_12,D,fundamental_leverage,fund_leverage negative fd_leverage_raw_12
fund_leverage_neg_fd_leverage_score,D,fundamental_leverage,fund_leverage negative fd_leverage_score
fund_leverage_neg_fd_leverage_trend,D,fundamental_leverage,fund_leverage negative fd_leverage_trend
fund_leverage_ratio_fd_leverage_raw_01__fd_leverage_raw_02,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_01/fd_leverage_raw_02
fund_leverage_ratio_fd_leverage_raw_01__fd_leverage_raw_03,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_01/fd_leverage_raw_03
fund_leverage_ratio_fd_leverage_raw_01__fd_leverage_raw_04,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_01/fd_leverage_raw_04
fund_leverage_ratio_fd_leverage_raw_01__fd_leverage_raw_05,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_01/fd_leverage_raw_05
fund_leverage_ratio_fd_leverage_raw_01__fd_leverage_raw_06,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_01/fd_leverage_raw_06
fund_leverage_ratio_fd_leverage_raw_01__fd_leverage_raw_07,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_01/fd_leverage_raw_07
fund_leverage_ratio_fd_leverage_raw_01__fd_leverage_raw_08,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_01/fd_leverage_raw_08
fund_leverage_ratio_fd_leverage_raw_01__fd_leverage_raw_09,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_01/fd_leverage_raw_09
fund_leverage_ratio_fd_leverage_raw_02__fd_leverage_raw_03,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_02/fd_leverage_raw_03
fund_leverage_ratio_fd_leverage_raw_02__fd_leverage_raw_04,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_02/fd_leverage_raw_04
fund_leverage_ratio_fd_leverage_raw_02__fd_leverage_raw_05,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_02/fd_leverage_raw_05
fund_leverage_ratio_fd_leverage_raw_02__fd_leverage_raw_06,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_02/fd_leverage_raw_06
fund_leverage_ratio_fd_leverage_raw_02__fd_leverage_raw_07,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_02/fd_leverage_raw_07
fund_leverage_ratio_fd_leverage_raw_02__fd_leverage_raw_08,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_02/fd_leverage_raw_08
fund_leverage_ratio_fd_leverage_raw_02__fd_leverage_raw_09,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_02/fd_leverage_raw_09
fund_leverage_ratio_fd_leverage_raw_03__fd_leverage_raw_04,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_03/fd_leverage_raw_04
fund_leverage_ratio_fd_leverage_raw_03__fd_leverage_raw_05,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_03/fd_leverage_raw_05
fund_leverage_ratio_fd_leverage_raw_03__fd_leverage_raw_06,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_03/fd_leverage_raw_06
fund_leverage_ratio_fd_leverage_raw_03__fd_leverage_raw_07,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_03/fd_leverage_raw_07
fund_leverage_ratio_fd_leverage_raw_03__fd_leverage_raw_08,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_03/fd_leverage_raw_08
fund_leverage_ratio_fd_leverage_raw_03__fd_leverage_raw_09,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_03/fd_leverage_raw_09
fund_leverage_ratio_fd_leverage_raw_04__fd_leverage_raw_05,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_04/fd_leverage_raw_05
fund_leverage_ratio_fd_leverage_raw_04__fd_leverage_raw_06,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_04/fd_leverage_raw_06
fund_leverage_ratio_fd_leverage_raw_04__fd_leverage_raw_07,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_04/fd_leverage_raw_07
fund_leverage_ratio_fd_leverage_raw_04__fd_leverage_raw_08,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_04/fd_leverage_raw_08
fund_leverage_ratio_fd_leverage_raw_04__fd_leverage_raw_09,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_04/fd_leverage_raw_09
fund_leverage_ratio_fd_leverage_raw_05__fd_leverage_raw_06,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_05/fd_leverage_raw_06
fund_leverage_ratio_fd_leverage_raw_05__fd_leverage_raw_07,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_05/fd_leverage_raw_07
fund_leverage_ratio_fd_leverage_raw_05__fd_leverage_raw_08,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_05/fd_leverage_raw_08
fund_leverage_ratio_fd_leverage_raw_05__fd_leverage_raw_09,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_05/fd_leverage_raw_09
fund_leverage_ratio_fd_leverage_raw_06__fd_leverage_raw_07,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_06/fd_leverage_raw_07
fund_leverage_ratio_fd_leverage_raw_06__fd_leverage_raw_08,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_06/fd_leverage_raw_08
fund_leverage_ratio_fd_leverage_raw_06__fd_leverage_raw_09,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_06/fd_leverage_raw_09
fund_leverage_ratio_fd_leverage_raw_07__fd_leverage_raw_08,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_07/fd_leverage_raw_08
fund_leverage_ratio_fd_leverage_raw_07__fd_leverage_raw_09,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_07/fd_leverage_raw_09
fund_leverage_ratio_fd_leverage_raw_08__fd_leverage_raw_09,D,fundamental_leverage,fund_leverage ratio fd_leverage_raw_08/fd_leverage_raw_09
fund_leverage_rel_fd_leverage_disp_to_fd_leverage_raw_01,D,fundamental_leverage,fund_leverage rel fd_leverage_disp to fd_leverage_raw_01
fund_leverage_rel_fd_leverage_disp_to_fd_leverage_raw_02,D,fundamental_leverage,fund_leverage rel fd_leverage_disp to fd_leverage_raw_02
fund_leverage_rel_fd_leverage_disp_to_fd_leverage_raw_03,D,fundamental_leverage,fund_leverage rel fd_leverage_disp to fd_leverage_raw_03
fund_leverage_rel_fd_leverage_raw_01_to_fd_leverage_raw_02,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_01 to fd_leverage_raw_02
fund_leverage_rel_fd_leverage_raw_01_to_fd_leverage_raw_03,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_01 to fd_leverage_raw_03
fund_leverage_rel_fd_leverage_raw_02_to_fd_leverage_raw_01,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_02 to fd_leverage_raw_01
fund_leverage_rel_fd_leverage_raw_02_to_fd_leverage_raw_03,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_02 to fd_leverage_raw_03
fund_leverage_rel_fd_leverage_raw_03_to_fd_leverage_raw_01,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_03 to fd_leverage_raw_01
fund_leverage_rel_fd_leverage_raw_03_to_fd_leverage_raw_02,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_03 to fd_leverage_raw_02
fund_leverage_rel_fd_leverage_raw_04_to_fd_leverage_raw_01,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_04 to fd_leverage_raw_01
fund_leverage_rel_fd_leverage_raw_04_to_fd_leverage_raw_02,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_04 to fd_leverage_raw_02
fund_leverage_rel_fd_leverage_raw_04_to_fd_leverage_raw_03,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_04 to fd_leverage_raw_03
fund_leverage_rel_fd_leverage_raw_05_to_fd_leverage_raw_01,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_05 to fd_leverage_raw_01
fund_leverage_rel_fd_leverage_raw_05_to_fd_leverage_raw_02,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_05 to fd_leverage_raw_02
fund_leverage_rel_fd_leverage_raw_05_to_fd_leverage_raw_03,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_05 to fd_leverage_raw_03
fund_leverage_rel_fd_leverage_raw_06_to_fd_leverage_raw_01,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_06 to fd_leverage_raw_01
fund_leverage_rel_fd_leverage_raw_06_to_fd_leverage_raw_02,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_06 to fd_leverage_raw_02
fund_leverage_rel_fd_leverage_raw_06_to_fd_leverage_raw_03,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_06 to fd_leverage_raw_03
fund_leverage_rel_fd_leverage_raw_07_to_fd_leverage_raw_01,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_07 to fd_leverage_raw_01
fund_leverage_rel_fd_leverage_raw_07_to_fd_leverage_raw_02,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_07 to fd_leverage_raw_02
fund_leverage_rel_fd_leverage_raw_07_to_fd_leverage_raw_03,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_07 to fd_leverage_raw_03
fund_leverage_rel_fd_leverage_raw_08_to_fd_leverage_raw_01,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_08 to fd_leverage_raw_01
fund_leverage_rel_fd_leverage_raw_08_to_fd_leverage_raw_02,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_08 to fd_leverage_raw_02
fund_leverage_rel_fd_leverage_raw_08_to_fd_leverage_raw_03,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_08 to fd_leverage_raw_03
fund_leverage_rel_fd_leverage_raw_09_to_fd_leverage_raw_01,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_09 to fd_leverage_raw_01
fund_leverage_rel_fd_leverage_raw_09_to_fd_leverage_raw_02,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_09 to fd_leverage_raw_02
fund_leverage_rel_fd_leverage_raw_09_to_fd_leverage_raw_03,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_09 to fd_leverage_raw_03
fund_leverage_rel_fd_leverage_raw_10_to_fd_leverage_raw_01,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_10 to fd_leverage_raw_01
fund_leverage_rel_fd_leverage_raw_10_to_fd_leverage_raw_02,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_10 to fd_leverage_raw_02
fund_leverage_rel_fd_leverage_raw_10_to_fd_leverage_raw_03,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_10 to fd_leverage_raw_03
fund_leverage_rel_fd_leverage_raw_11_to_fd_leverage_raw_01,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_11 to fd_leverage_raw_01
fund_leverage_rel_fd_leverage_raw_11_to_fd_leverage_raw_02,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_11 to fd_leverage_raw_02
fund_leverage_rel_fd_leverage_raw_11_to_fd_leverage_raw_03,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_11 to fd_leverage_raw_03
fund_leverage_rel_fd_leverage_raw_12_to_fd_leverage_raw_01,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_12 to fd_leverage_raw_01
fund_leverage_rel_fd_leverage_raw_12_to_fd_leverage_raw_02,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_12 to fd_leverage_raw_02
fund_leverage_rel_fd_leverage_raw_12_to_fd_leverage_raw_03,D,fundamental_leverage,fund_leverage rel fd_leverage_raw_12 to fd_leverage_raw_03
fund_leverage_rel_fd_leverage_score_to_fd_leverage_raw_01,D,fundamental_leverage,fund_leverage rel fd_leverage_score to fd_leverage_raw_01
fund_leverage_rel_fd_leverage_score_to_fd_leverage_raw_02,D,fundamental_leverage,fund_leverage rel fd_leverage_score to fd_leverage_raw_02
fund_leverage_rel_fd_leverage_score_to_fd_leverage_raw_03,D,fundamental_leverage,fund_leverage rel fd_leverage_score to fd_leverage_raw_03
fund_leverage_rel_fd_leverage_trend_to_fd_leverage_raw_01,D,fundamental_leverage,fund_leverage rel fd_leverage_trend to fd_leverage_raw_01
fund_leverage_rel_fd_leverage_trend_to_fd_leverage_raw_02,D,fundamental_leverage,fund_leverage rel fd_leverage_trend to fd_leverage_raw_02
fund_leverage_rel_fd_leverage_trend_to_fd_leverage_raw_03,D,fundamental_leverage,fund_leverage rel fd_leverage_trend to fd_leverage_raw_03
fund_leverage_sym_fd_leverage_raw_01__fd_leverage_raw_02,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_01,fd_leverage_raw_02"
fund_leverage_sym_fd_leverage_raw_01__fd_leverage_raw_03,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_01,fd_leverage_raw_03"
fund_leverage_sym_fd_leverage_raw_01__fd_leverage_raw_04,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_01,fd_leverage_raw_04"
fund_leverage_sym_fd_leverage_raw_01__fd_leverage_raw_05,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_01,fd_leverage_raw_05"
fund_leverage_sym_fd_leverage_raw_01__fd_leverage_raw_06,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_01,fd_leverage_raw_06"
fund_leverage_sym_fd_leverage_raw_01__fd_leverage_raw_07,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_01,fd_leverage_raw_07"
fund_leverage_sym_fd_leverage_raw_01__fd_leverage_raw_08,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_01,fd_leverage_raw_08"
fund_leverage_sym_fd_leverage_raw_01__fd_leverage_raw_09,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_01,fd_leverage_raw_09"
fund_leverage_sym_fd_leverage_raw_02__fd_leverage_raw_03,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_02,fd_leverage_raw_03"
fund_leverage_sym_fd_leverage_raw_02__fd_leverage_raw_04,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_02,fd_leverage_raw_04"
fund_leverage_sym_fd_leverage_raw_02__fd_leverage_raw_05,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_02,fd_leverage_raw_05"
fund_leverage_sym_fd_leverage_raw_02__fd_leverage_raw_06,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_02,fd_leverage_raw_06"
fund_leverage_sym_fd_leverage_raw_02__fd_leverage_raw_07,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_02,fd_leverage_raw_07"
fund_leverage_sym_fd_leverage_raw_02__fd_leverage_raw_08,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_02,fd_leverage_raw_08"
fund_leverage_sym_fd_leverage_raw_02__fd_leverage_raw_09,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_02,fd_leverage_raw_09"
fund_leverage_sym_fd_leverage_raw_03__fd_leverage_raw_04,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_03,fd_leverage_raw_04"
fund_leverage_sym_fd_leverage_raw_03__fd_leverage_raw_05,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_03,fd_leverage_raw_05"
fund_leverage_sym_fd_leverage_raw_03__fd_leverage_raw_06,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_03,fd_leverage_raw_06"
fund_leverage_sym_fd_leverage_raw_03__fd_leverage_raw_07,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_03,fd_leverage_raw_07"
fund_leverage_sym_fd_leverage_raw_03__fd_leverage_raw_08,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_03,fd_leverage_raw_08"
fund_leverage_sym_fd_leverage_raw_03__fd_leverage_raw_09,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_03,fd_leverage_raw_09"
fund_leverage_sym_fd_leverage_raw_04__fd_leverage_raw_05,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_04,fd_leverage_raw_05"
fund_leverage_sym_fd_leverage_raw_04__fd_leverage_raw_06,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_04,fd_leverage_raw_06"
fund_leverage_sym_fd_leverage_raw_04__fd_leverage_raw_07,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_04,fd_leverage_raw_07"
fund_leverage_sym_fd_leverage_raw_04__fd_leverage_raw_08,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_04,fd_leverage_raw_08"
fund_leverage_sym_fd_leverage_raw_04__fd_leverage_raw_09,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_04,fd_leverage_raw_09"
fund_leverage_sym_fd_leverage_raw_05__fd_leverage_raw_06,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_05,fd_leverage_raw_06"
fund_leverage_sym_fd_leverage_raw_05__fd_leverage_raw_07,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_05,fd_leverage_raw_07"
fund_leverage_sym_fd_leverage_raw_05__fd_leverage_raw_08,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_05,fd_leverage_raw_08"
fund_leverage_sym_fd_leverage_raw_05__fd_leverage_raw_09,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_05,fd_leverage_raw_09"
fund_leverage_sym_fd_leverage_raw_06__fd_leverage_raw_07,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_06,fd_leverage_raw_07"
fund_leverage_sym_fd_leverage_raw_06__fd_leverage_raw_08,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_06,fd_leverage_raw_08"
fund_leverage_sym_fd_leverage_raw_06__fd_leverage_raw_09,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_06,fd_leverage_raw_09"
fund_leverage_sym_fd_leverage_raw_07__fd_leverage_raw_08,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_07,fd_leverage_raw_08"
fund_leverage_sym_fd_leverage_raw_07__fd_leverage_raw_09,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_07,fd_leverage_raw_09"
fund_leverage_sym_fd_leverage_raw_08__fd_leverage_raw_09,D,fundamental_leverage,"fund_leverage symmetric spread fd_leverage_raw_08,fd_leverage_raw_09"
fund_leverage_tanh_fd_leverage_disp,D,fundamental_leverage,fund_leverage tanh fd_leverage_disp
fund_leverage_tanh_fd_leverage_raw_01,D,fundamental_leverage,fund_leverage tanh fd_leverage_raw_01
fund_leverage_tanh_fd_leverage_raw_02,D,fundamental_leverage,fund_leverage tanh fd_leverage_raw_02
fund_leverage_tanh_fd_leverage_raw_03,D,fundamental_leverage,fund_leverage tanh fd_leverage_raw_03
fund_leverage_tanh_fd_leverage_raw_04,D,fundamental_leverage,fund_leverage tanh fd_leverage_raw_04
fund_leverage_tanh_fd_leverage_raw_05,D,fundamental_leverage,fund_leverage tanh fd_leverage_raw_05
fund_leverage_tanh_fd_leverage_raw_06,D,fundamental_leverage,fund_leverage tanh fd_leverage_raw_06
fund_leverage_tanh_fd_leverage_raw_07,D,fundamental_leverage,fund_leverage tanh fd_leverage_raw_07
fund_leverage_tanh_fd_leverage_raw_08,D,fundamental_leverage,fund_leverage tanh fd_leverage_raw_08
fund_leverage_tanh_fd_leverage_raw_09,D,fundamental_leverage,fund_leverage tanh fd_leverage_raw_09
fund_leverage_tanh_fd_leverage_raw_10,D,fundamental_leverage,fund_leverage tanh fd_leverage_raw_10
fund_leverage_tanh_fd_leverage_raw_11,D,fundamental_leverage,fund_leverage tanh fd_leverage_raw_11
fund_leverage_tanh_fd_leverage_raw_12,D,fundamental_leverage,fund_leverage tanh fd_leverage_raw_12
fund_leverage_tanh_fd_leverage_score,D,fundamental_leverage,fund_leverage tanh fd_leverage_score
fund_leverage_tanh_fd_leverage_trend,D,fundamental_leverage,fund_leverage tanh fd_leverage_trend
fund_profitability_diff_fd_profitability_raw_01__fd_profitability_raw_02,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_01-fd_profitability_raw_02
fund_profitability_diff_fd_profitability_raw_01__fd_profitability_raw_03,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_01-fd_profitability_raw_03
fund_profitability_diff_fd_profitability_raw_01__fd_profitability_raw_04,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_01-fd_profitability_raw_04
fund_profitability_diff_fd_profitability_raw_01__fd_profitability_raw_05,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_01-fd_profitability_raw_05
fund_profitability_diff_fd_profitability_raw_01__fd_profitability_raw_06,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_01-fd_profitability_raw_06
fund_profitability_diff_fd_profitability_raw_01__fd_profitability_raw_07,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_01-fd_profitability_raw_07
fund_profitability_diff_fd_profitability_raw_01__fd_profitability_raw_08,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_01-fd_profitability_raw_08
fund_profitability_diff_fd_profitability_raw_01__fd_profitability_raw_09,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_01-fd_profitability_raw_09
fund_profitability_diff_fd_profitability_raw_02__fd_profitability_raw_03,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_02-fd_profitability_raw_03
fund_profitability_diff_fd_profitability_raw_02__fd_profitability_raw_04,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_02-fd_profitability_raw_04
fund_profitability_diff_fd_profitability_raw_02__fd_profitability_raw_05,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_02-fd_profitability_raw_05
fund_profitability_diff_fd_profitability_raw_02__fd_profitability_raw_06,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_02-fd_profitability_raw_06
fund_profitability_diff_fd_profitability_raw_02__fd_profitability_raw_07,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_02-fd_profitability_raw_07
fund_profitability_diff_fd_profitability_raw_02__fd_profitability_raw_08,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_02-fd_profitability_raw_08
fund_profitability_diff_fd_profitability_raw_02__fd_profitability_raw_09,D,fundamental_profitability,fund_profitability diff fd_profitability_raw_02-fd_profitability_raw_09
