factor,freq,factor_group_label,factor_package,factor_packages,name_cn,meaning_cn,formula_cn,description,used_in_run,factor_group_key
g_liquidity_ratio_amount_ratio_20__amihud_20,D,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交额比率20/amihud20比值,衡量 成交额比率20 相对 amihud20 的比例关系，体现结构性偏离。,g_liquidity_ratio_amount_ratio_20__amihud_20 = 列(成交额比率20) / (|列(amihud20)| + EPS),g_liquidity ratio amount_ratio_20/amihud_20,True,price_volume
g_liquidity_ratio_amount_ratio_20__ret_vol_corr_20,D,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交额比率20/收益成交量corr20比值,衡量 成交额比率20 相对 收益成交量corr20 的比例关系，体现结构性偏离。,g_liquidity_ratio_amount_ratio_20__ret_vol_corr_20 = 列(成交额比率20) / (|列(收益成交量corr20)| + EPS),g_liquidity ratio amount_ratio_20/ret_vol_corr_20,True,price_volume
g_liquidity_ratio_vol_ratio_5__amihud_20,D,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交量ratio5/amihud20比值,衡量 成交量ratio5 相对 amihud20 的比例关系，体现结构性偏离。,g_liquidity_ratio_vol_ratio_5__amihud_20 = 列(成交量ratio5) / (|列(amihud20)| + EPS),g_liquidity ratio vol_ratio_5/amihud_20,True,price_volume
g_liquidity_ratio_vol_ratio_5__ret_vol_corr_20,D,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·成交量ratio5/收益成交量corr20比值,衡量 成交量ratio5 相对 收益成交量corr20 的比例关系，体现结构性偏离。,g_liquidity_ratio_vol_ratio_5__ret_vol_corr_20 = 列(成交量ratio5) / (|列(收益成交量corr20)| + EPS),g_liquidity ratio vol_ratio_5/ret_vol_corr_20,True,price_volume
g_liquidity_sym_amihud_20__ret_vol_corr_20,D,Price-Volume / Non-Fundamental Packages,liquidity,liquidity,量价流动性包·amihud20-收益成交量corr20对称价差,构造 amihud20 与 收益成交量corr20 的对称归一化价差，减少量纲影响。,g_liquidity_sym_amihud_20__ret_vol_corr_20 = (列(amihud20) - 列(收益成交量corr20)) / (|列(amihud20)| + |列(收益成交量corr20)| + EPS),"g_liquidity symmetric spread amihud_20,ret_vol_corr_20",True,price_volume
