factor,factor_freq,factor_group,factor_package,start_time,end_time,obs_count,code_count,updated_at
bridge_120min_close_dev,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.608666+08:00
bridge_120min_close_disp,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.611651+08:00
bridge_120min_crowd_unwind,D,price_volume,bridge,2023-07-27 00:00:00,2025-12-19 00:00:00,8735,15,2026-04-23T20:19:56.614725+08:00
bridge_120min_hilo_spread,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.617630+08:00
bridge_120min_liq_pressure,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.620680+08:00
bridge_120min_liq_pulse,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.623596+08:00
bridge_120min_liq_trend_sync,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.626586+08:00
bridge_120min_micro_shift,D,price_volume,bridge,2023-07-26 00:00:00,2025-12-19 00:00:00,8750,15,2026-04-23T20:19:56.630056+08:00
bridge_120min_noise,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.632953+08:00
bridge_120min_ret3_std,D,price_volume,bridge,2023-07-26 00:00:00,2025-12-19 00:00:00,8750,15,2026-04-23T20:19:56.635992+08:00
bridge_120min_trend_carry,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.638819+08:00
bridge_120min_vol_comp,D,price_volume,bridge,2023-07-28 00:00:00,2025-12-19 00:00:00,8720,15,2026-04-23T20:19:56.642348+08:00
bridge_15min_close_dev,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.645357+08:00
bridge_15min_close_disp,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.647745+08:00
bridge_15min_crowd_unwind,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.652713+08:00
bridge_15min_hilo_spread,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.660764+08:00
bridge_15min_liq_pressure,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.668577+08:00
bridge_15min_liq_pulse,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.676081+08:00
bridge_15min_liq_trend_sync,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.683036+08:00
bridge_15min_micro_shift,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.687385+08:00
bridge_15min_noise,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.690391+08:00
bridge_15min_ret3_std,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.693917+08:00
bridge_15min_trend_carry,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.697214+08:00
bridge_15min_vol_comp,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.700345+08:00
bridge_30min_close_dev,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.703888+08:00
bridge_30min_close_disp,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.706921+08:00
bridge_30min_crowd_unwind,D,price_volume,bridge,2023-07-26 00:00:00,2025-12-19 00:00:00,8750,15,2026-04-23T20:19:56.709939+08:00
bridge_30min_hilo_spread,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.712990+08:00
bridge_30min_liq_pressure,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.715904+08:00
bridge_30min_liq_pulse,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.718851+08:00
bridge_30min_liq_trend_sync,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.721794+08:00
bridge_30min_micro_shift,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.724585+08:00
bridge_30min_noise,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.727746+08:00
bridge_30min_ret3_std,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.731300+08:00
bridge_30min_trend_carry,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.734232+08:00
bridge_30min_vol_comp,D,price_volume,bridge,2023-07-26 00:00:00,2025-12-19 00:00:00,8750,15,2026-04-23T20:19:56.737144+08:00
bridge_5min_close_dev,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.740089+08:00
bridge_5min_close_disp,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.743208+08:00
bridge_5min_crowd_unwind,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.746211+08:00
bridge_5min_hilo_spread,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.749218+08:00
bridge_5min_liq_pressure,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.752190+08:00
bridge_5min_liq_pulse,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.755517+08:00
bridge_5min_liq_trend_sync,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.758698+08:00
bridge_5min_micro_shift,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.761669+08:00
bridge_5min_noise,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.764583+08:00
bridge_5min_ret3_std,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.767612+08:00
bridge_5min_trend_carry,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.770589+08:00
bridge_5min_vol_comp,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.773792+08:00
bridge_60min_close_dev,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.776707+08:00
bridge_60min_close_disp,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.779623+08:00
bridge_60min_crowd_unwind,D,price_volume,bridge,2023-07-27 00:00:00,2025-12-19 00:00:00,8735,15,2026-04-23T20:19:56.782660+08:00
bridge_60min_hilo_spread,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.786087+08:00
bridge_60min_liq_pressure,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.789115+08:00
bridge_60min_liq_pulse,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.792009+08:00
bridge_60min_liq_trend_sync,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.794994+08:00
bridge_60min_micro_shift,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.797747+08:00
bridge_60min_noise,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:19:56.800949+08:00
bridge_60min_ret3_std,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:20:02.419023+08:00
bridge_60min_trend_carry,D,price_volume,bridge,2023-07-25 00:00:00,2025-12-19 00:00:00,8765,15,2026-04-23T20:20:02.423920+08:00
bridge_60min_vol_comp,D,price_volume,bridge,2023-07-27 00:00:00,2025-12-19 00:00:00,8735,15,2026-04-23T20:20:02.442219+08:00
g_context_diff_barra_beta_proxy__ret_20d,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:55.568940+08:00
g_context_diff_barra_liquidity_proxy__barra_beta_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:55.571882+08:00
g_context_diff_barra_liquidity_proxy__ret_20d,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:55.574668+08:00
g_context_diff_barra_momentum_proxy__barra_beta_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:55.577644+08:00
g_context_diff_barra_momentum_proxy__barra_liquidity_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:55.581148+08:00
g_context_diff_barra_momentum_proxy__barra_volatility_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:55.584070+08:00
g_context_diff_barra_momentum_proxy__ret_20d,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:55.587014+08:00
g_context_diff_barra_size_proxy__barra_beta_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:55.589828+08:00
g_context_diff_barra_size_proxy__barra_liquidity_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:55.592597+08:00
g_context_diff_barra_size_proxy__barra_momentum_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:55.595954+08:00
g_context_diff_barra_size_proxy__barra_volatility_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:55.598787+08:00
g_context_diff_barra_size_proxy__ret_20d,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.904880+08:00
g_context_diff_barra_volatility_proxy__barra_beta_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.909173+08:00
g_context_diff_barra_volatility_proxy__barra_liquidity_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.913041+08:00
g_context_diff_barra_volatility_proxy__ret_20d,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.917176+08:00
g_context_lvl_amihud_20,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.920856+08:00
g_context_lvl_barra_beta_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.924547+08:00
g_context_lvl_barra_liquidity_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.927175+08:00
g_context_lvl_barra_momentum_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.930926+08:00
g_context_lvl_barra_size_proxy,D,price_volume,context,2023-08-21 00:00:00,2025-12-19 00:00:00,8480,15,2026-04-23T20:21:57.933555+08:00
g_context_lvl_barra_volatility_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.936746+08:00
g_context_lvl_crowding_proxy_raw,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.940000+08:00
g_context_lvl_realized_vol_20,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.943199+08:00
g_context_lvl_ret_20d,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.945963+08:00
g_context_neg_amihud_20,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.949192+08:00
g_context_neg_barra_beta_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.952020+08:00
g_context_neg_barra_liquidity_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.955488+08:00
g_context_neg_barra_momentum_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.958524+08:00
g_context_neg_barra_size_proxy,D,price_volume,context,2023-08-21 00:00:00,2025-12-19 00:00:00,8480,15,2026-04-23T20:21:57.962072+08:00
g_context_neg_barra_volatility_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.965061+08:00
g_context_neg_crowding_proxy_raw,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.968158+08:00
g_context_neg_realized_vol_20,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.971105+08:00
g_context_neg_ret_20d,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.973984+08:00
g_context_ratio_barra_beta_proxy__ret_20d,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.977182+08:00
g_context_ratio_barra_liquidity_proxy__barra_beta_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.979846+08:00
g_context_ratio_barra_liquidity_proxy__ret_20d,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.983070+08:00
g_context_ratio_barra_momentum_proxy__barra_beta_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.986305+08:00
g_context_ratio_barra_momentum_proxy__barra_liquidity_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.989040+08:00
g_context_ratio_barra_momentum_proxy__barra_volatility_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.992248+08:00
g_context_ratio_barra_momentum_proxy__ret_20d,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.995591+08:00
g_context_ratio_barra_size_proxy__barra_beta_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:57.998523+08:00
g_context_ratio_barra_size_proxy__barra_liquidity_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.002147+08:00
g_context_ratio_barra_size_proxy__barra_momentum_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.005162+08:00
g_context_ratio_barra_size_proxy__barra_volatility_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.008396+08:00
g_context_ratio_barra_size_proxy__ret_20d,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.011113+08:00
g_context_ratio_barra_volatility_proxy__barra_beta_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.014424+08:00
g_context_ratio_barra_volatility_proxy__barra_liquidity_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.017191+08:00
g_context_ratio_barra_volatility_proxy__ret_20d,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.020531+08:00
g_context_rel_amihud_20_to_barra_momentum_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.023232+08:00
g_context_rel_amihud_20_to_barra_size_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.026498+08:00
g_context_rel_barra_beta_proxy_to_barra_momentum_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.029702+08:00
g_context_rel_barra_beta_proxy_to_barra_size_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.032489+08:00
g_context_rel_barra_liquidity_proxy_to_barra_momentum_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.035668+08:00
g_context_rel_barra_liquidity_proxy_to_barra_size_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.039135+08:00
g_context_rel_barra_momentum_proxy_to_barra_size_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.042036+08:00
g_context_rel_barra_size_proxy_to_barra_momentum_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.044753+08:00
g_context_rel_barra_volatility_proxy_to_barra_momentum_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.047824+08:00
g_context_rel_barra_volatility_proxy_to_barra_size_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.050948+08:00
g_context_rel_crowding_proxy_raw_to_barra_momentum_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.053866+08:00
g_context_rel_crowding_proxy_raw_to_barra_size_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.057126+08:00
g_context_rel_realized_vol_20_to_barra_momentum_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.059992+08:00
g_context_rel_realized_vol_20_to_barra_size_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.062842+08:00
g_context_rel_ret_20d_to_barra_momentum_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.066215+08:00
g_context_rel_ret_20d_to_barra_size_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.069443+08:00
g_context_sym_barra_beta_proxy__ret_20d,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.072627+08:00
g_context_sym_barra_liquidity_proxy__barra_beta_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.075339+08:00
g_context_sym_barra_liquidity_proxy__ret_20d,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.078626+08:00
g_context_sym_barra_momentum_proxy__barra_beta_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.081808+08:00
g_context_sym_barra_momentum_proxy__barra_liquidity_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.084514+08:00
g_context_sym_barra_momentum_proxy__barra_volatility_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.087802+08:00
g_context_sym_barra_momentum_proxy__ret_20d,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.090503+08:00
g_context_sym_barra_size_proxy__barra_beta_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.093808+08:00
g_context_sym_barra_size_proxy__barra_liquidity_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.096531+08:00
g_context_sym_barra_size_proxy__barra_momentum_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.099801+08:00
g_context_sym_barra_size_proxy__barra_volatility_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:21:58.103442+08:00
g_context_sym_barra_size_proxy__ret_20d,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:22:01.215783+08:00
g_context_sym_barra_volatility_proxy__barra_beta_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:22:01.218868+08:00
g_context_sym_barra_volatility_proxy__barra_liquidity_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:22:01.221875+08:00
g_context_sym_barra_volatility_proxy__ret_20d,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:22:01.224798+08:00
g_context_tanh_amihud_20,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:22:01.227792+08:00
g_context_tanh_barra_beta_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:22:01.230878+08:00
g_context_tanh_barra_liquidity_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:22:01.233906+08:00
g_context_tanh_barra_momentum_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:22:01.237359+08:00
g_context_tanh_barra_size_proxy,D,price_volume,context,2023-08-21 00:00:00,2025-12-19 00:00:00,8480,15,2026-04-23T20:22:01.240336+08:00
g_context_tanh_barra_volatility_proxy,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:22:01.243259+08:00
g_context_tanh_crowding_proxy_raw,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:22:01.246943+08:00
g_context_tanh_realized_vol_20,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:22:01.249883+08:00
g_context_tanh_ret_20d,D,price_volume,context,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:22:01.252855+08:00
crowding_unwind_daily,D,price_volume,crowding,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:20:02.463699+08:00
ret_vol_corr_20,D,price_volume,flow,2023-08-22 00:00:00,2025-12-19 00:00:00,8465,15,2026-04-23T20:22:33.961214+08:00
turnover_pressure_reversal,D,price_volume,flow,2023-07-31 00:00:00,2025-12-19 00:00:00,8705,15,2026-04-23T20:23:15.353119+08:00
volume_price_confirmation_20,D,price_volume,flow,2023-08-21 00:00:00,2025-12-19 00:00:00,8480,15,2026-04-23T20:23:15.364884+08:00
fund_cashflow_diff_fd_cashflow_raw_01__fd_cashflow_raw_02,D,fundamental,fund_cashflow,2023-07-26 00:00:00,2025-12-19 00:00:00,4070,15,2026-04-23T20:20:02.471444+08:00
fund_cashflow_diff_fd_cashflow_raw_01__fd_cashflow_raw_03,D,fundamental,fund_cashflow,2023-07-26 00:00:00,2025-12-19 00:00:00,3122,11,2026-04-23T20:20:02.474148+08:00
fund_cashflow_diff_fd_cashflow_raw_01__fd_cashflow_raw_04,D,fundamental,fund_cashflow,2023-07-26 00:00:00,2025-12-19 00:00:00,3122,11,2026-04-23T20:20:02.477378+08:00
fund_cashflow_diff_fd_cashflow_raw_01__fd_cashflow_raw_05,D,fundamental,fund_cashflow,2023-07-26 00:00:00,2025-12-19 00:00:00,3122,11,2026-04-23T20:20:02.481219+08:00
fund_cashflow_diff_fd_cashflow_raw_01__fd_cashflow_raw_06,D,fundamental,fund_cashflow,2023-07-26 00:00:00,2025-12-19 00:00:00,3122,11,2026-04-23T20:20:02.485289+08:00
fund_cashflow_diff_fd_cashflow_raw_01__fd_cashflow_raw_07,D,fundamental,fund_cashflow,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:02.489643+08:00
fund_cashflow_diff_fd_cashflow_raw_01__fd_cashflow_raw_08,D,fundamental,fund_cashflow,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:02.493582+08:00
fund_cashflow_diff_fd_cashflow_raw_01__fd_cashflow_raw_09,D,fundamental,fund_cashflow,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:02.498209+08:00
fund_cashflow_diff_fd_cashflow_raw_02__fd_cashflow_raw_03,D,fundamental,fund_cashflow,2023-07-26 00:00:00,2025-12-19 00:00:00,2975,11,2026-04-23T20:20:02.501716+08:00
fund_cashflow_diff_fd_cashflow_raw_02__fd_cashflow_raw_04,D,fundamental,fund_cashflow,2023-07-26 00:00:00,2025-12-19 00:00:00,2975,11,2026-04-23T20:20:02.505754+08:00
fund_cashflow_diff_fd_cashflow_raw_02__fd_cashflow_raw_05,D,fundamental,fund_cashflow,2023-07-26 00:00:00,2025-12-19 00:00:00,2975,11,2026-04-23T20:20:02.509358+08:00
fund_cashflow_diff_fd_cashflow_raw_02__fd_cashflow_raw_06,D,fundamental,fund_cashflow,2023-07-26 00:00:00,2025-12-19 00:00:00,2975,11,2026-04-23T20:20:02.512611+08:00
fund_cashflow_diff_fd_cashflow_raw_02__fd_cashflow_raw_07,D,fundamental,fund_cashflow,2023-07-26 00:00:00,2025-12-19 00:00:00,4070,15,2026-04-23T20:20:02.515356+08:00
fund_cashflow_diff_fd_cashflow_raw_02__fd_cashflow_raw_08,D,fundamental,fund_cashflow,2023-07-26 00:00:00,2025-12-19 00:00:00,4070,15,2026-04-23T20:20:02.518016+08:00
fund_cashflow_diff_fd_cashflow_raw_02__fd_cashflow_raw_09,D,fundamental,fund_cashflow,2023-07-26 00:00:00,2025-12-19 00:00:00,4070,15,2026-04-23T20:20:02.521158+08:00
fund_cashflow_diff_fd_cashflow_raw_03__fd_cashflow_raw_04,D,fundamental,fund_cashflow,2023-07-26 00:00:00,2025-12-19 00:00:00,3122,11,2026-04-23T20:20:02.523845+08:00
