factor,factor_freq,factor_group,factor_package,start_time,end_time,obs_count,code_count,updated_at
fund_efficiency_sym_fd_efficiency_raw_02__fd_efficiency_raw_08,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,3122,11,2026-04-23T20:20:19.001082+08:00
fund_efficiency_sym_fd_efficiency_raw_02__fd_efficiency_raw_09,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,3122,11,2026-04-23T20:20:19.003929+08:00
fund_efficiency_sym_fd_efficiency_raw_03__fd_efficiency_raw_04,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,3122,11,2026-04-23T20:20:19.006091+08:00
fund_efficiency_sym_fd_efficiency_raw_03__fd_efficiency_raw_05,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,3122,11,2026-04-23T20:20:19.008779+08:00
fund_efficiency_sym_fd_efficiency_raw_03__fd_efficiency_raw_06,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,3122,11,2026-04-23T20:20:19.011046+08:00
fund_efficiency_sym_fd_efficiency_raw_03__fd_efficiency_raw_07,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,3122,11,2026-04-23T20:20:19.013905+08:00
fund_efficiency_sym_fd_efficiency_raw_03__fd_efficiency_raw_08,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,3122,11,2026-04-23T20:20:19.016296+08:00
fund_efficiency_sym_fd_efficiency_raw_03__fd_efficiency_raw_09,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,3122,11,2026-04-23T20:20:19.018928+08:00
fund_efficiency_sym_fd_efficiency_raw_04__fd_efficiency_raw_05,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:19.021845+08:00
fund_efficiency_sym_fd_efficiency_raw_04__fd_efficiency_raw_06,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:19.024778+08:00
fund_efficiency_sym_fd_efficiency_raw_04__fd_efficiency_raw_07,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:19.027705+08:00
fund_efficiency_sym_fd_efficiency_raw_04__fd_efficiency_raw_08,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:19.030121+08:00
fund_efficiency_sym_fd_efficiency_raw_04__fd_efficiency_raw_09,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:19.033294+08:00
fund_efficiency_sym_fd_efficiency_raw_05__fd_efficiency_raw_06,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:19.036237+08:00
fund_efficiency_sym_fd_efficiency_raw_05__fd_efficiency_raw_07,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:19.038499+08:00
fund_efficiency_sym_fd_efficiency_raw_05__fd_efficiency_raw_08,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:19.041363+08:00
fund_efficiency_sym_fd_efficiency_raw_05__fd_efficiency_raw_09,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:19.044171+08:00
fund_efficiency_sym_fd_efficiency_raw_06__fd_efficiency_raw_07,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:19.046443+08:00
fund_efficiency_sym_fd_efficiency_raw_06__fd_efficiency_raw_08,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:19.049498+08:00
fund_efficiency_sym_fd_efficiency_raw_06__fd_efficiency_raw_09,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:19.051845+08:00
fund_efficiency_sym_fd_efficiency_raw_07__fd_efficiency_raw_08,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:19.055297+08:00
fund_efficiency_sym_fd_efficiency_raw_07__fd_efficiency_raw_09,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:19.058293+08:00
fund_efficiency_sym_fd_efficiency_raw_08__fd_efficiency_raw_09,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:19.060993+08:00
fund_efficiency_tanh_fd_efficiency_disp,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:19.063806+08:00
fund_efficiency_tanh_fd_efficiency_raw_01,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.585858+08:00
fund_efficiency_tanh_fd_efficiency_raw_02,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,3122,11,2026-04-23T20:20:23.589156+08:00
fund_efficiency_tanh_fd_efficiency_raw_03,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,3122,11,2026-04-23T20:20:23.591938+08:00
fund_efficiency_tanh_fd_efficiency_raw_04,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.594685+08:00
fund_efficiency_tanh_fd_efficiency_raw_05,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.597350+08:00
fund_efficiency_tanh_fd_efficiency_raw_06,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.600179+08:00
fund_efficiency_tanh_fd_efficiency_raw_07,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.602948+08:00
fund_efficiency_tanh_fd_efficiency_raw_08,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.605698+08:00
fund_efficiency_tanh_fd_efficiency_raw_09,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.608912+08:00
fund_efficiency_tanh_fd_efficiency_raw_10,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.611627+08:00
fund_efficiency_tanh_fd_efficiency_raw_11,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.614464+08:00
fund_efficiency_tanh_fd_efficiency_raw_12,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.617225+08:00
fund_efficiency_tanh_fd_efficiency_score,D,fundamental,fund_efficiency,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.619837+08:00
fund_efficiency_tanh_fd_efficiency_trend,D,fundamental,fund_efficiency,2023-10-31 00:00:00,2025-12-19 00:00:00,1531,15,2026-04-23T20:20:23.622058+08:00
fund_expectation_diff_fd_expectation_raw_01__fd_expectation_raw_02,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.624812+08:00
fund_expectation_diff_fd_expectation_raw_01__fd_expectation_raw_03,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.627614+08:00
fund_expectation_diff_fd_expectation_raw_01__fd_expectation_raw_04,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.630350+08:00
fund_expectation_diff_fd_expectation_raw_01__fd_expectation_raw_05,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.633145+08:00
fund_expectation_diff_fd_expectation_raw_01__fd_expectation_raw_06,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.635433+08:00
fund_expectation_diff_fd_expectation_raw_01__fd_expectation_raw_07,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.639511+08:00
fund_expectation_diff_fd_expectation_raw_01__fd_expectation_raw_08,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.647312+08:00
fund_expectation_diff_fd_expectation_raw_01__fd_expectation_raw_09,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.654112+08:00
fund_expectation_diff_fd_expectation_raw_02__fd_expectation_raw_03,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.659561+08:00
fund_expectation_diff_fd_expectation_raw_02__fd_expectation_raw_04,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.662211+08:00
fund_expectation_diff_fd_expectation_raw_02__fd_expectation_raw_05,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.665947+08:00
fund_expectation_diff_fd_expectation_raw_02__fd_expectation_raw_06,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.668833+08:00
fund_expectation_diff_fd_expectation_raw_02__fd_expectation_raw_07,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.671655+08:00
fund_expectation_diff_fd_expectation_raw_02__fd_expectation_raw_08,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.674596+08:00
fund_expectation_diff_fd_expectation_raw_02__fd_expectation_raw_09,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.676893+08:00
fund_expectation_diff_fd_expectation_raw_03__fd_expectation_raw_04,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.679753+08:00
fund_expectation_diff_fd_expectation_raw_03__fd_expectation_raw_05,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.682604+08:00
fund_expectation_diff_fd_expectation_raw_03__fd_expectation_raw_06,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.685274+08:00
fund_expectation_diff_fd_expectation_raw_03__fd_expectation_raw_07,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.688559+08:00
fund_expectation_diff_fd_expectation_raw_03__fd_expectation_raw_08,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.691228+08:00
fund_expectation_diff_fd_expectation_raw_03__fd_expectation_raw_09,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.693925+08:00
fund_expectation_diff_fd_expectation_raw_04__fd_expectation_raw_05,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.696707+08:00
fund_expectation_diff_fd_expectation_raw_04__fd_expectation_raw_06,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.699372+08:00
fund_expectation_diff_fd_expectation_raw_04__fd_expectation_raw_07,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.702028+08:00
fund_expectation_diff_fd_expectation_raw_04__fd_expectation_raw_08,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.707065+08:00
fund_expectation_diff_fd_expectation_raw_04__fd_expectation_raw_09,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.711332+08:00
fund_expectation_diff_fd_expectation_raw_05__fd_expectation_raw_06,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.715573+08:00
fund_expectation_diff_fd_expectation_raw_05__fd_expectation_raw_07,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.720013+08:00
fund_expectation_diff_fd_expectation_raw_05__fd_expectation_raw_08,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.722730+08:00
fund_expectation_diff_fd_expectation_raw_05__fd_expectation_raw_09,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.725465+08:00
fund_expectation_diff_fd_expectation_raw_06__fd_expectation_raw_07,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.728218+08:00
fund_expectation_diff_fd_expectation_raw_06__fd_expectation_raw_08,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.730974+08:00
fund_expectation_diff_fd_expectation_raw_06__fd_expectation_raw_09,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.733781+08:00
fund_expectation_diff_fd_expectation_raw_07__fd_expectation_raw_08,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.735989+08:00
fund_expectation_diff_fd_expectation_raw_07__fd_expectation_raw_09,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.738726+08:00
fund_expectation_diff_fd_expectation_raw_08__fd_expectation_raw_09,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.741523+08:00
fund_expectation_lvl_fd_expectation_disp,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.743698+08:00
fund_expectation_lvl_fd_expectation_raw_01,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.746881+08:00
fund_expectation_lvl_fd_expectation_raw_02,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.749823+08:00
fund_expectation_lvl_fd_expectation_raw_03,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.752629+08:00
fund_expectation_lvl_fd_expectation_raw_04,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.755490+08:00
fund_expectation_lvl_fd_expectation_raw_05,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.758762+08:00
fund_expectation_lvl_fd_expectation_raw_06,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.761165+08:00
fund_expectation_lvl_fd_expectation_raw_07,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.764003+08:00
fund_expectation_lvl_fd_expectation_raw_08,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.766744+08:00
fund_expectation_lvl_fd_expectation_raw_09,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.769472+08:00
fund_expectation_lvl_fd_expectation_raw_10,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.772223+08:00
fund_expectation_lvl_fd_expectation_raw_11,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.775002+08:00
fund_expectation_lvl_fd_expectation_raw_12,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.777367+08:00
fund_expectation_lvl_fd_expectation_score,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:23.780307+08:00
fund_expectation_lvl_fd_expectation_trend,D,fundamental,fund_expectation,2023-10-31 00:00:00,2025-12-19 00:00:00,1531,15,2026-04-23T20:20:26.595871+08:00
fund_expectation_neg_fd_expectation_disp,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.598624+08:00
fund_expectation_neg_fd_expectation_raw_01,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.601414+08:00
fund_expectation_neg_fd_expectation_raw_02,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.603665+08:00
fund_expectation_neg_fd_expectation_raw_03,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.606684+08:00
fund_expectation_neg_fd_expectation_raw_04,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.609092+08:00
fund_expectation_neg_fd_expectation_raw_05,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.612251+08:00
fund_expectation_neg_fd_expectation_raw_06,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.615233+08:00
fund_expectation_neg_fd_expectation_raw_07,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.617628+08:00
fund_expectation_neg_fd_expectation_raw_08,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.620699+08:00
fund_expectation_neg_fd_expectation_raw_09,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.623556+08:00
fund_expectation_neg_fd_expectation_raw_10,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.625848+08:00
fund_expectation_neg_fd_expectation_raw_11,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.629056+08:00
fund_expectation_neg_fd_expectation_raw_12,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.631415+08:00
fund_expectation_neg_fd_expectation_score,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.634505+08:00
fund_expectation_neg_fd_expectation_trend,D,fundamental,fund_expectation,2023-10-31 00:00:00,2025-12-19 00:00:00,1531,15,2026-04-23T20:20:26.636322+08:00
fund_expectation_ratio_fd_expectation_raw_01__fd_expectation_raw_02,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.639679+08:00
fund_expectation_ratio_fd_expectation_raw_01__fd_expectation_raw_03,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.642228+08:00
fund_expectation_ratio_fd_expectation_raw_01__fd_expectation_raw_04,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.645382+08:00
fund_expectation_ratio_fd_expectation_raw_01__fd_expectation_raw_05,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.650591+08:00
fund_expectation_ratio_fd_expectation_raw_01__fd_expectation_raw_06,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.657589+08:00
fund_expectation_ratio_fd_expectation_raw_01__fd_expectation_raw_07,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.663832+08:00
fund_expectation_ratio_fd_expectation_raw_01__fd_expectation_raw_08,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.669752+08:00
fund_expectation_ratio_fd_expectation_raw_01__fd_expectation_raw_09,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.675558+08:00
fund_expectation_ratio_fd_expectation_raw_02__fd_expectation_raw_03,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.680628+08:00
fund_expectation_ratio_fd_expectation_raw_02__fd_expectation_raw_04,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.684812+08:00
fund_expectation_ratio_fd_expectation_raw_02__fd_expectation_raw_05,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.688968+08:00
fund_expectation_ratio_fd_expectation_raw_02__fd_expectation_raw_06,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.692285+08:00
fund_expectation_ratio_fd_expectation_raw_02__fd_expectation_raw_07,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.695295+08:00
fund_expectation_ratio_fd_expectation_raw_02__fd_expectation_raw_08,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.697809+08:00
fund_expectation_ratio_fd_expectation_raw_02__fd_expectation_raw_09,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.700637+08:00
fund_expectation_ratio_fd_expectation_raw_03__fd_expectation_raw_04,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.702981+08:00
fund_expectation_ratio_fd_expectation_raw_03__fd_expectation_raw_05,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.705829+08:00
fund_expectation_ratio_fd_expectation_raw_03__fd_expectation_raw_06,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.708685+08:00
fund_expectation_ratio_fd_expectation_raw_03__fd_expectation_raw_07,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.711129+08:00
fund_expectation_ratio_fd_expectation_raw_03__fd_expectation_raw_08,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.714037+08:00
fund_expectation_ratio_fd_expectation_raw_03__fd_expectation_raw_09,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.716500+08:00
fund_expectation_ratio_fd_expectation_raw_04__fd_expectation_raw_05,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.719505+08:00
fund_expectation_ratio_fd_expectation_raw_04__fd_expectation_raw_06,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.722143+08:00
fund_expectation_ratio_fd_expectation_raw_04__fd_expectation_raw_07,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.724393+08:00
fund_expectation_ratio_fd_expectation_raw_04__fd_expectation_raw_08,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.727563+08:00
fund_expectation_ratio_fd_expectation_raw_04__fd_expectation_raw_09,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.729847+08:00
fund_expectation_ratio_fd_expectation_raw_05__fd_expectation_raw_06,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.732624+08:00
fund_expectation_ratio_fd_expectation_raw_05__fd_expectation_raw_07,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.735439+08:00
fund_expectation_ratio_fd_expectation_raw_05__fd_expectation_raw_08,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.737802+08:00
fund_expectation_ratio_fd_expectation_raw_05__fd_expectation_raw_09,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.741265+08:00
fund_expectation_ratio_fd_expectation_raw_06__fd_expectation_raw_07,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.745290+08:00
fund_expectation_ratio_fd_expectation_raw_06__fd_expectation_raw_08,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.748361+08:00
fund_expectation_ratio_fd_expectation_raw_06__fd_expectation_raw_09,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.750582+08:00
fund_expectation_ratio_fd_expectation_raw_07__fd_expectation_raw_08,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.753465+08:00
fund_expectation_ratio_fd_expectation_raw_07__fd_expectation_raw_09,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.755995+08:00
fund_expectation_ratio_fd_expectation_raw_08__fd_expectation_raw_09,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.759008+08:00
fund_expectation_rel_fd_expectation_disp_to_fd_expectation_raw_01,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.761212+08:00
fund_expectation_rel_fd_expectation_disp_to_fd_expectation_raw_02,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.763931+08:00
fund_expectation_rel_fd_expectation_disp_to_fd_expectation_raw_03,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.766756+08:00
fund_expectation_rel_fd_expectation_raw_01_to_fd_expectation_raw_02,D,fundamental,fund_expectation,2023-07-26 00:00:00,2025-12-19 00:00:00,4217,15,2026-04-23T20:20:26.769250+08:00
