signal_ts,code,entry_ts,exit_ts,entry_price,exit_price,pred_score,future_ret_ref,gross_trade_ret,net_trade_ret,weight_target,executed_weight,fill_ratio,realized_trade_ret,weighting_mode,industry_bucket,board_type
2024-10-08,sh.600000,2024-10-09,2024-10-16,10.057776397369873,10.038520791272331,0.5,-0.0019144993224918805,-0.0019144993224918805,-0.002513171021388705,0.7999999999992,0.3999999999996,0.5,-0.002513171021388705,equal_weight,sh_60,main_board
2024-10-08,sh.600309,2024-10-09,2024-10-16,87.91909549786374,78.4586930660838,0.5,-0.10760350044787137,-0.10760350044787137,-0.10813877776440761,0.0,0.0,0.5,-0.10813877776440761,equal_weight,sh_60,main_board
2024-10-08,sh.600150,2024-10-09,2024-10-16,41.925736167194266,39.093300910473,0.5,-0.06755839051762447,-0.06755839051762447,-0.06811768769416104,0.0,0.0,0.5,-0.06811768769416104,equal_weight,sh_60,main_board
2024-10-08,sh.600160,2024-10-09,2024-10-16,21.39751151501467,19.638269109312887,0.5,-0.08221714961892823,-0.08221714961892823,-0.08276765417778897,0.0,0.0,0.5,-0.08276765417778897,equal_weight,sh_60,main_board
2024-10-08,sh.600161,2024-10-09,2024-10-16,23.97251834907833,21.653586591132232,0.5,-0.0967329224314123,-0.0967329224314123,-0.09727472013864125,0.0,0.0,0.5,-0.09727472013864125,equal_weight,sh_60,main_board
2024-10-08,sh.600176,2024-10-09,2024-10-16,10.953515976586264,10.151411264250589,0.5,-0.07322805883071193,-0.07322805883071193,-0.07378395522649461,0.0,0.0,0.5,-0.07378395522649461,equal_weight,sh_60,main_board
2024-10-08,sh.600183,2024-10-09,2024-10-16,20.78254629379354,18.264102822085,0.5,-0.12118069826994782,-0.12118069826994782,-0.12170783171095345,0.0,0.0,0.5,-0.12170783171095345,equal_weight,sh_60,main_board
2024-10-08,sh.600188,2024-10-09,2024-10-16,14.86637479681136,14.664762894727456,0.5,-0.013561604953491013,-0.013561604953491013,-0.01415329048485936,0.0,0.0,0.5,-0.01415329048485936,equal_weight,sh_60,main_board
2024-10-08,sh.600196,2024-10-09,2024-10-16,27.706535307228748,24.92556180703206,0.5,-0.10037247419644046,-0.10037247419644046,-0.10091208882753322,0.0,0.0,0.5,-0.10091208882753322,equal_weight,sh_60,main_board
2024-10-08,sh.600219,2024-10-09,2024-10-16,3.76153175915284,3.760493308278231,0.5,-0.00027607127683615396,-0.00027607127683615396,-0.0008757257377315364,0.0,0.0,0.5,-0.0008757257377315364,equal_weight,sh_60,main_board
2024-10-15,sh.600000,2024-10-16,2024-10-23,10.038520791272331,9.837110089513262,0.5,-0.020063782896695304,-0.020063782896695304,-0.02065156829133874,0.7999999999992,0.3999999999996,0.5,-0.02065156829133874,equal_weight,sh_60,main_board
2024-10-15,sh.600309,2024-10-16,2024-10-23,78.4586930660838,77.61314469319593,0.5,-0.010776987735147014,-0.010776987735147014,-0.011370343535765715,0.0,0.0,0.5,-0.011370343535765715,equal_weight,sh_60,main_board
2024-10-15,sh.600150,2024-10-16,2024-10-23,39.093300910473,38.82637805497102,0.5,-0.006827841325403705,-0.006827841325403705,-0.007423565903235119,0.0,0.0,0.5,-0.007423565903235119,equal_weight,sh_60,main_board
2024-10-15,sh.600160,2024-10-16,2024-10-23,19.638269109312887,20.59179682903703,0.5,0.0485545703857837,0.0485545703857837,0.04792562632677022,0.0,0.0,0.5,0.04792562632677022,equal_weight,sh_60,main_board
2024-10-15,sh.600161,2024-10-16,2024-10-23,21.653586591132232,21.802749338617176,0.5,0.0068885931139475165,0.0068885931139475165,0.006284641143670333,0.0,0.0,0.5,0.006284641143670333,equal_weight,sh_60,main_board
2024-10-15,sh.600176,2024-10-16,2024-10-23,10.151411264250589,10.41977304494901,0.5,0.02643590863493639,0.02643590863493639,0.025820231792808235,0.0,0.0,0.5,0.025820231792808235,equal_weight,sh_60,main_board
2024-10-15,sh.600183,2024-10-16,2024-10-23,18.264102822085,19.283652025075664,0.5,0.05582257244833122,0.05582257244833122,0.05518926889592812,0.0,0.0,0.5,0.05518926889592812,equal_weight,sh_60,main_board
2024-10-15,sh.600188,2024-10-16,2024-10-23,14.664762894727456,14.962408189495648,0.5,0.02029663192673814,0.02029663192673814,0.019684637545896555,0.0,0.0,0.5,0.019684637545896555,equal_weight,sh_60,main_board
2024-10-15,sh.600196,2024-10-16,2024-10-23,24.92556180703206,25.443204380186106,0.5,0.020767538848692535,0.020767538848692535,0.020155262008435537,0.0,0.0,0.5,0.020155262008435537,equal_weight,sh_60,main_board
