date,ic,rank_ic,n
2025-06-17,0.008570432453584484,0.030582847961623392,299
2025-06-18,0.07174279764608019,0.10035822946716036,299
2025-06-19,0.026943762172843916,0.07541566640416192,299
2025-06-20,-0.16972817205668309,-0.1885168531309517,299
2025-06-23,-0.274057699121296,-0.2649998865462756,299
2025-06-24,-0.20280148390222819,-0.20756937940099518,299
2025-06-25,-0.049071984894416075,-0.04826623942347049,299
2025-06-26,-0.07070327730797792,0.013548864719684684,299
2025-06-27,0.10278887885490076,0.1865154057854982,299
2025-06-30,-0.06289992205438406,0.0455847905987398,299
2025-07-01,-0.16345919031739797,-0.053948893716650945,299
2025-07-02,-0.1578457844630997,-0.00600341951827211,299
2025-07-03,-0.1319526347796989,-0.08469938636155125,299
2025-07-04,-0.2359377395041325,-0.1962113224297366,299
2025-07-07,-0.22376105594827173,-0.17726997476687614,299
2025-07-08,-0.03966495896734113,-0.08100867757007595,299
2025-07-09,-0.10269287797277064,-0.18138560304769685,299
2025-07-10,-0.12865747089268834,-0.19904622485219572,299
2025-07-11,-0.11680702866585933,-0.12829194149931633,299
2025-07-14,-0.06086271326131599,-0.14346574925125663,299
2025-07-15,-0.005633038608319367,-0.05988663452214452,299
2025-07-16,-0.06346629410019507,-0.14679127237958503,300
2025-07-17,-0.041728916489344715,-0.11414090237592166,300
2025-07-18,-0.1797752057016903,-0.2498179436582481,300
2025-07-21,-0.22137632765161894,-0.296894971984646,300
2025-07-22,-0.19354302074359775,-0.31671766447645006,300
2025-07-23,-0.10914985038722216,-0.17242236416411655,300
2025-07-24,0.04036232340786752,0.0351424461594047,300
2025-07-25,0.07667670290120343,0.07326043883463683,300
2025-07-28,0.019236601198671772,0.054710096415930054,300
2025-07-29,0.14994535863404798,0.10368251593642537,300
2025-07-30,0.0437926617354177,0.04939350658487626,300
2025-07-31,0.0271867612046864,0.09758344795517122,300
2025-08-01,-0.0994123066520637,-0.07482969127808141,300
2025-08-04,-0.04350240955321071,-0.00983444157786463,299
2025-08-05,-0.11436751055252029,-0.064044697225646,299
2025-08-06,-0.08562023718480655,-0.040865683919671866,299
2025-08-07,-0.21164501746271644,-0.15061389378259424,299
2025-08-08,-0.18482718912908688,-0.16576749223226056,299
2025-08-11,-0.1658523003140428,-0.15249553917135136,299
2025-08-12,-0.08317431644880137,-0.06567322771440541,299
2025-08-13,-0.09708526494571593,-0.1579911834408302,298
2025-08-14,-0.19701801299005026,-0.1807644862822859,298
2025-08-15,-0.14050075628389802,-0.13087587067691847,298
2025-08-18,-0.11217266680652438,-0.096026229234031,299
2025-08-19,-0.2667020388924964,-0.31310515783362947,300
2025-08-20,-0.12375554595844876,-0.14739131246475182,300
2025-08-21,-0.19002568817827084,-0.2479418403598246,300
2025-08-22,-0.11326605910201602,-0.20202694452203912,300
2025-08-25,-0.1458492996008726,-0.23065442237246433,300
2025-08-26,0.07537145788864473,0.04639736185467424,300
2025-08-27,-0.008009264169234483,-0.05436751119369604,300
2025-08-28,0.1007419794271768,0.09068549808320579,300
2025-08-29,0.10080328393937776,0.06559402941461409,300
2025-09-01,0.022526048063988155,0.12201189612740426,299
2025-09-02,-0.07227794082718618,0.037118549683094595,299
2025-09-03,-0.10299464264170387,0.0523409839494506,299
2025-09-04,0.315414872754468,0.0440403704590563,299
2025-09-05,0.1482295880867647,0.001546936126849358,299
2025-09-08,0.0988737389217456,-0.08692025031453474,299
2025-09-09,0.17455235807353833,-0.00046316487429358703,300
2025-09-10,0.032915086405079966,-0.08802190815342278,300
2025-09-11,-0.09574367956377845,-0.05819488646601704,300
2025-09-12,-0.010762123764318298,0.0005511354044772658,300
2025-09-15,0.09946968499437642,0.12214679324688542,300
2025-09-16,0.01293670685840349,0.10450255561691474,300
2025-09-17,-0.06425144206821098,-0.03835669919737931,300
2025-09-18,-0.18980014430712702,-0.14342462043557985,300
2025-09-19,-0.05929528266692652,-0.09656752666733097,300
2025-09-22,-0.07821897010315489,-0.07507893530621798,300
2025-09-23,-0.10200320007587059,-0.06995618985991035,300
2025-09-24,-0.049590624113044886,0.0688584707221924,300
2025-09-25,0.013790527966042767,0.005446434172764275,300
2025-09-26,-0.06913190379676604,-0.031535989491185926,300
2025-09-29,-0.03843320183974293,0.024346581728407195,300
2025-09-30,0.024358589117475873,0.006625577393925953,300
2025-10-09,0.11308328125958643,0.028077092975534065,300
2025-10-10,0.118789777869055,0.12128018072411581,300
2025-10-13,0.2413036767231551,0.2884830259984778,300
2025-10-14,0.38186099550018365,0.40145484941651943,300
2025-10-15,0.2976427629647183,0.2715786362466468,300
2025-10-16,0.22904031554552748,0.2086714981238997,300
2025-10-17,0.3338049115707888,0.19274123743670574,300
2025-10-20,0.18423182261639923,0.11508003453493987,300
2025-10-21,-0.012260072965546513,-0.10121217595496239,300
2025-10-22,0.03291074000045081,-0.13839749058046608,300
2025-10-23,0.10597687175301536,-0.030623599951867305,300
2025-10-24,0.008337078617288619,0.06813759363684478,300
2025-10-27,0.05626424171071234,0.10252994746505951,300
2025-10-28,-0.04651451404051644,0.08333264852234806,300
2025-10-29,-0.025348375353786118,0.01421190444025837,300
2025-10-30,-0.04468659099389316,0.019012767932647973,300
2025-10-31,-0.018374381495357795,-0.06195119816074532,300
2025-11-03,-0.06704989391472169,-0.04060400013533734,300
2025-11-04,-0.013648788303611567,-0.020735834306202197,300
2025-11-05,-0.1340346371017234,-0.10328403176894282,300
2025-11-06,-0.07735789182328266,0.01351657203615195,300
2025-11-07,0.15703249308193729,0.09641060385931874,300
2025-11-10,0.04373058215948866,4.566102457650684e-05,300
2025-11-11,0.009577795645313653,0.006445238037355606,300
2025-11-12,0.015732462423596893,-0.011641704232151672,300
2025-11-13,0.10393213740145386,0.11684914935671072,300
2025-11-14,0.04213654263127805,0.1851229416453061,300
2025-11-17,0.15422692383995829,0.22664005218168976,300
2025-11-18,0.12642345091458976,0.2450941306752089,300
2025-11-19,0.19817550476950754,0.2683940760123588,300
2025-11-20,0.2635630492248673,0.23352552456602135,298
2025-11-21,0.13297705814848843,0.13745632596274865,298
2025-11-24,0.05669301354289963,-0.0035294220858271223,298
2025-11-25,-0.0037321805310203066,-0.11006801311398592,298
2025-11-26,-0.05680420728854069,-0.019457278799893944,298
2025-11-27,0.06285901847558889,0.017015479120821863,298
2025-11-28,0.05929967759808909,0.0487868665700956,298
2025-12-01,0.1884834859879691,0.13324287277928903,298
2025-12-02,0.1352256847907093,0.08711220033772865,298
2025-12-03,0.05138509700629542,0.021528279076805927,298
2025-12-04,-0.0828981661472278,0.010967679320892891,298
2025-12-05,0.024466717492983615,0.08141229915617745,298
2025-12-08,0.10593619123263921,0.13534332484369282,298
2025-12-09,-0.03362175742073941,0.04418519610074226,298
2025-12-10,0.004074884258373642,0.05165896354819588,298
2025-12-11,-0.10754604032280767,-0.07163971127230327,297
2025-12-12,-0.0670052741143887,-0.10110785261471157,297
2025-12-15,-0.050242889478524906,-0.06311335991384612,297
2025-12-16,-0.03776034277760268,-0.0709470949957088,297
2025-12-17,-0.009787684833596986,0.017162234677918962,297
2025-12-18,-0.20586119585979656,-0.2555233122147359,299
2025-12-19,-0.08746088929623627,-0.18968393901204816,299
2025-12-22,-0.13073066114286955,-0.18619006075805733,298
2025-12-23,-0.0900646721249873,-0.10965266784342453,298
