signal_ts,ic,rank_ic,n
2024-07-01,-0.22225975147915522,-0.17152391546162402,30
2024-07-08,0.07748903829928347,0.040266963292547274,30
2024-07-15,-0.23410520970917667,-0.09588431590656285,30
2024-08-05,0.4553536790014973,0.44827586206896547,30
2024-08-12,-0.17909716159086272,-0.21557285873192436,30
2024-08-19,-0.38932987149182663,-0.49543937708565067,30
2024-08-26,0.1637666459429345,0.15150166852057842,30
2024-09-02,0.004855192184783041,-0.029588431590656286,30
2024-09-25,-0.22992553147720016,-0.14438264738598441,30
2024-10-09,0.14170452851724316,0.20355951056729701,30
2024-10-16,0.24508135215932408,0.31657397107897667,30
2024-10-23,-0.30602479884352296,-0.33170189098998887,30
2024-10-30,-0.3130182121820446,-0.3681868743047831,30
2024-11-06,0.01961035246259814,0.09721913236929922,30
2024-11-13,0.11136552444584281,0.17864293659621802,30
2024-11-20,-0.19262456718426083,-0.057174638487208,30
2024-11-27,0.1387257804480965,0.2,30
2024-12-04,0.17302113674658093,-0.040266963292547274,30
2024-12-11,0.10843066447842287,-0.0064516129032258064,30
2024-12-18,-0.36234196168242944,-0.5190211345939933,30
