signal_ts,ic,rank_ic,n,factor
2024-07-01,-0.04571244830477979,0.02202447163515017,30,amihud_20
2024-07-08,0.13007641656382707,0.2943270300333704,30,amihud_20
2024-07-15,-0.1833839144782502,-0.27697441601779754,30,amihud_20
2024-08-05,0.07013850651518769,-0.0064516129032258064,30,amihud_20
2024-08-12,0.2799235153203827,0.21023359288097884,30,amihud_20
2024-08-19,0.22096572357207472,0.17552836484983317,30,amihud_20
2024-08-26,0.02488723165057755,-0.058064516129032254,30,amihud_20
2024-09-02,-0.02293041676305033,-0.0932146829810901,30,amihud_20
2024-09-25,0.20182476312851166,0.15595105672969967,30,amihud_20
2024-10-09,-0.3094747352675689,0.1982202447163515,30,amihud_20
2024-10-16,0.2916454221247899,-0.08876529477196884,30,amihud_20
2024-10-23,-0.10870695026074972,-0.16662958843159065,30,amihud_20
2024-10-30,0.09431830828411505,0.14260289210233593,30,amihud_20
2024-11-06,-0.06443614826958455,-0.03181312569521691,30,amihud_20
2024-11-13,-0.21102596301060614,-0.1884315906562848,30,amihud_20
2024-11-20,-0.08806680731052269,0.025583982202447165,30,amihud_20
2024-11-27,-0.3258223465685607,-0.40111234705228027,30,amihud_20
2024-12-04,-0.03257448328914394,-0.13281423804226916,30,amihud_20
2024-12-11,-0.03249524647357065,-0.06295884315906564,30,amihud_20
2024-12-18,0.03848225832109526,0.08609566184649611,30,amihud_20
2024-07-01,0.0,0.0,30,amihud_reversal_20
2024-07-08,0.0,0.0,30,amihud_reversal_20
2024-07-15,0.0,0.0,30,amihud_reversal_20
2024-08-05,0.0,0.0,30,amihud_reversal_20
2024-08-12,0.0,0.0,30,amihud_reversal_20
2024-08-19,0.0,0.0,30,amihud_reversal_20
2024-08-26,0.0,0.0,30,amihud_reversal_20
2024-09-02,0.0881179499652096,0.24983314794215797,30,amihud_reversal_20
2024-09-25,-0.031207209828178175,0.11679644048943269,30,amihud_reversal_20
2024-10-09,0.37958849256694777,-0.10700778642936595,30,amihud_reversal_20
2024-10-16,0.7795091322273586,0.4511462721615522,30,amihud_reversal_20
2024-10-23,0.0,0.0,30,amihud_reversal_20
2024-10-30,0.0,0.0,30,amihud_reversal_20
2024-11-06,0.0,0.0,30,amihud_reversal_20
2024-11-13,0.0,0.0,30,amihud_reversal_20
2024-11-20,0.0,0.0,30,amihud_reversal_20
2024-11-27,0.0,0.0,30,amihud_reversal_20
2024-12-04,0.0,0.0,30,amihud_reversal_20
2024-12-11,0.0,0.0,30,amihud_reversal_20
2024-12-18,0.0,0.0,30,amihud_reversal_20
2024-07-01,-0.0716091607207566,0.20578420467185762,30,amount_ratio_20
2024-07-08,0.13259898425287653,0.2596218020022247,30,amount_ratio_20
2024-07-15,0.08421395980434664,-0.03759733036707453,30,amount_ratio_20
2024-08-05,-0.4551482129237582,-0.32725250278086765,30,amount_ratio_20
2024-08-12,-0.020398183404633913,0.017130144605116793,30,amount_ratio_20
2024-08-19,0.2463502171689214,0.40867630700778645,30,amount_ratio_20
2024-08-26,-0.3119401397081824,-0.15595105672969967,30,amount_ratio_20
2024-09-02,0.29749117810114345,0.15595105672969967,30,amount_ratio_20
2024-09-25,0.42433549003206716,0.4024471635150167,30,amount_ratio_20
2024-10-09,-0.09848623157547398,-0.07274749721913237,30,amount_ratio_20
2024-10-16,-0.698791840612891,-0.1243604004449388,30,amount_ratio_20
2024-10-23,0.4811505000803678,0.49276974416017794,30,amount_ratio_20
2024-10-30,0.09742503149952858,-0.12302558398220245,30,amount_ratio_20
2024-11-06,-0.3032552045755775,-0.1345939933259177,30,amount_ratio_20
2024-11-13,0.43479052470465873,-0.010011123470522802,30,amount_ratio_20
2024-11-20,0.05753795967303368,0.060734149054505006,30,amount_ratio_20
2024-11-27,-0.1674493966730681,-0.0967741935483871,30,amount_ratio_20
2024-12-04,-0.02949827738700941,0.11768631813125695,30,amount_ratio_20
2024-12-11,-0.28812896218287176,-0.26896551724137935,30,amount_ratio_20
2024-12-18,0.08489719502132623,0.37085650723025576,30,amount_ratio_20
2024-07-01,0.440822105888517,0.4460511679644049,30,atr_norm_14
2024-07-08,0.44621829824315273,0.47185761957730815,30,atr_norm_14
