signal_ts,code,entry_ts,exit_ts,entry_price,exit_price,pred_score,future_ret_ref,gross_trade_ret,net_trade_ret,weight_target,executed_weight,fill_ratio,realized_trade_ret,weighting_mode,industry_bucket,board_type
2024-07-01,sh.600023,2024-07-02,2024-07-09,6.6911340725828135,7.064609457647059,0.6771308632962246,0.0558164551796263,0.0558164551796263,0.055183155296483655,0.1666666666665,0.1666666666665,1.0,0.055183155296483655,equal_weight,sh_60,main_board
2024-07-01,sh.600010,2024-07-02,2024-07-09,1.43,1.4085597646050119,0.5672435936639973,-0.014993171605575673,-0.014993171605575673,-0.01558399845455738,0.1666666666665,0.1666666666665,1.0,-0.01558399845455738,equal_weight,sh_60,main_board
2024-07-01,sh.600015,2024-07-02,2024-07-09,6.17880551270984,6.0344391702732745,0.5672435936639973,-0.02336476559111289,-0.02336476559111289,-0.02395057099013842,0.1666666666665,0.1666666666665,1.0,-0.02395057099013842,equal_weight,sh_60,main_board
2024-07-01,sh.600018,2024-07-02,2024-07-09,5.732602866336729,5.781608507290606,0.5672435936639973,0.008548584664854753,0.008548584664854753,0.007943636998355874,0.1666666666665,0.1666666666665,1.0,0.007943636998355874,equal_weight,sh_60,main_board
2024-07-01,sh.600025,2024-07-02,2024-07-09,10.82068517135732,11.466410872502411,0.5672435936639973,0.05967512139187692,0.05967512139187692,0.05903950700335869,0.1666666666665,0.1666666666665,1.0,0.05903950700335869,equal_weight,sh_60,main_board
2024-07-01,sh.600026,2024-07-02,2024-07-09,15.072991245078772,14.019299062580057,0.5672435936639973,-0.06990597721229808,-0.06990597721229808,-0.07046386625925649,0.1666666666665,0.1666666666665,1.0,-0.07046386625925649,equal_weight,sh_60,main_board
2024-07-08,sh.600000,2024-07-09,2024-07-16,7.925309354599754,8.339212764131474,0.700409203729793,0.05222552092435895,0.05222552092435895,0.05159437495559516,0.0999999999999,0.0999999999999,1.0,0.05159437495559516,equal_weight,sh_60,main_board
2024-07-08,sh.600010,2024-07-09,2024-07-16,1.4085597646050119,1.4182937566526932,0.700409203729793,0.006910599245608884,0.006910599245608884,0.006306634075612605,0.0999999999999,0.0999999999999,1.0,0.006306634075612605,equal_weight,sh_60,main_board
2024-07-08,sh.600011,2024-07-09,2024-07-16,9.09401511349167,8.450763646816545,0.700409203729793,-0.07073349435297738,-0.07073349435297738,-0.0712908870385599,0.0999999999999,0.0999999999999,1.0,-0.0712908870385599,equal_weight,sh_60,main_board
2024-07-08,sh.600016,2024-07-09,2024-07-16,3.3433771202485176,3.483781356552539,0.700409203729793,0.041994735039804,0.041994735039804,0.041369725701581705,0.0999999999999,0.0999999999999,1.0,0.041369725701581705,equal_weight,sh_60,main_board
