signal_ts,ic,rank_ic,n,factor
2024-10-08,-0.03148906070051042,0.23351740696278508,50,amihud_20
2024-10-15,0.04057926615742485,-0.09310924369747899,50,amihud_20
2024-10-22,0.011521561496055488,-0.08254501800720286,50,amihud_20
2024-10-29,0.01639808290733809,-0.12459183673469387,49,amihud_20
2024-11-05,-0.047861066028253525,0.004489795918367347,49,amihud_20
2024-11-12,-0.06602391773218667,-0.03615846338535413,50,amihud_20
2024-11-19,-0.13265851092376263,-0.023865546218487393,50,amihud_20
2024-11-26,-0.1475052324017909,-0.28566626650660265,50,amihud_20
2024-12-03,-0.18069078119502524,-0.18924369747899158,50,amihud_20
2024-12-10,-0.2602158621467172,-0.1874189675870348,50,amihud_20
2024-12-17,0.041048284153826296,0.07937575030012005,50,amihud_20
2024-10-08,0.12996593987533392,0.3306122448979592,50,amihud_reversal_20
2024-10-15,0.09041809829689315,0.1440096038415366,50,amihud_reversal_20
2024-10-22,0.0,0.0,50,amihud_reversal_20
2024-10-29,0.0,0.0,49,amihud_reversal_20
2024-11-05,0.0,0.0,49,amihud_reversal_20
2024-11-12,0.0,0.0,50,amihud_reversal_20
2024-11-19,0.0,0.0,50,amihud_reversal_20
2024-11-26,0.0,0.0,50,amihud_reversal_20
2024-12-03,0.0,0.0,50,amihud_reversal_20
2024-12-10,0.0,0.0,50,amihud_reversal_20
2024-12-17,0.0,0.0,50,amihud_reversal_20
2024-10-08,-0.23132371868559395,-0.35500600240096036,50,amount_ratio_20
2024-10-15,0.027492132544579193,0.10338535414165667,50,amount_ratio_20
2024-10-22,0.3180667971399859,0.12710684273709483,50,amount_ratio_20
2024-10-29,0.13262622136672866,0.054183673469387746,49,amount_ratio_20
2024-11-05,0.1062299347818759,0.19969387755102036,49,amount_ratio_20
2024-11-12,-0.08962063279687613,-0.03346938775510204,50,amount_ratio_20
2024-11-19,0.23383851799097571,0.07611044417767106,50,amount_ratio_20
2024-11-26,-0.26798206557668164,-0.27577430972388955,50,amount_ratio_20
2024-12-03,-0.05550485656767059,-0.10415366146458584,50,amount_ratio_20
2024-12-10,-0.1798831155310274,-0.23447779111644657,50,amount_ratio_20
2024-12-17,0.013065648106811545,0.09829531812725088,50,amount_ratio_20
2024-10-08,-0.04109168422909483,0.01310924369747899,50,atr_norm_14
2024-10-15,-0.26237125721306903,-0.27836734693877546,50,atr_norm_14
2024-10-22,-0.11679816444292067,-0.15831932773109242,50,atr_norm_14
2024-10-29,-0.20865836717272634,-0.24183673469387756,49,atr_norm_14
2024-11-05,-0.08970123750672698,-0.1510204081632653,49,atr_norm_14
2024-11-12,0.7288828626750252,0.6941176470588235,50,atr_norm_14
2024-11-19,0.08218513954871384,0.20902761104441775,50,atr_norm_14
2024-11-26,-0.5645851881910922,-0.544297719087635,50,atr_norm_14
2024-12-03,0.20502602484372806,0.0480672268907563,50,atr_norm_14
2024-12-10,0.10625290724536801,0.23150060024009603,50,atr_norm_14
2024-12-17,-0.01013080607225952,0.0757262905162065,50,atr_norm_14
2024-10-08,-0.2624427560629489,-0.3153421368547419,50,breakout_20
2024-10-15,-0.33594155258799635,-0.3780552220888355,50,breakout_20
2024-10-22,0.025540847622743088,-0.1904921968787515,50,breakout_20
2024-10-29,0.13909004053871557,-0.04714285714285714,49,breakout_20
2024-11-05,-0.22381691642496207,-0.28704081632653056,49,breakout_20
2024-11-12,0.1563870795986127,0.0724609843937575,50,breakout_20
2024-11-19,0.1943374806310919,0.1828091236494598,50,breakout_20
2024-11-26,-0.4125395104903736,-0.39476590636254505,50,breakout_20
2024-12-03,0.23880120103579128,0.16014405762304923,50,breakout_20
2024-12-10,0.1416861099536692,0.15831932773109242,50,breakout_20
2024-12-17,0.09879517072055073,0.16830732292917167,50,breakout_20
2024-10-08,-0.2877643757948315,-0.3578871548619447,50,breakout_strength_20
2024-10-15,-0.20337780862311478,-0.2227611044417767,50,breakout_strength_20
2024-10-22,0.08485905878462607,-0.07322929171668667,50,breakout_strength_20
2024-10-29,0.2603967885994241,0.12918367346938775,49,breakout_strength_20
2024-11-05,-0.19380215100966114,-0.19551020408163264,49,breakout_strength_20
2024-11-12,-0.32269856726417195,-0.3967827130852341,50,breakout_strength_20
2024-11-19,0.24339962727084133,0.08340936374549819,50,breakout_strength_20
2024-11-26,-0.016426010680900327,0.007539015606242497,50,breakout_strength_20
2024-12-03,0.13633242859718922,0.1624489795918367,50,breakout_strength_20
2024-12-10,0.07664388555802518,0.08388955582232892,50,breakout_strength_20
2024-12-17,0.1102515023226215,0.1735894357743097,50,breakout_strength_20
2024-10-08,0.37860175505119636,0.5918367346938777,50,crowding_unwind_daily
2024-10-15,0.26195324841207945,0.352797118847539,50,crowding_unwind_daily
2024-10-22,-0.5024551117469257,-0.3204321728691476,50,crowding_unwind_daily
2024-10-29,-0.2343466961191703,-0.13163265306122449,49,crowding_unwind_daily
2024-11-05,-0.08128928310865385,-0.031020408163265303,49,crowding_unwind_daily
2024-11-12,0.22967029378608148,0.326578631452581,50,crowding_unwind_daily
2024-11-19,-0.012392247803521191,0.10309723889555823,50,crowding_unwind_daily
2024-11-26,0.26614692167471155,0.03990396158463385,50,crowding_unwind_daily
2024-12-03,0.1265311634961351,-0.023385354141656663,50,crowding_unwind_daily
2024-12-10,0.06861983711528316,0.014261704681872748,50,crowding_unwind_daily
2024-12-17,-0.1388659739392753,-0.30833133253301315,50,crowding_unwind_daily
2024-10-08,-0.15016613150033925,-0.312172869147659,50,downside_vol_ratio_20
2024-10-15,0.3754162226732345,0.3478991596638655,50,downside_vol_ratio_20
2024-10-22,0.11903484030196355,0.1288355342136855,50,downside_vol_ratio_20
2024-10-29,0.330213020555672,0.26367346938775504,49,downside_vol_ratio_20
2024-11-05,-0.002487531426380128,-0.005612244897959183,49,downside_vol_ratio_20
2024-11-12,-0.2736001913309936,-0.34348139255702276,50,downside_vol_ratio_20
2024-11-19,0.028045585959180434,0.006674669867947179,50,downside_vol_ratio_20
2024-11-26,0.1215453917837364,0.14352941176470588,50,downside_vol_ratio_20
2024-12-03,0.14587220749782903,0.062184873949579826,50,downside_vol_ratio_20
2024-12-10,0.2441511075526558,0.2919087635054021,50,downside_vol_ratio_20
2024-12-17,0.019272857401257875,0.009939975990396158,50,downside_vol_ratio_20
2024-10-08,-0.07518771742764292,-0.02156062424969988,50,g_liquidity_diff_amihud_20__ret_vol_corr_20
2024-10-15,-0.1643952365446385,-0.24369747899159666,50,g_liquidity_diff_amihud_20__ret_vol_corr_20
2024-10-22,0.030616701122836234,0.02645858343337335,50,g_liquidity_diff_amihud_20__ret_vol_corr_20
2024-10-29,-0.05306124794144463,-0.08438775510204079,49,g_liquidity_diff_amihud_20__ret_vol_corr_20
2024-11-05,0.0393123766484322,-0.047244897959183664,49,g_liquidity_diff_amihud_20__ret_vol_corr_20
2024-11-12,0.15702902677093178,0.24129651860744294,50,g_liquidity_diff_amihud_20__ret_vol_corr_20
2024-11-19,-0.0414761427681762,-0.056806722689075634,50,g_liquidity_diff_amihud_20__ret_vol_corr_20
2024-11-26,-0.07369117864853564,-0.06285714285714285,50,g_liquidity_diff_amihud_20__ret_vol_corr_20
2024-12-03,-0.06075287300865476,-0.013013205282112843,50,g_liquidity_diff_amihud_20__ret_vol_corr_20
2024-12-10,-0.16292503423585697,-0.08811524609843938,50,g_liquidity_diff_amihud_20__ret_vol_corr_20
2024-12-17,0.03651191663682694,0.026842737094837935,50,g_liquidity_diff_amihud_20__ret_vol_corr_20
2024-10-08,-0.2313237186887268,-0.35500600240096036,50,g_liquidity_diff_amount_ratio_20__amihud_20
2024-10-15,0.02749213254803925,0.10338535414165667,50,g_liquidity_diff_amount_ratio_20__amihud_20
2024-10-22,0.3180667971471423,0.12710684273709483,50,g_liquidity_diff_amount_ratio_20__amihud_20
2024-10-29,0.1326262213675781,0.054183673469387746,49,g_liquidity_diff_amount_ratio_20__amihud_20
2024-11-05,0.10622993478019847,0.19969387755102036,49,g_liquidity_diff_amount_ratio_20__amihud_20
2024-11-12,-0.08962063279929043,-0.03346938775510204,50,g_liquidity_diff_amount_ratio_20__amihud_20
2024-11-19,0.23383851798750951,0.07611044417767106,50,g_liquidity_diff_amount_ratio_20__amihud_20
2024-11-26,-0.2679820655843706,-0.27577430972388955,50,g_liquidity_diff_amount_ratio_20__amihud_20
2024-12-03,-0.05550485657562231,-0.10415366146458584,50,g_liquidity_diff_amount_ratio_20__amihud_20
2024-12-10,-0.17988311554056238,-0.23447779111644657,50,g_liquidity_diff_amount_ratio_20__amihud_20
2024-12-17,0.013065648107911864,0.09829531812725088,50,g_liquidity_diff_amount_ratio_20__amihud_20
