factor,freq,category,description
hf_5min_to_W_last_volume,W,auto_panel,auto passthrough: hf_5min_to_W_last_volume
hf_5min_to_W_mean_amihud_20,W,auto_panel,auto passthrough: hf_5min_to_W_mean_amihud_20
hf_5min_to_W_mean_amount,W,auto_panel,auto passthrough: hf_5min_to_W_mean_amount
hf_5min_to_W_mean_amount_ratio_12,W,auto_panel,auto passthrough: hf_5min_to_W_mean_amount_ratio_12
hf_5min_to_W_mean_close,W,auto_panel,auto passthrough: hf_5min_to_W_mean_close
hf_5min_to_W_mean_close_to_vwap_day,W,auto_panel,auto passthrough: hf_5min_to_W_mean_close_to_vwap_day
hf_5min_to_W_mean_crowding_proxy_raw,W,auto_panel,auto passthrough: hf_5min_to_W_mean_crowding_proxy_raw
hf_5min_to_W_mean_high,W,auto_panel,auto passthrough: hf_5min_to_W_mean_high
hf_5min_to_W_mean_last30_momentum,W,auto_panel,auto passthrough: hf_5min_to_W_mean_last30_momentum
hf_5min_to_W_mean_low,W,auto_panel,auto passthrough: hf_5min_to_W_mean_low
hf_5min_to_W_mean_ma_gap_12,W,auto_panel,auto passthrough: hf_5min_to_W_mean_ma_gap_12
hf_5min_to_W_mean_ma_gap_6,W,auto_panel,auto passthrough: hf_5min_to_W_mean_ma_gap_6
hf_5min_to_W_mean_morning_momentum_30m,W,auto_panel,auto passthrough: hf_5min_to_W_mean_morning_momentum_30m
hf_5min_to_W_mean_open,W,auto_panel,auto passthrough: hf_5min_to_W_mean_open
hf_5min_to_W_mean_range_norm,W,auto_panel,auto passthrough: hf_5min_to_W_mean_range_norm
hf_5min_to_W_mean_realized_vol_20,W,auto_panel,auto passthrough: hf_5min_to_W_mean_realized_vol_20
hf_5min_to_W_mean_ret_1,W,auto_panel,auto passthrough: hf_5min_to_W_mean_ret_1
hf_5min_to_W_mean_ret_12,W,auto_panel,auto passthrough: hf_5min_to_W_mean_ret_12
hf_5min_to_W_mean_ret_1d,W,auto_panel,auto passthrough: hf_5min_to_W_mean_ret_1d
hf_5min_to_W_mean_ret_20d,W,auto_panel,auto passthrough: hf_5min_to_W_mean_ret_20d
hf_5min_to_W_mean_ret_3,W,auto_panel,auto passthrough: hf_5min_to_W_mean_ret_3
hf_5min_to_W_mean_ret_5d,W,auto_panel,auto passthrough: hf_5min_to_W_mean_ret_5d
hf_5min_to_W_mean_ret_6,W,auto_panel,auto passthrough: hf_5min_to_W_mean_ret_6
hf_5min_to_W_mean_ret_vol_corr_20,W,auto_panel,auto passthrough: hf_5min_to_W_mean_ret_vol_corr_20
hf_5min_to_W_mean_rv_12,W,auto_panel,auto passthrough: hf_5min_to_W_mean_rv_12
hf_5min_to_W_mean_vol_chg_1,W,auto_panel,auto passthrough: hf_5min_to_W_mean_vol_chg_1
hf_5min_to_W_mean_volume,W,auto_panel,auto passthrough: hf_5min_to_W_mean_volume
hf_5min_to_W_std_amihud_20,W,auto_panel,auto passthrough: hf_5min_to_W_std_amihud_20
hf_5min_to_W_std_amount,W,auto_panel,auto passthrough: hf_5min_to_W_std_amount
hf_5min_to_W_std_amount_ratio_12,W,auto_panel,auto passthrough: hf_5min_to_W_std_amount_ratio_12
hf_5min_to_W_std_close,W,auto_panel,auto passthrough: hf_5min_to_W_std_close
hf_5min_to_W_std_close_to_vwap_day,W,auto_panel,auto passthrough: hf_5min_to_W_std_close_to_vwap_day
hf_5min_to_W_std_crowding_proxy_raw,W,auto_panel,auto passthrough: hf_5min_to_W_std_crowding_proxy_raw
hf_5min_to_W_std_high,W,auto_panel,auto passthrough: hf_5min_to_W_std_high
hf_5min_to_W_std_last30_momentum,W,auto_panel,auto passthrough: hf_5min_to_W_std_last30_momentum
hf_5min_to_W_std_low,W,auto_panel,auto passthrough: hf_5min_to_W_std_low
hf_5min_to_W_std_ma_gap_12,W,auto_panel,auto passthrough: hf_5min_to_W_std_ma_gap_12
hf_5min_to_W_std_ma_gap_6,W,auto_panel,auto passthrough: hf_5min_to_W_std_ma_gap_6
hf_5min_to_W_std_morning_momentum_30m,W,auto_panel,auto passthrough: hf_5min_to_W_std_morning_momentum_30m
hf_5min_to_W_std_open,W,auto_panel,auto passthrough: hf_5min_to_W_std_open
hf_5min_to_W_std_range_norm,W,auto_panel,auto passthrough: hf_5min_to_W_std_range_norm
hf_5min_to_W_std_realized_vol_20,W,auto_panel,auto passthrough: hf_5min_to_W_std_realized_vol_20
hf_5min_to_W_std_ret_1,W,auto_panel,auto passthrough: hf_5min_to_W_std_ret_1
hf_5min_to_W_std_ret_12,W,auto_panel,auto passthrough: hf_5min_to_W_std_ret_12
hf_5min_to_W_std_ret_1d,W,auto_panel,auto passthrough: hf_5min_to_W_std_ret_1d
hf_5min_to_W_std_ret_20d,W,auto_panel,auto passthrough: hf_5min_to_W_std_ret_20d
hf_5min_to_W_std_ret_3,W,auto_panel,auto passthrough: hf_5min_to_W_std_ret_3
hf_5min_to_W_std_ret_5d,W,auto_panel,auto passthrough: hf_5min_to_W_std_ret_5d
hf_5min_to_W_std_ret_6,W,auto_panel,auto passthrough: hf_5min_to_W_std_ret_6
hf_5min_to_W_std_ret_vol_corr_20,W,auto_panel,auto passthrough: hf_5min_to_W_std_ret_vol_corr_20
hf_5min_to_W_std_rv_12,W,auto_panel,auto passthrough: hf_5min_to_W_std_rv_12
hf_5min_to_W_std_vol_chg_1,W,auto_panel,auto passthrough: hf_5min_to_W_std_vol_chg_1
hf_5min_to_W_std_volume,W,auto_panel,auto passthrough: hf_5min_to_W_std_volume
hf_60min_to_W_last_amihud_20,W,auto_panel,auto passthrough: hf_60min_to_W_last_amihud_20
hf_60min_to_W_last_amount,W,auto_panel,auto passthrough: hf_60min_to_W_last_amount
hf_60min_to_W_last_amount_ratio_12,W,auto_panel,auto passthrough: hf_60min_to_W_last_amount_ratio_12
hf_60min_to_W_last_close,W,auto_panel,auto passthrough: hf_60min_to_W_last_close
hf_60min_to_W_last_close_to_vwap_day,W,auto_panel,auto passthrough: hf_60min_to_W_last_close_to_vwap_day
hf_60min_to_W_last_crowding_proxy_raw,W,auto_panel,auto passthrough: hf_60min_to_W_last_crowding_proxy_raw
hf_60min_to_W_last_high,W,auto_panel,auto passthrough: hf_60min_to_W_last_high
hf_60min_to_W_last_last30_momentum,W,auto_panel,auto passthrough: hf_60min_to_W_last_last30_momentum
hf_60min_to_W_last_low,W,auto_panel,auto passthrough: hf_60min_to_W_last_low
hf_60min_to_W_last_ma_gap_12,W,auto_panel,auto passthrough: hf_60min_to_W_last_ma_gap_12
hf_60min_to_W_last_ma_gap_6,W,auto_panel,auto passthrough: hf_60min_to_W_last_ma_gap_6
hf_60min_to_W_last_morning_momentum_30m,W,auto_panel,auto passthrough: hf_60min_to_W_last_morning_momentum_30m
hf_60min_to_W_last_open,W,auto_panel,auto passthrough: hf_60min_to_W_last_open
hf_60min_to_W_last_range_norm,W,auto_panel,auto passthrough: hf_60min_to_W_last_range_norm
hf_60min_to_W_last_realized_vol_20,W,auto_panel,auto passthrough: hf_60min_to_W_last_realized_vol_20
hf_60min_to_W_last_ret_1,W,auto_panel,auto passthrough: hf_60min_to_W_last_ret_1
hf_60min_to_W_last_ret_12,W,auto_panel,auto passthrough: hf_60min_to_W_last_ret_12
hf_60min_to_W_last_ret_1d,W,auto_panel,auto passthrough: hf_60min_to_W_last_ret_1d
hf_60min_to_W_last_ret_20d,W,auto_panel,auto passthrough: hf_60min_to_W_last_ret_20d
hf_60min_to_W_last_ret_3,W,auto_panel,auto passthrough: hf_60min_to_W_last_ret_3
hf_60min_to_W_last_ret_5d,W,auto_panel,auto passthrough: hf_60min_to_W_last_ret_5d
hf_60min_to_W_last_ret_6,W,auto_panel,auto passthrough: hf_60min_to_W_last_ret_6
hf_60min_to_W_last_ret_vol_corr_20,W,auto_panel,auto passthrough: hf_60min_to_W_last_ret_vol_corr_20
hf_60min_to_W_last_rv_12,W,auto_panel,auto passthrough: hf_60min_to_W_last_rv_12
hf_60min_to_W_last_vol_chg_1,W,auto_panel,auto passthrough: hf_60min_to_W_last_vol_chg_1
hf_60min_to_W_last_volume,W,auto_panel,auto passthrough: hf_60min_to_W_last_volume
hf_60min_to_W_mean_amihud_20,W,auto_panel,auto passthrough: hf_60min_to_W_mean_amihud_20
hf_60min_to_W_mean_amount,W,auto_panel,auto passthrough: hf_60min_to_W_mean_amount
hf_60min_to_W_mean_amount_ratio_12,W,auto_panel,auto passthrough: hf_60min_to_W_mean_amount_ratio_12
hf_60min_to_W_mean_close,W,auto_panel,auto passthrough: hf_60min_to_W_mean_close
hf_60min_to_W_mean_close_to_vwap_day,W,auto_panel,auto passthrough: hf_60min_to_W_mean_close_to_vwap_day
hf_60min_to_W_mean_crowding_proxy_raw,W,auto_panel,auto passthrough: hf_60min_to_W_mean_crowding_proxy_raw
hf_60min_to_W_mean_high,W,auto_panel,auto passthrough: hf_60min_to_W_mean_high
hf_60min_to_W_mean_last30_momentum,W,auto_panel,auto passthrough: hf_60min_to_W_mean_last30_momentum
hf_60min_to_W_mean_low,W,auto_panel,auto passthrough: hf_60min_to_W_mean_low
hf_60min_to_W_mean_ma_gap_12,W,auto_panel,auto passthrough: hf_60min_to_W_mean_ma_gap_12
hf_60min_to_W_mean_ma_gap_6,W,auto_panel,auto passthrough: hf_60min_to_W_mean_ma_gap_6
hf_60min_to_W_mean_morning_momentum_30m,W,auto_panel,auto passthrough: hf_60min_to_W_mean_morning_momentum_30m
hf_60min_to_W_mean_open,W,auto_panel,auto passthrough: hf_60min_to_W_mean_open
hf_60min_to_W_mean_range_norm,W,auto_panel,auto passthrough: hf_60min_to_W_mean_range_norm
hf_60min_to_W_mean_realized_vol_20,W,auto_panel,auto passthrough: hf_60min_to_W_mean_realized_vol_20
hf_60min_to_W_mean_ret_1,W,auto_panel,auto passthrough: hf_60min_to_W_mean_ret_1
hf_60min_to_W_mean_ret_12,W,auto_panel,auto passthrough: hf_60min_to_W_mean_ret_12
hf_60min_to_W_mean_ret_1d,W,auto_panel,auto passthrough: hf_60min_to_W_mean_ret_1d
hf_60min_to_W_mean_ret_20d,W,auto_panel,auto passthrough: hf_60min_to_W_mean_ret_20d
hf_60min_to_W_mean_ret_3,W,auto_panel,auto passthrough: hf_60min_to_W_mean_ret_3
hf_60min_to_W_mean_ret_5d,W,auto_panel,auto passthrough: hf_60min_to_W_mean_ret_5d
hf_60min_to_W_mean_ret_6,W,auto_panel,auto passthrough: hf_60min_to_W_mean_ret_6
hf_60min_to_W_mean_ret_vol_corr_20,W,auto_panel,auto passthrough: hf_60min_to_W_mean_ret_vol_corr_20
hf_60min_to_W_mean_rv_12,W,auto_panel,auto passthrough: hf_60min_to_W_mean_rv_12
hf_60min_to_W_mean_vol_chg_1,W,auto_panel,auto passthrough: hf_60min_to_W_mean_vol_chg_1
hf_60min_to_W_mean_volume,W,auto_panel,auto passthrough: hf_60min_to_W_mean_volume
hf_60min_to_W_std_amihud_20,W,auto_panel,auto passthrough: hf_60min_to_W_std_amihud_20
hf_60min_to_W_std_amount,W,auto_panel,auto passthrough: hf_60min_to_W_std_amount
hf_60min_to_W_std_amount_ratio_12,W,auto_panel,auto passthrough: hf_60min_to_W_std_amount_ratio_12
hf_60min_to_W_std_close,W,auto_panel,auto passthrough: hf_60min_to_W_std_close
hf_60min_to_W_std_close_to_vwap_day,W,auto_panel,auto passthrough: hf_60min_to_W_std_close_to_vwap_day
hf_60min_to_W_std_crowding_proxy_raw,W,auto_panel,auto passthrough: hf_60min_to_W_std_crowding_proxy_raw
hf_60min_to_W_std_high,W,auto_panel,auto passthrough: hf_60min_to_W_std_high
hf_60min_to_W_std_last30_momentum,W,auto_panel,auto passthrough: hf_60min_to_W_std_last30_momentum
hf_60min_to_W_std_low,W,auto_panel,auto passthrough: hf_60min_to_W_std_low
hf_60min_to_W_std_ma_gap_12,W,auto_panel,auto passthrough: hf_60min_to_W_std_ma_gap_12
hf_60min_to_W_std_ma_gap_6,W,auto_panel,auto passthrough: hf_60min_to_W_std_ma_gap_6
hf_60min_to_W_std_morning_momentum_30m,W,auto_panel,auto passthrough: hf_60min_to_W_std_morning_momentum_30m
hf_60min_to_W_std_open,W,auto_panel,auto passthrough: hf_60min_to_W_std_open
hf_60min_to_W_std_range_norm,W,auto_panel,auto passthrough: hf_60min_to_W_std_range_norm
hf_60min_to_W_std_realized_vol_20,W,auto_panel,auto passthrough: hf_60min_to_W_std_realized_vol_20
hf_60min_to_W_std_ret_1,W,auto_panel,auto passthrough: hf_60min_to_W_std_ret_1
hf_60min_to_W_std_ret_12,W,auto_panel,auto passthrough: hf_60min_to_W_std_ret_12
hf_60min_to_W_std_ret_1d,W,auto_panel,auto passthrough: hf_60min_to_W_std_ret_1d
hf_60min_to_W_std_ret_20d,W,auto_panel,auto passthrough: hf_60min_to_W_std_ret_20d
hf_60min_to_W_std_ret_3,W,auto_panel,auto passthrough: hf_60min_to_W_std_ret_3
hf_60min_to_W_std_ret_5d,W,auto_panel,auto passthrough: hf_60min_to_W_std_ret_5d
hf_60min_to_W_std_ret_6,W,auto_panel,auto passthrough: hf_60min_to_W_std_ret_6
hf_60min_to_W_std_ret_vol_corr_20,W,auto_panel,auto passthrough: hf_60min_to_W_std_ret_vol_corr_20
hf_60min_to_W_std_rv_12,W,auto_panel,auto passthrough: hf_60min_to_W_std_rv_12
hf_60min_to_W_std_vol_chg_1,W,auto_panel,auto passthrough: hf_60min_to_W_std_vol_chg_1
hf_60min_to_W_std_volume,W,auto_panel,auto passthrough: hf_60min_to_W_std_volume
hf_D_to_W_last_amihud_20,W,auto_panel,auto passthrough: hf_D_to_W_last_amihud_20
hf_D_to_W_last_amount,W,auto_panel,auto passthrough: hf_D_to_W_last_amount
hf_D_to_W_last_close,W,auto_panel,auto passthrough: hf_D_to_W_last_close
hf_D_to_W_last_close_to_vwap_day,W,auto_panel,auto passthrough: hf_D_to_W_last_close_to_vwap_day
hf_D_to_W_last_crowding_proxy_raw,W,auto_panel,auto passthrough: hf_D_to_W_last_crowding_proxy_raw
hf_D_to_W_last_high,W,auto_panel,auto passthrough: hf_D_to_W_last_high
hf_D_to_W_last_last30_momentum,W,auto_panel,auto passthrough: hf_D_to_W_last_last30_momentum
hf_D_to_W_last_low,W,auto_panel,auto passthrough: hf_D_to_W_last_low
hf_D_to_W_last_morning_momentum_30m,W,auto_panel,auto passthrough: hf_D_to_W_last_morning_momentum_30m
hf_D_to_W_last_open,W,auto_panel,auto passthrough: hf_D_to_W_last_open
hf_D_to_W_last_realized_vol_20,W,auto_panel,auto passthrough: hf_D_to_W_last_realized_vol_20
hf_D_to_W_last_ret_1d,W,auto_panel,auto passthrough: hf_D_to_W_last_ret_1d
hf_D_to_W_last_ret_20d,W,auto_panel,auto passthrough: hf_D_to_W_last_ret_20d
hf_D_to_W_last_ret_5d,W,auto_panel,auto passthrough: hf_D_to_W_last_ret_5d
hf_D_to_W_last_ret_vol_corr_20,W,auto_panel,auto passthrough: hf_D_to_W_last_ret_vol_corr_20
hf_D_to_W_last_volume,W,auto_panel,auto passthrough: hf_D_to_W_last_volume
hf_D_to_W_mean_amihud_20,W,auto_panel,auto passthrough: hf_D_to_W_mean_amihud_20
hf_D_to_W_mean_amount,W,auto_panel,auto passthrough: hf_D_to_W_mean_amount
hf_D_to_W_mean_close,W,auto_panel,auto passthrough: hf_D_to_W_mean_close
hf_D_to_W_mean_close_to_vwap_day,W,auto_panel,auto passthrough: hf_D_to_W_mean_close_to_vwap_day
hf_D_to_W_mean_crowding_proxy_raw,W,auto_panel,auto passthrough: hf_D_to_W_mean_crowding_proxy_raw
hf_D_to_W_mean_high,W,auto_panel,auto passthrough: hf_D_to_W_mean_high
hf_D_to_W_mean_last30_momentum,W,auto_panel,auto passthrough: hf_D_to_W_mean_last30_momentum
hf_D_to_W_mean_low,W,auto_panel,auto passthrough: hf_D_to_W_mean_low
hf_D_to_W_mean_morning_momentum_30m,W,auto_panel,auto passthrough: hf_D_to_W_mean_morning_momentum_30m
hf_D_to_W_mean_open,W,auto_panel,auto passthrough: hf_D_to_W_mean_open
hf_D_to_W_mean_realized_vol_20,W,auto_panel,auto passthrough: hf_D_to_W_mean_realized_vol_20
hf_D_to_W_mean_ret_1d,W,auto_panel,auto passthrough: hf_D_to_W_mean_ret_1d
hf_D_to_W_mean_ret_20d,W,auto_panel,auto passthrough: hf_D_to_W_mean_ret_20d
hf_D_to_W_mean_ret_5d,W,auto_panel,auto passthrough: hf_D_to_W_mean_ret_5d
hf_D_to_W_mean_ret_vol_corr_20,W,auto_panel,auto passthrough: hf_D_to_W_mean_ret_vol_corr_20
hf_D_to_W_mean_volume,W,auto_panel,auto passthrough: hf_D_to_W_mean_volume
hf_D_to_W_std_amihud_20,W,auto_panel,auto passthrough: hf_D_to_W_std_amihud_20
hf_D_to_W_std_amount,W,auto_panel,auto passthrough: hf_D_to_W_std_amount
hf_D_to_W_std_close,W,auto_panel,auto passthrough: hf_D_to_W_std_close
hf_D_to_W_std_close_to_vwap_day,W,auto_panel,auto passthrough: hf_D_to_W_std_close_to_vwap_day
hf_D_to_W_std_crowding_proxy_raw,W,auto_panel,auto passthrough: hf_D_to_W_std_crowding_proxy_raw
hf_D_to_W_std_high,W,auto_panel,auto passthrough: hf_D_to_W_std_high
hf_D_to_W_std_last30_momentum,W,auto_panel,auto passthrough: hf_D_to_W_std_last30_momentum
hf_D_to_W_std_low,W,auto_panel,auto passthrough: hf_D_to_W_std_low
hf_D_to_W_std_morning_momentum_30m,W,auto_panel,auto passthrough: hf_D_to_W_std_morning_momentum_30m
hf_D_to_W_std_open,W,auto_panel,auto passthrough: hf_D_to_W_std_open
hf_D_to_W_std_realized_vol_20,W,auto_panel,auto passthrough: hf_D_to_W_std_realized_vol_20
hf_D_to_W_std_ret_1d,W,auto_panel,auto passthrough: hf_D_to_W_std_ret_1d
hf_D_to_W_std_ret_20d,W,auto_panel,auto passthrough: hf_D_to_W_std_ret_20d
hf_D_to_W_std_ret_5d,W,auto_panel,auto passthrough: hf_D_to_W_std_ret_5d
hf_D_to_W_std_ret_vol_corr_20,W,auto_panel,auto passthrough: hf_D_to_W_std_ret_vol_corr_20
hf_D_to_W_std_volume,W,auto_panel,auto passthrough: hf_D_to_W_std_volume
high,W,auto_panel,auto passthrough: high
jump_ratio_5m,W,auto_panel,auto passthrough: jump_ratio_5m
last30_momentum,W,auto_panel,auto passthrough: last30_momentum
low,W,auto_panel,auto passthrough: low
ma_12,W,auto_panel,auto passthrough: ma_12
ma_6,W,auto_panel,auto passthrough: ma_6
ma_cross_5_20,W,auto_panel,auto passthrough: ma_cross_5_20
ma_gap_10,W,auto_panel,auto passthrough: ma_gap_10
ma_gap_12,W,trend,close/ma12 - 1
ma_gap_20,W,auto_panel,auto passthrough: ma_gap_20
ma_gap_5,W,auto_panel,auto passthrough: ma_gap_5
ma_gap_6,W,trend,close/ma6 - 1
minute_ret_kurt_5m,W,auto_panel,auto passthrough: minute_ret_kurt_5m
minute_ret_skew_5m,W,auto_panel,auto passthrough: minute_ret_skew_5m
minute_up_ratio_5m,W,auto_panel,auto passthrough: minute_up_ratio_5m
morning_momentum_30m,W,auto_panel,auto passthrough: morning_momentum_30m
open,W,auto_panel,auto passthrough: open
open_to_close_intraday,W,auto_panel,auto passthrough: open_to_close_intraday
px_daily_close,W,auto_panel,auto passthrough: px_daily_close
px_open5,W,auto_panel,auto passthrough: px_open5
px_twap_last30,W,auto_panel,auto passthrough: px_twap_last30
px_vwap30,W,auto_panel,auto passthrough: px_vwap30
range_norm,W,volatility,range norm negative
realized_vol_20,W,auto_panel,auto passthrough: realized_vol_20
ret_1,W,trend,1-bar return
ret_10d,W,auto_panel,auto passthrough: ret_10d
ret_12,W,trend,12-bar return
ret_1d,W,auto_panel,auto passthrough: ret_1d
ret_20d,W,auto_panel,auto passthrough: ret_20d
ret_3,W,trend,3-bar return
ret_3d,W,auto_panel,auto passthrough: ret_3d
ret_5d,W,auto_panel,auto passthrough: ret_5d
ret_6,W,trend,6-bar return
ret_vol_corr_20,W,auto_panel,auto passthrough: ret_vol_corr_20
rv_12,W,volatility,12-bar rv negative
signed_vol_imbalance_5m,W,auto_panel,auto passthrough: signed_vol_imbalance_5m
turn,W,auto_panel,auto passthrough: turn
turn_ma5,W,auto_panel,auto passthrough: turn_ma5
turn_ratio_5,W,auto_panel,auto passthrough: turn_ratio_5
vol_chg_1,W,flow,volume change
vol_chg_1d,W,auto_panel,auto passthrough: vol_chg_1d
vol_ratio_20,W,auto_panel,auto passthrough: vol_ratio_20
vol_ratio_5,W,auto_panel,auto passthrough: vol_ratio_5
volume,W,auto_panel,auto passthrough: volume
vwap30_vs_day,W,auto_panel,auto passthrough: vwap30_vs_day
