obs,ic_mean,ic_std,ic_ir,ic_positive_ratio,ic_tstat,rank_ic_mean,rank_ic_std,rank_ic_ir,rank_ic_positive_ratio,rank_ic_tstat,factor
8.0,0.37623791415642815,0.4280707127953084,3.6592163406609854,0.875,2.4859479752982367,0.049999999999999996,0.38172540616821105,0.5453307445166031,0.5,0.37047928681747416,amount_ratio_12
8.0,0.4316113112851097,0.5140140621557343,3.4958988784045766,0.875,2.374995608225612,0.33749999999999997,0.5604526232048012,2.5071245837066543,0.625,1.703255752722225,rv_12
8.0,0.25062369449796223,0.45303457205002384,2.3032009285127484,0.875,1.5647169098252962,0.1375,0.48678977568791,1.1759863876438525,0.75,0.798925427517479,ret_3
8.0,0.1049927212851522,0.35908526262288176,1.217314108043811,0.5,0.8270020847269324,0.18717527059893557,0.40887470319667707,1.905896323252133,0.625,1.2948015817674092,ret_1
8.0,0.10868161020822052,0.48087137637167915,0.9409535433143253,0.625,0.6392520523750758,-0.04999999999999999,0.47207747548166584,-0.4409585518440983,0.5,-0.29957234475763905,ma_gap_6
8.0,-0.037171790348889205,0.4845376346449781,-0.31939418767857713,0.375,-0.21698562212863304,0.07499999999999998,0.46827952580239324,0.6668023748953835,0.5,0.45300300924427067,range_norm
